postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	fitness1,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_fit1,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_fit1,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
571,	104,	6,	25,	0,	0.40664,	27.3974,	0.40664,	27.3974,	0.000500057,	0,	0.652659,	0.0821037,	0.798836,	0.151446,	0.262697,	0.242789,	0.0103329,	74.3697,	3.31366,	3.59767,	4.54337,	3.05079,	0.864183,	10.1033,	0,	0,	0,	666,	0.264516,	43.8576,	0.264516,	43.8576,	0.000560993,	0.0616496,	17.5425,	0.0614104,	17.4744,	5.31368e-05,	1.69823,	0,	1000,	1.50615e+09,	0,	0,	17.6549,	151.69,	25600.6,	0,	932,	104,	0.92,	0,	0.6,	0,	13.35,	4642.31,	1.00755,	4641.3,	13.3,	nan,	14.4903,	14.4903,	2690.87,	1080.13,	552177,	1074.97,	0,	
60,	105,	6,	2,	0,	0.36803,	25.333,	0.36803,	25.333,	0.000500047,	0,	0.546273,	0.972204,	0.766824,	0.12549,	0.00249304,	0.0811873,	0.0218903,	69.5823,	17.5553,	3.53365,	3.76469,	2.00997,	0.621781,	10.2189,	1.62534e-06,	0.00654552,	0.00654552,	666,	0.359276,	20.9656,	0.359276,	20.9656,	0.000504044,	0.0396292,	9.46778,	0.0394754,	9.43104,	3.33297e-05,	1.4663,	0,	1000,	1.50615e+09,	0,	0,	8.50573,	202,	21958.4,	0,	995,	105,	0.66,	0,	0.44,	0,	21.48,	4005.7,	1.00756,	4004.69,	21.47,	nan,	14.4969,	14.4969,	2690.87,	1101.61,	556182,	1096.44,	0,	
617,	106,	6,	38,	0.000202743,	0.197899,	105.835,	0.197899,	105.835,	0.000287257,	0,	0.000246063,	0.125617,	0.573423,	0.418794,	0.397739,	0.00190277,	0.993201,	45.0111,	4.00988,	3.14685,	12.5638,	3.59096,	0.502854,	19.932,	0,	0,	0,	666,	0.117983,	43.191,	0.117983,	43.191,	0.0005426,	0.0306479,	18.2354,	0.0305289,	18.1647,	7.34847e-05,	12.7198,	0,	1000,	1.50615e+09,	0,	0,	78.5943,	152.2,	36131.4,	0,	985,	106,	0.75,	0,	0.74,	0,	13.42,	6476.62,	1.00821,	6475.61,	13.4,	nan,	14.4969,	14.4969,	2690.87,	1115.03,	562659,	1109.84,	0,	
462,	107,	6,	17,	0,	0.38745,	26.4546,	0.38745,	26.4546,	0.000500001,	0,	0.00405454,	0.411301,	0.553442,	0.728065,	0.0738208,	0.101165,	0.00164333,	45.1825,	8.58082,	3.10688,	21.8419,	2.29528,	0.651747,	10.0164,	0,	0,	0,	666,	0.370301,	29.0954,	0.370301,	29.0954,	0.0006078,	0.071318,	13.4023,	0.0710412,	13.3503,	9.27036e-05,	1.04997,	0,	1000,	1.50615e+09,	0,	0,	6.30999,	207.79,	22510.5,	0,	979,	107,	0.89,	0,	0.33,	0,	24.1,	4125.2,	1.00906,	4124.19,	24.07,	nan,	14.4969,	14.4969,	2690.87,	1139.13,	566784,	1133.91,	0,	
193,	108,	6,	6,	0,	0.347187,	48.8987,	0.347187,	48.8987,	0.000499999,	0,	0.0459134,	0.237158,	0.99171,	0.200658,	0.00991202,	0.891709,	0.974173,	47.0661,	5.79453,	3.98342,	6.01975,	2.03965,	1.83756,	19.7417,	0,	0,	0,	666,	0.200266,	33.5737,	0.200266,	33.5737,	0.000560095,	0.0352632,	17.6039,	0.0351264,	17.5356,	4.96272e-05,	3.90074,	0,	1000,	1.50615e+09,	0,	0,	35.8168,	207.13,	31407,	0,	995,	108,	0.9,	0,	0.65,	0,	22.97,	5725.9,	1.01362,	5724.89,	22.95,	nan,	14.4969,	14.4969,	2690.87,	1162.1,	572510,	1156.86,	0,	
211,	109,	6,	6,	0,	0.361726,	26.9341,	0.361726,	26.9341,	0.0005,	0,	0.00746178,	0.359412,	0.191419,	0.74429,	0.0112617,	0.00252428,	0.000110472,	45.3358,	7.75059,	2.38284,	22.3287,	2.04505,	0.503786,	10.0011,	2.60942e-06,	0.00988644,	0.00988644,	666,	0.378473,	30.0483,	0.378473,	30.0483,	0.000567537,	0.0389414,	14.5511,	0.0387903,	14.4946,	5.79617e-05,	1.40578,	0,	1000,	1.50615e+09,	0,	0,	9.78354,	202.64,	20344.9,	0,	898,	109,	0.9,	0,	0.3,	0,	21.74,	3767.01,	1.01041,	3766,	21.64,	nan,	14.5068,	14.5068,	2690.87,	1183.84,	576277,	1178.5,	0,	
343,	110,	6,	11,	0,	0.376674,	26.8456,	0.376674,	26.8456,	0.000500001,	0,	0.16235,	0.289822,	0.101481,	0.474465,	0.129318,	0.115113,	0.00160809,	52.3058,	6.63715,	2.20296,	14.234,	2.51727,	0.67267,	10.0161,	0,	0,	0,	666,	0.347835,	36.8937,	0.347835,	36.8937,	0.000654022,	0.0679071,	17.5029,	0.0676436,	17.435,	0.0001181,	0.973334,	0,	1000,	1.50615e+09,	0,	0,	7.89848,	201.58,	24655,	0,	962,	110,	0.9,	0,	0.22,	0,	20.98,	4525.29,	1.00788,	4524.28,	20.94,	nan,	14.5068,	14.5068,	2690.87,	1204.82,	580802,	1199.44,	0,	
207,	111,	6,	6,	0,	0.348564,	41.8308,	0.348564,	41.8308,	0.000500003,	0,	0.00234861,	0.254879,	0.986806,	0.151177,	0.281186,	0.886822,	0.432981,	45.1057,	6.07806,	3.97361,	4.53531,	3.12474,	1.83023,	14.3298,	0,	0,	0,	666,	0.221227,	28.7021,	0.221227,	28.7021,	0.000529604,	0.0486968,	15.0105,	0.0485078,	14.9523,	8.13655e-05,	2.17488,	0,	1000,	1.50616e+09,	0,	0,	21.2771,	157.61,	31479.4,	0,	926,	111,	0.71,	0,	0.43,	0,	13.96,	5722.06,	1.00957,	5721.05,	13.91,	nan,	14.5068,	14.5068,	2690.87,	1218.78,	586524,	1213.35,	0,	
486,	112,	6,	18,	0,	0.373186,	27.8791,	0.373186,	27.8791,	0.000500022,	0,	0.904674,	0.163966,	0.586783,	0.0758352,	0.0722629,	0.10537,	0.0513496,	85.7103,	4.62346,	3.17357,	2.27505,	2.28905,	0.658055,	10.5135,	0,	0,	0,	666,	0.32316,	37.9325,	0.32316,	37.9325,	0.000564855,	0.083303,	19.3681,	0.0829797,	19.293,	6.4065e-05,	1.77356,	0,	1000,	1.50616e+09,	0,	0,	20.2976,	2923.87,	24469.9,	0,	959,	112,	0.86,	0,	0.36,	0,	330.23,	4483.18,	1.01009,	4482.17,	8.88,	321.31,	14.5068,	14.5068,	3012.18,	1227.7,	591008,	1222.23,	0,	
631,	113,	6,	52,	0.00048132,	0.0142684,	72.836,	0.0142684,	72.836,	8.67962e-06,	0,	0.102858,	0.000685078,	0.0559859,	0.376553,	0.0861871,	0.373229,	0.0152024,	49.6286,	2.01096,	2.11197,	11.2966,	2.34475,	1.05984,	10.152,	0,	0,	0,	666,	0.109444,	49.5284,	0.109444,	49.5284,	0.000535525,	0.0565847,	18.2876,	0.0563651,	18.2167,	0.000123873,	6.76381,	0,	1000,	1.50616e+09,	0,	0,	89.5725,	209.16,	25191,	0,	943,	113,	0.6,	0,	0.48,	0,	23.65,	4572.35,	1.00745,	4571.34,	23.59,	nan,	14.5068,	14.5068,	3012.18,	1251.35,	595580,	1245.82,	0,	
62,	114,	6,	2,	0,	0.298871,	55.7458,	0.298871,	55.7458,	0.000499999,	0,	0.125289,	0.173128,	0.997501,	0.246426,	0.0405606,	0.69366,	0.970249,	50.638,	4.77005,	3.995,	7.39279,	2.16224,	1.54049,	19.7025,	0,	0,	0,	666,	0.286839,	24.9829,	0.286839,	24.9829,	0.000498718,	0.000715043,	11.4632,	0.000712268,	11.4187,	1.67121e-06,	2.35862,	0,	1000,	1.50616e+09,	0,	0,	14.3722,	208.3,	34097.9,	0,	984,	114,	0.99,	0,	0.84,	0,	22.47,	6139.49,	1.02489,	6138.47,	22.46,	nan,	14.5068,	14.5068,	3012.18,	1273.82,	601720,	1268.28,	0,	
305,	115,	6,	10,	0,	0.398951,	22.5798,	0.398951,	22.5798,	0.000500001,	0,	0.568415,	0.979221,	0.0290201,	0.737017,	0.138656,	0.124086,	0.00228564,	70.5787,	17.6675,	2.05804,	22.1105,	2.55463,	0.686129,	10.0229,	0,	0,	0,	666,	0.405905,	20.8252,	0.405905,	20.8252,	0.000502575,	0.0140424,	11.2101,	0.0139879,	11.1666,	1.93488e-05,	1.24449,	0,	1000,	1.50616e+09,	0,	0,	7.15043,	205.72,	23668.1,	0,	958,	115,	0.71,	0,	0.29,	0,	22.36,	4307.59,	1.00843,	4306.58,	22.32,	nan,	14.5068,	14.5068,	3012.18,	1296.18,	606027,	1290.6,	0,	
533,	116,	6,	21,	0,	0.370454,	34.9064,	0.370454,	34.9064,	0.0005,	0,	0.666213,	0.313104,	0.993945,	0.034383,	0.0360418,	0.528559,	0.341769,	74.9796,	7.00966,	3.98789,	1.03149,	2.14417,	1.29284,	13.4177,	0,	0,	0,	666,	0.350433,	37.9088,	0.350433,	37.9088,	0.00054865,	0.0891517,	19.088,	0.0888057,	19.0139,	0.000101103,	1.05979,	0,	1000,	1.50616e+09,	0,	0,	13.6078,	181.02,	25950.8,	0,	934,	116,	0.71,	0,	0.24,	0,	16.76,	4720.49,	1.0097,	4719.48,	16.72,	nan,	14.5068,	14.5068,	3012.18,	1312.94,	610748,	1307.32,	0,	
488,	117,	6,	18,	0,	0.368865,	32.7873,	0.368865,	32.7873,	0.000500001,	0,	0.70139,	0.389652,	0.997171,	0.00221197,	0.232966,	0.0629621,	0.220708,	76.5625,	8.23444,	3.99434,	0.066359,	2.93186,	0.594443,	12.2071,	0,	0,	0,	666,	0.349594,	38.2466,	0.349594,	38.2466,	0.000508021,	0.104416,	19.3073,	0.104011,	19.2324,	0.000128186,	1.35364,	0,	1000,	1.50616e+09,	0,	0,	18.8432,	211,	29079,	0,	969,	117,	0.56,	0,	0.2,	0,	23.2,	5254.85,	1.00799,	5253.84,	23.16,	nan,	14.5068,	14.5068,	3012.18,	1336.14,	616002,	1330.48,	0,	
616,	118,	6,	37,	0.000152939,	0.238163,	44.3575,	0.238163,	44.3575,	0.000337061,	0,	0.0812916,	0.0131209,	0.0242701,	0.12565,	0.0299,	0.0634265,	0.0783253,	48.6581,	2.20994,	2.04854,	3.76951,	2.1196,	0.59514,	10.7833,	0,	0,	0,	666,	0.0789374,	65.0794,	0.0789374,	65.0794,	0.000306362,	0.0502732,	13.7751,	0.0500781,	13.7217,	0.000144076,	3.02723,	0,	1000,	1.50617e+09,	0,	0,	169.95,	209.35,	25332.3,	0,	848,	118,	0.1,	0,	0.06,	0,	22.43,	4624.5,	1.00778,	4623.49,	22.3,	nan,	14.5068,	14.5068,	3012.18,	1358.57,	620627,	1352.78,	0,	
234,	119,	6,	7,	0,	0.351419,	31.9639,	0.351419,	31.9639,	0.000500304,	0,	0.0450299,	0.176135,	0.743443,	0.17033,	0.0337582,	0.35592,	0.0186757,	47.0263,	4.81815,	3.48689,	5.10991,	2.13503,	1.03388,	10.1868,	0,	0,	0,	666,	0.197876,	26.4871,	0.197876,	26.4871,	0.000496178,	0.0209233,	9.95134,	0.0208421,	9.91273,	3.85993e-05,	4.99933,	0,	1000,	1.50617e+09,	0,	0,	39.331,	213.47,	22140.5,	0,	949,	119,	0.57,	0,	0.54,	0,	23.59,	4052.26,	1.00712,	4051.26,	23.54,	nan,	14.5068,	14.5068,	3012.18,	1382.16,	624679,	1376.32,	0,	
155,	120,	6,	5,	0,	0.329279,	42.0472,	0.329279,	42.0472,	0.000499999,	0,	0.0277106,	0.173816,	0.872614,	0.229196,	0.0534361,	0.0154211,	0.452708,	46.247,	4.78106,	3.74523,	6.87587,	2.21374,	0.523132,	14.5271,	0,	0,	0,	666,	0.156789,	34.2453,	0.156789,	34.2453,	0.000516688,	0.0157325,	10.0655,	0.0156715,	10.0265,	4.06904e-05,	3.67868,	0,	1000,	1.50617e+09,	0,	0,	33.4409,	186.46,	24954.7,	0,	973,	120,	0.74,	0,	0.41,	0,	17.22,	4556.3,	1.00805,	4555.3,	17.19,	nan,	14.5068,	14.5068,	3012.18,	1399.38,	629236,	1393.51,	0,	
416,	121,	6,	15,	0,	0.384924,	26.3029,	0.384924,	26.3029,	0.000500071,	0,	0.665804,	0.983981,	0.822792,	0.901696,	0.103077,	0.0022082,	0.108263,	74.9612,	17.7437,	3.64558,	27.0509,	2.41231,	0.503312,	11.0826,	0,	0,	0,	666,	0.375863,	23.4896,	0.375863,	23.4896,	0.000507003,	0.0773335,	10.7212,	0.0770334,	10.6796,	9.65923e-05,	1.21816,	0,	1000,	1.50617e+09,	0,	0,	11.906,	216.48,	25769.2,	0,	955,	121,	0.56,	0,	0.27,	0,	24.42,	4706.7,	1.00741,	4705.69,	24.37,	nan,	14.5068,	14.5068,	3012.18,	1423.8,	633942,	1417.88,	0,	
728,	122,	6,	61,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.456037,	0.37923,	0.102872,	0.0525139,	0.00842169,	0.338026,	0.010528,	65.5217,	8.06767,	2.20574,	1.57542,	2.03369,	1.00704,	10.1053,	0,	0,	0,	666,	0.362199,	22.7932,	0.362199,	22.7932,	0.000525547,	0.1017,	11.3942,	0.101305,	11.35,	0.000107519,	1.80304,	0,	1000,	1.50617e+09,	0,	0,	19.9602,	2563.96,	37.73,	0,	968,	122,	0.62,	0,	0.35,	1,	248.22,	107.06,	1.01814,	106.035,	5.14,	243.06,	14.5068,	14.5068,	3255.24,	1428.96,	634049,	1423.02,	0,	
727,	123,	6,	61,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.000764099,	0.296619,	0.491667,	0.0413089,	0.208817,	0.0100839,	0.0448027,	45.0344,	6.7459,	2.98333,	1.23927,	2.83527,	0.515126,	10.448,	0,	0,	0,	666,	0.287465,	27.6313,	0.287465,	27.6313,	0.000547925,	0.0675388,	13.044,	0.0672767,	12.9934,	9.85893e-05,	3.05239,	0,	1000,	1.50617e+09,	0,	0,	27.6287,	169.48,	163.44,	0,	992,	123,	0.73,	0,	0.5,	1,	14.77,	194.047,	1.00691,	193.04,	14.76,	nan,	14.5068,	14.5068,	3255.24,	1443.73,	634243,	1437.78,	0,	
120,	124,	6,	4,	0,	0.380714,	23.9434,	0.380714,	23.9434,	0.000500001,	0,	0.613377,	0.573048,	0.180725,	0.0485683,	0.0425958,	0.464068,	0.00327131,	72.602,	11.1688,	2.36145,	1.45705,	2.17038,	1.1961,	10.0327,	0,	0,	0,	666,	0.369332,	19.5436,	0.369332,	19.5436,	0.000513628,	0.0986073,	9.90907,	0.0982246,	9.87061,	9.31158e-05,	2.12556,	0,	1000,	1.50617e+09,	0,	0,	24.943,	173.46,	22640.2,	0,	896,	124,	0.62,	0,	0.38,	0,	15.66,	4126.32,	1.01134,	4125.31,	15.59,	nan,	14.5068,	14.5068,	3255.24,	1459.39,	638370,	1453.37,	0,	
726,	125,	6,	61,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.000578213,	0.292618,	0.504498,	0.0209822,	0.0459012,	0.0433778,	0.000190795,	45.026,	6.68188,	3.009,	0.629466,	2.1836,	0.565067,	10.0019,	0,	0,	0,	666,	0.285076,	25.825,	0.285076,	25.825,	0.000551947,	0.0658058,	11.9072,	0.0655504,	11.861,	9.41242e-05,	3.077,	0,	1000,	1.50617e+09,	0,	0,	23.9926,	179.14,	119.27,	0,	840,	125,	0.75,	0,	0.56,	1,	16.11,	147.031,	1.00802,	146.023,	16,	nan,	14.5068,	14.5068,	3255.24,	1475.5,	638517,	1469.37,	0,	
635,	126,	6,	56,	0.000482464,	0.0130427,	54.4918,	0.0130427,	54.4918,	7.53593e-06,	0,	0.0719701,	0.00634684,	0.0467894,	0.744171,	0.32739,	0.024342,	0.0892812,	48.2387,	2.10155,	2.09358,	22.3251,	3.30956,	0.536513,	10.8928,	0,	0,	0,	666,	0.0724904,	31.7301,	0.0724904,	31.7301,	0.000486118,	0.0333569,	14.0012,	0.0332275,	13.9468,	0.000109553,	9.18135,	0,	1000,	1.50617e+09,	0,	0,	156.237,	207.54,	27259.9,	0,	880,	126,	0.48,	0,	0.42,	0,	13.65,	4925.47,	1.00701,	4924.46,	13.58,	nan,	14.5068,	14.5068,	3255.24,	1489.15,	643442,	1482.95,	0,	
131,	127,	6,	4,	0,	0.373236,	24.8897,	0.373236,	24.8897,	0.000500009,	0,	0.401009,	0.92992,	0.345276,	0.0513147,	0.0268821,	0.403136,	0.0130668,	63.0454,	16.8787,	2.69055,	1.53944,	2.10753,	1.1047,	10.1307,	1.20905e-09,	4.9086e-06,	4.9086e-06,	666,	0.36464,	18.9326,	0.36464,	18.9326,	0.000513464,	0.0487975,	12.2268,	0.0486082,	12.1793,	5.19143e-05,	1.99521,	0,	1000,	1.50617e+09,	0,	0,	12.3161,	206.36,	21989.4,	0,	973,	127,	0.69,	0,	0.46,	0,	13.79,	4046.08,	1.01547,	4045.06,	13.77,	nan,	14.5068,	14.5068,	3255.24,	1502.94,	647488,	1496.72,	0,	
725,	128,	6,	61,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.005728,	0.29003,	0.464938,	0.0178736,	0.102492,	0.0283017,	0.0073028,	45.2578,	6.64048,	2.92988,	0.536209,	2.40997,	0.542453,	10.073,	0,	0,	0,	666,	0.28401,	25.5143,	0.28401,	25.5143,	0.000556052,	0.0659288,	10.8871,	0.065673,	10.8449,	9.38971e-05,	1.94882,	0,	1000,	1.50617e+09,	0,	0,	14.5142,	217.3,	122.21,	0,	982,	128,	0.73,	0,	0.45,	1,	23.91,	153.034,	1.00957,	152.024,	23.89,	nan,	14.5068,	14.5068,	3255.24,	1526.85,	647641,	1520.61,	0,	
359,	129,	6,	12,	0,	0.388674,	24.1812,	0.388674,	24.1812,	0.000500001,	0,	0.44488,	0.92142,	0.417921,	0.654557,	0.144846,	0.14696,	0.000497416,	65.0196,	16.7427,	2.83584,	19.6367,	2.57938,	0.720439,	10.005,	0,	0,	0,	666,	0.393165,	16.3687,	0.393165,	16.3687,	0.000514831,	0.0521214,	9.08736,	0.0519191,	9.0521,	6.83527e-05,	1.48166,	0,	1000,	1.50617e+09,	0,	0,	9.90074,	216.04,	25241.7,	0,	877,	129,	0.61,	0,	0.38,	0,	22.91,	4584.29,	1.00785,	4583.28,	22.79,	nan,	14.5068,	14.5068,	3255.24,	1549.76,	652226,	1543.4,	0,	
261,	130,	6,	8,	0,	0.356314,	30.5968,	0.356314,	30.5968,	0.000500002,	0,	0.00281067,	0.28886,	0.495907,	0.0133379,	0.130525,	0.0213636,	0.0535114,	45.1265,	6.62176,	2.99181,	0.400136,	2.5221,	0.532045,	10.5351,	2.11869e-07,	0.00110565,	0.00110565,	666,	0.282066,	24.6232,	0.282066,	24.6232,	0.000556999,	0.063994,	10.7814,	0.0637457,	10.7396,	9.2725e-05,	2.12499,	0,	1000,	1.50617e+09,	0,	0,	16.4312,	222.7,	28586.7,	0,	923,	130,	0.76,	0,	0.5,	0,	24.83,	5193.72,	1.00956,	5192.71,	24.76,	nan,	14.5079,	14.5079,	3255.24,	1574.59,	657419,	1568.16,	0,	
213,	131,	6,	7,	0,	0.385152,	23.6263,	0.385152,	23.6263,	0.000499999,	0,	0.497588,	0.9756,	0.217156,	0.184776,	0.0534748,	0.314629,	0.00270128,	67.3914,	17.6096,	2.43431,	5.54329,	2.2139,	0.971944,	10.027,	3.16566e-08,	0.000127319,	0.000127319,	666,	0.385422,	21.7604,	0.385422,	21.7604,	0.000508323,	0.0243924,	12.2592,	0.0242978,	12.2117,	4.09575e-05,	1.10529,	0,	1000,	1.50617e+09,	0,	0,	6.68192,	193.06,	21903,	0,	993,	131,	0.64,	0,	0.29,	0,	17.78,	4004.09,	1.0074,	4003.08,	17.78,	nan,	14.508,	14.508,	3255.24,	1592.37,	661423,	1585.94,	0,	
568,	132,	6,	25,	0,	0.380557,	29.6924,	0.380557,	29.6924,	0.000500001,	0,	0.492148,	0.390757,	0.0867971,	0.022843,	0.114671,	0.541049,	0.205519,	67.1467,	8.25211,	2.17359,	0.685289,	2.45868,	1.31157,	12.0552,	0,	0,	0,	666,	0.362198,	25.191,	0.362198,	25.191,	0.000523545,	0.103458,	11.5989,	0.103056,	11.5539,	0.000105972,	1.23025,	0,	1000,	1.50618e+09,	0,	0,	9.74243,	223.51,	27381.9,	0,	941,	132,	0.63,	0,	0.27,	0,	23.89,	4968.59,	1.00809,	4967.58,	23.83,	nan,	14.508,	14.508,	3255.24,	1616.26,	666392,	1609.77,	0,	
281,	133,	6,	9,	0,	0.398628,	22.3287,	0.398628,	22.3287,	0.000500157,	0,	0.999838,	0.570938,	0.060339,	0.827304,	0.0750408,	0.141942,	0.0129752,	89.9927,	11.135,	2.12068,	24.8191,	2.30016,	0.712913,	10.1298,	0,	0,	0,	666,	0.353711,	22.956,	0.353711,	22.956,	0.000462291,	0.106984,	9.54628,	0.106569,	9.50924,	0.000133265,	1.18383,	0,	1000,	1.50618e+09,	0,	0,	19.5505,	224.43,	20985.5,	0,	841,	133,	0.42,	0,	0.23,	0,	24.79,	3908.51,	1.0103,	3907.5,	24.64,	nan,	14.508,	14.508,	3255.24,	1641.05,	670300,	1634.41,	0,	
250,	134,	6,	8,	0,	0.38617,	24.1674,	0.38617,	24.1674,	0.000500155,	0,	0.958746,	0.818625,	0.565825,	0.83744,	0.104924,	0.19046,	0.00250981,	88.1436,	15.098,	3.13165,	25.1232,	2.4197,	0.785689,	10.0251,	0,	0,	0,	666,	0.36896,	22.4387,	0.36896,	22.4387,	0.00047599,	0.102518,	12.0759,	0.10212,	12.0291,	0.000137089,	1.25295,	0,	1000,	1.50618e+09,	0,	0,	14.8568,	225.74,	24162.3,	0,	814,	134,	0.46,	0,	0.25,	0,	24.11,	4441.92,	1.0245,	4440.9,	23.93,	nan,	14.508,	14.508,	3255.24,	1665.16,	674742,	1658.34,	0,	
467,	135,	6,	17,	0,	0.372255,	27.7841,	0.372255,	27.7841,	0.000500227,	0,	0.340661,	0.370779,	0.29529,	0.683941,	0.242014,	0.453882,	0.0184392,	60.3298,	7.93246,	2.59058,	20.5182,	2.96805,	1.18082,	10.1844,	0,	0,	0,	666,	0.378041,	20.1087,	0.378041,	20.1087,	0.000553559,	0.0805171,	9.83548,	0.0802046,	9.79731,	8.25326e-05,	1.87151,	0,	1000,	1.50618e+09,	0,	0,	14.6629,	234.71,	26957.7,	0,	984,	135,	0.8,	0,	0.43,	0,	26.48,	4930.73,	1.00927,	4929.72,	26.45,	nan,	14.508,	14.508,	3255.24,	1691.64,	679673,	1684.79,	0,	
98,	136,	6,	3,	0,	0.336357,	33.8528,	0.336357,	33.8528,	0.00050004,	0,	0.150432,	0.181128,	0.971634,	0.125133,	0.0547613,	0.899053,	0.0029642,	51.7694,	4.89805,	3.94327,	3.754,	2.21905,	1.84858,	10.0296,	3.83797e-06,	0.017708,	0.017708,	666,	0.346032,	16.6048,	0.346032,	16.6048,	0.00056009,	0.0256128,	9.1346,	0.0255134,	9.09915,	3.53648e-05,	3.22437,	0,	1000,	1.50618e+09,	0,	0,	15.8183,	2764.03,	23576.1,	0,	963,	136,	0.95,	0,	0.76,	0,	304.91,	4308.98,	1.00946,	4307.97,	8.77,	296.09,	14.5257,	14.5257,	3551.33,	1700.46,	683982,	1693.56,	0,	
210,	137,	6,	6,	0,	0.373241,	25.8061,	0.373241,	25.8061,	0.000500008,	0,	0.988197,	0.460254,	0.517175,	0.976258,	0.000224429,	0.764223,	0.00813019,	89.4689,	9.36406,	3.03435,	29.2877,	2.0009,	1.64633,	10.0813,	0,	0,	0,	666,	0.368678,	37.3379,	0.368678,	37.3379,	0.000463969,	0.0991429,	18.5214,	0.0987582,	18.4495,	0.000137595,	0.969047,	0,	1000,	1.50618e+09,	0,	0,	14.8271,	257.25,	24359.9,	0,	961,	137,	0.45,	0,	0.14,	0,	27.93,	4433.97,	1.00662,	4432.96,	27.89,	nan,	14.5257,	14.5257,	3551.33,	1728.39,	688416,	1721.45,	0,	
506,	138,	6,	19,	0,	0.369123,	37.8026,	0.369123,	37.8026,	0.000500001,	0,	0.0606762,	0.647431,	0.998795,	0.0073025,	0.0534652,	0.357439,	0.578636,	47.7304,	12.3589,	3.99759,	0.219075,	2.21386,	1.03616,	15.7864,	0,	0,	0,	666,	0.354266,	37.0528,	0.354266,	37.0528,	0.000455644,	0.103342,	18.4901,	0.102941,	18.4184,	0.000142425,	1.28264,	0,	1000,	1.50618e+09,	0,	0,	26.2168,	259.24,	27179.7,	0,	990,	138,	0.4,	0,	0.14,	0,	28.35,	4950.85,	1.00687,	4949.84,	28.34,	nan,	14.5257,	14.5257,	3551.33,	1756.74,	693367,	1749.79,	0,	
225,	139,	6,	7,	0,	0.380605,	24.8795,	0.380605,	24.8795,	0.000500002,	0,	0.560955,	0.549869,	0.922822,	0.979668,	0.00141074,	0.0263043,	0.00699646,	70.243,	10.7979,	3.84564,	29.39,	2.00564,	0.539456,	10.07,	0,	0,	0,	666,	0.360112,	36.9783,	0.360112,	36.9783,	0.000456221,	0.101046,	18.4365,	0.100654,	18.365,	0.00014199,	1.08876,	0,	1000,	1.50618e+09,	0,	0,	20.9296,	261,	21981.9,	0,	885,	139,	0.4,	0,	0.14,	0,	29.51,	4025.76,	1.00764,	4024.75,	29.41,	nan,	14.5257,	14.5257,	3551.33,	1786.25,	697393,	1779.2,	0,	
25,	140,	6,	1,	0,	0.359807,	26.5397,	0.359807,	26.5397,	0.000500185,	0,	0.998376,	0.503638,	0.998415,	0.0834398,	0.0182088,	0.00647931,	0.0444228,	89.9269,	10.0582,	3.99683,	2.50319,	2.07284,	0.509719,	10.4442,	2.2238e-06,	0.00901378,	0.00901378,	666,	0.355346,	27.3639,	0.355346,	27.3639,	0.000460656,	0.102642,	12.5422,	0.102244,	12.4935,	0.000140398,	1.26884,	0,	1000,	1.50618e+09,	0,	0,	19.4593,	260.15,	21974.3,	0,	915,	140,	0.42,	0,	0.21,	0,	27.74,	4025.58,	1.00738,	4024.57,	27.64,	nan,	14.5347,	14.5347,	3551.33,	1813.99,	701418,	1806.84,	0,	
