postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	fitness1,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_fit1,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_fit1,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
594,	16,	6,	28,	0,	0.427937,	33.7386,	0.427937,	33.7386,	0.000499997,	0,	0.896803,	0.0818243,	0.957683,	0.998188,	0.650055,	0.920024,	0.354456,	85.3561,	3.30919,	3.91537,	29.9456,	4.60022,	1.88004,	13.5446,	0,	0,	0,	666,	0.310317,	39.4925,	0.310317,	39.4925,	0.000522349,	0.0125104,	7.37839,	0.0124619,	7.34976,	1.33479e-05,	2.10094,	0,	1000,	1.50603e+09,	0,	0,	1.37632,	78.87,	34415.5,	0,	954,	16,	0.99,	0,	0.99,	0,	8.35,	6152.58,	1.0074,	6151.57,	8.31,	nan,	3.79537,	3.79537,	237.03,	42.43,	99297.3,	42.11,	0,	
627,	17,	6,	48,	0.000480635,	0.0166324,	0.96347,	0.0166324,	0.96347,	9.36473e-06,	0,	0.0915422,	0.00203691,	0.923543,	0.0399054,	0.878705,	0.4525,	0.999999,	49.1194,	2.03259,	3.84709,	1.19716,	5.51482,	1.17875,	20,	0,	0,	0,	666,	0.0529017,	40.3725,	0.0529017,	40.3725,	0.000563133,	0.0149289,	8.06302,	0.0148709,	8.03173,	2.15187e-05,	2.71629,	0,	1000,	1.50604e+09,	0,	0,	9.30903,	62.64,	40594.3,	0,	919,	17,	1,	0,	0.71,	0,	5.63,	7240.87,	1.00818,	7239.86,	5.58,	nan,	3.79537,	3.79537,	237.03,	48.06,	106538,	47.69,	0,	
611,	18,	6,	32,	0,	0.42958,	49.4059,	0.42958,	49.4059,	0.000500008,	0,	0.905258,	0.00828812,	0.883216,	0.0683259,	0.994926,	0.257965,	0.999697,	85.7366,	2.13261,	3.76643,	2.04978,	5.9797,	0.886948,	19.997,	0,	0,	0,	666,	0.136507,	40.3606,	0.136507,	40.3606,	0.000535391,	0.0128356,	7.79029,	0.0127858,	7.76006,	1.97784e-05,	1.16117,	0,	1000,	1.50604e+09,	0,	0,	3.43901,	63.83,	38688.9,	0,	966,	18,	0.99,	0,	0.64,	0,	5.58,	6913.05,	1.00776,	6912.04,	5.56,	nan,	3.79537,	3.79537,	237.03,	53.64,	113451,	53.25,	0,	
599,	19,	6,	29,	0,	0.38103,	41.9361,	0.38103,	41.9361,	0.000500007,	0,	0.105874,	0.768807,	0.819502,	0.38663,	0.877472,	0.0522403,	0.50187,	49.7643,	14.3009,	3.639,	11.5989,	5.50989,	0.57836,	15.0187,	0,	0,	0,	666,	0.00444861,	38.4174,	0.00444861,	38.4174,	0.00173332,	0.00158663,	10.6368,	0.00158047,	10.5956,	6.88742e-07,	11.1853,	0,	1000,	1.50604e+09,	0,	0,	27.222,	83.51,	32873.7,	0,	909,	19,	1,	0,	0.99,	0,	9.79,	5917.34,	1.01012,	5916.33,	9.73,	nan,	3.79537,	3.79537,	237.03,	63.43,	119369,	62.98,	0,	
590,	20,	6,	28,	0,	0.376492,	39.0998,	0.376492,	39.0998,	0.000499998,	0,	0.634024,	0.647758,	0.755354,	0.659477,	0.16422,	0.906486,	0.719138,	73.5311,	12.3641,	3.51071,	19.7843,	2.65688,	1.85973,	17.1914,	3.65635e-06,	0.021215,	0.021215,	666,	0.00592057,	38.13,	0.00592057,	38.13,	0.00120154,	0.00217568,	10.3826,	0.00216724,	10.3423,	9.26746e-07,	3.19762,	0,	1000,	1.50604e+09,	0,	0,	20.8086,	86.62,	32082.9,	0,	859,	20,	1,	0,	0.66,	0,	9.62,	5792.62,	1.00791,	5791.61,	9.52,	nan,	3.81658,	3.81658,	237.03,	73.05,	125161,	72.5,	0,	
609,	21,	6,	31,	0,	0.396568,	42.8604,	0.396568,	42.8604,	0.000500111,	0,	0.856878,	0.263836,	0.0698404,	0.0147339,	0.842902,	0.35526,	0.613951,	83.5595,	6.22137,	2.13968,	0.442018,	5.37161,	1.03289,	16.1395,	0,	0,	0,	666,	0.402869,	32.1497,	0.402869,	32.1497,	0.000537019,	0.0180846,	9.45477,	0.0180144,	9.41808,	2.39164e-05,	1.16627,	0,	1000,	1.50604e+09,	0,	0,	5.8764,	2169.98,	33637,	0,	47,	21,	0.97,	0,	0.44,	0,	189.2,	6009.7,	1.00667,	6008.69,	2.85,	185.87,	3.81658,	3.81658,	422.9,	76.38,	131171,	75.35,	0,	
597,	22,	6,	29,	0,	0.384337,	40.6291,	0.384337,	40.6291,	0.000500001,	0,	0.328341,	0.111834,	0.682855,	0.26111,	0.661666,	0.139026,	0.672192,	59.7754,	3.78935,	3.36571,	7.83331,	4.64667,	0.708539,	16.7219,	0,	0,	0,	666,	0.408643,	12.958,	0.408643,	12.958,	0.000558023,	0.0178587,	7.84416,	0.0177894,	7.81372,	3.3531e-05,	4.89364,	0,	1000,	1.50604e+09,	0,	0,	20.1771,	67.62,	33084.8,	0,	949,	22,	0.93,	0,	0.76,	0,	5.88,	5940.86,	1.00663,	5939.85,	5.85,	nan,	3.81658,	3.81658,	422.9,	82.26,	137112,	81.2,	0,	
598,	23,	6,	29,	0,	0.386089,	38.8915,	0.386089,	38.8915,	0.000500003,	0,	0.985486,	0.30006,	0.444154,	0.0490842,	0.726992,	0.0505804,	0.154526,	89.3469,	6.80095,	2.88831,	1.47253,	4.90797,	0.575871,	11.5453,	0,	0,	0,	666,	0.374158,	3.6929,	0.374158,	3.6929,	0.000531701,	0.0731694,	4.73886,	0.0728855,	4.72047,	9.37824e-05,	3.87127,	0,	1000,	1.50604e+09,	0,	0,	21.3152,	83.86,	31150.3,	0,	958,	23,	0.55,	0,	0.53,	0,	5.68,	5583.83,	1.00904,	5582.82,	5.66,	nan,	3.81658,	3.81658,	422.9,	87.94,	142696,	86.86,	0,	
583,	24,	6,	27,	0,	0.427264,	27.7695,	0.427264,	27.7695,	0.000500127,	0,	0.948975,	0.0242645,	0.472734,	0.108794,	0.710764,	0.555556,	0.0171514,	87.7039,	2.38823,	2.94547,	3.26383,	4.84305,	1.33333,	10.1715,	1.74763e-05,	0.0931269,	0.0931269,	666,	0.297894,	7.59595,	0.297894,	7.59595,	0.000478947,	0.0779711,	6.88946,	0.0776686,	6.86272,	0.000103527,	2.01369,	0,	1000,	1.50605e+09,	0,	0,	20.5109,	92.99,	29439.1,	0,	843,	24,	0.41,	0,	0.28,	0,	9.98,	5318.77,	1.01481,	5317.75,	9.86,	nan,	3.90971,	3.90971,	422.9,	97.92,	148014,	96.72,	0,	
345,	25,	6,	12,	0,	0.363208,	62.6449,	0.363208,	62.6449,	0.000500001,	0,	0.0603282,	0.993207,	0.809816,	0.281652,	0.656201,	0.93522,	0.996289,	47.7148,	17.8913,	3.61963,	8.44955,	4.6248,	1.90283,	19.9629,	9.76481e-07,	0.00711392,	0.00711392,	666,	0.356318,	12.5986,	0.356318,	12.5986,	0.000496496,	0.0720412,	7.61489,	0.0717617,	7.58534,	9.33365e-05,	2.82939,	0,	1000,	1.50605e+09,	0,	0,	14.7603,	93.56,	40691.4,	0,	923,	25,	0.53,	0,	0.52,	0,	10.11,	7275.15,	1.00693,	7274.14,	10.04,	nan,	3.91682,	3.91682,	422.9,	108.03,	155290,	106.76,	0,	
582,	26,	6,	27,	0,	0.400947,	30.8253,	0.400947,	30.8253,	0.000499999,	0,	0.861066,	0.327807,	0.558505,	0.895026,	0.445629,	0.636502,	0.204986,	83.748,	7.24492,	3.11701,	26.8508,	3.78252,	1.45475,	12.0499,	0,	0,	0,	666,	0.40281,	31.5465,	0.40281,	31.5465,	0.00050207,	0.00851366,	8.4804,	0.00848063,	8.44749,	1.66328e-05,	0.926673,	0,	1000,	1.50605e+09,	0,	0,	4.42217,	70.23,	31440.5,	0,	945,	26,	0.77,	0,	0.33,	0,	6.28,	5635.25,	1.00721,	5634.24,	6.25,	nan,	3.91682,	3.91682,	422.9,	114.31,	160925,	113.01,	0,	
552,	27,	6,	23,	0,	0.403904,	25.0172,	0.403904,	25.0172,	0.000500001,	0,	0.997411,	0.999622,	0.276086,	0.999976,	0.301289,	0.114292,	0.034824,	89.8835,	17.9939,	2.55217,	29.9993,	3.20516,	0.671438,	10.3482,	0.000342101,	1.64443,	1.64443,	666,	0.354978,	31.5825,	0.354978,	31.5825,	0.000456356,	0.123144,	8.60342,	0.122666,	8.57004,	0.000154194,	1.02848,	0,	1000,	1.50605e+09,	0,	0,	10.1084,	88.62,	26526.7,	0,	974,	27,	0.41,	0,	0.24,	0,	6.05,	4800.82,	1.01197,	4799.81,	6.04,	nan,	5.56126,	5.56126,	422.9,	120.36,	165726,	119.05,	0,	
596,	28,	6,	29,	0,	0.380562,	42.0286,	0.380562,	42.0286,	0.000500001,	0,	0.633658,	0.693443,	0.58159,	0.0994109,	0.685217,	0.345278,	0.546407,	73.5146,	13.0951,	3.16318,	2.98233,	4.74087,	1.01792,	15.4641,	0,	0,	0,	666,	0.448537,	5.18881,	0.448537,	5.18881,	0.000576387,	0.0479913,	2.63362,	0.0478051,	2.6234,	7.47613e-05,	9.76602,	0,	1000,	1.50605e+09,	0,	0,	22.3522,	99.94,	32653.8,	0,	807,	28,	0.86,	0,	0.86,	0,	11.21,	5905.45,	1.00818,	5904.44,	11.06,	nan,	5.56126,	5.56126,	422.9,	131.57,	171631,	130.11,	0,	
577,	29,	6,	26,	0,	0.374904,	35.3865,	0.374904,	35.3865,	0.000499999,	0,	0.945221,	0.85176,	0.604812,	0.0391767,	0.704795,	0.804005,	0.0030849,	87.5349,	15.6282,	3.20962,	1.1753,	4.81918,	1.70601,	10.0308,	7.99174e-06,	0.0430912,	0.0430912,	666,	0.352465,	2.82721,	0.352465,	2.82721,	0.000500909,	0.0636088,	2.1029,	0.063362,	2.09474,	8.96845e-05,	2.80195,	0,	1000,	1.50605e+09,	0,	0,	15.4922,	100.29,	29650.2,	0,	961,	29,	0.52,	0,	0.52,	0,	11.07,	5380.9,	1.00987,	5379.89,	11.03,	nan,	5.60435,	5.60435,	422.9,	142.64,	177012,	141.14,	0,	
639,	30,	6,	60,	0.000483741,	0.00988175,	64.4296,	0.00988175,	64.4296,	6.25919e-06,	0,	6.37319e-05,	0.000848747,	0.316871,	0.997083,	0.304552,	0.757831,	0.00462493,	45.0029,	2.01358,	2.63374,	29.9125,	3.21821,	1.63675,	10.0462,	0,	0,	0,	666,	0.376722,	24.9085,	0.376722,	24.9085,	0.000468057,	0.116076,	1.23575,	0.115626,	1.23095,	0.000143241,	0.95478,	0,	1000,	1.50605e+09,	0,	0,	11.0909,	101.95,	30243.5,	0,	983,	30,	0.44,	0,	0.18,	0,	11.56,	5505.88,	1.00811,	5504.87,	11.54,	nan,	5.60435,	5.60435,	422.9,	154.2,	182518,	152.68,	0,	
606,	31,	6,	30,	0,	0.386313,	42.7685,	0.386313,	42.7685,	0.000499999,	0,	0.0978384,	0.942753,	0.184328,	0.0448608,	0.301289,	0.478968,	0.983535,	49.4027,	17.0841,	2.36866,	1.34582,	3.20516,	1.21845,	19.8354,	0,	0,	0,	666,	0.413595,	1.62917,	0.413595,	1.62917,	0.000507522,	0.0758599,	0.749285,	0.0755656,	0.746377,	9.83209e-05,	7.76876,	0,	1000,	1.50606e+09,	0,	0,	49.9657,	2555.61,	36763,	0,	953,	31,	0.58,	0,	0.58,	0,	283.58,	6588.94,	1.00708,	6587.94,	6.3,	277.24,	5.60435,	5.60435,	700.14,	160.54,	189107,	158.98,	0,	
605,	32,	6,	30,	0,	0.384273,	59.8169,	0.384273,	59.8169,	0.000500142,	0,	0.0628755,	0.982805,	0.998695,	0.0549805,	0.854557,	0.506336,	0.796694,	47.8294,	17.7249,	3.99739,	1.64941,	5.41823,	1.2595,	17.9669,	0,	0,	0,	666,	0.411054,	4.79345,	0.411054,	4.79345,	0.000503873,	0.0529844,	3.14016,	0.0527788,	3.12798,	7.17248e-05,	2.09945,	0,	1000,	1.50606e+09,	0,	0,	17.1916,	107.38,	38404.3,	0,	932,	32,	0.57,	0,	0.38,	0,	12.31,	6863.13,	1.00806,	6862.12,	12.25,	nan,	5.60435,	5.60435,	700.14,	172.85,	195970,	171.23,	0,	
580,	33,	6,	26,	0,	0.389371,	31.1705,	0.389371,	31.1705,	0.000500155,	0,	0.14863,	0.985304,	0.181816,	0.0224985,	0.0376909,	0.299266,	0.562358,	51.6884,	17.7649,	2.36363,	0.674955,	2.15076,	0.948899,	15.6236,	6.92042e-06,	0.0325554,	0.0325554,	666,	0.409843,	9.57927,	0.409843,	9.57927,	0.000504491,	0.0745284,	3.26149,	0.0742392,	3.24883,	9.81864e-05,	1.26981,	0,	1000,	1.50606e+09,	0,	0,	14.1445,	103.62,	25826.8,	0,	950,	33,	0.56,	0,	0.2,	0,	11.62,	4692.63,	1.0072,	4691.62,	11.58,	nan,	5.6369,	5.6369,	700.14,	184.47,	200662,	182.81,	0,	
569,	34,	6,	25,	0,	0.379354,	29.7368,	0.379354,	29.7368,	0.000500154,	0,	0.999816,	0.927337,	0.9912,	0.191776,	0.371102,	0.364599,	0.000637494,	89.9917,	16.8374,	3.9824,	5.75327,	3.48441,	1.0469,	10.0064,	1.38076e-05,	0.0693102,	0.0693102,	666,	0.385641,	25.7841,	0.385641,	25.7841,	0.000488522,	0.0585806,	8.52746,	0.0583532,	8.49437,	8.25488e-05,	1.00043,	0,	1000,	1.50606e+09,	0,	0,	5.56985,	106.1,	27727.9,	0,	966,	34,	0.5,	0,	0.31,	0,	11.96,	5007.77,	1.0066,	5006.76,	11.93,	nan,	5.70621,	5.70621,	700.14,	196.43,	205670,	194.74,	0,	
586,	35,	6,	27,	0,	0.375833,	38.3423,	0.375833,	38.3423,	0.000500154,	0,	0.209007,	0.906322,	0.840024,	0.17814,	0.680406,	0.737202,	0.326533,	54.4053,	16.5011,	3.68005,	5.34419,	4.72162,	1.6058,	13.2653,	0,	0,	0,	666,	0.395133,	5.114,	0.395133,	5.114,	0.000531774,	0.0236479,	5.00376,	0.0235561,	4.98434,	3.65338e-05,	8.22737,	0,	1000,	1.50606e+09,	0,	0,	28.8721,	105.65,	35000.5,	0,	877,	35,	0.76,	0,	0.76,	0,	12.15,	6274.23,	1.00851,	6273.22,	12.05,	nan,	5.70621,	5.70621,	700.14,	208.58,	211944,	206.79,	0,	
578,	36,	6,	26,	0,	0.385132,	33.9292,	0.385132,	33.9292,	0.000500001,	0,	0.748967,	0.685906,	0.666649,	0.114778,	0.441765,	0.394115,	0.312978,	78.7035,	12.9745,	3.3333,	3.44334,	3.76706,	1.09117,	13.1298,	0,	0,	0,	666,	0.384847,	3.73396,	0.384847,	3.73396,	0.000509564,	0.0149236,	3.44089,	0.0148657,	3.42754,	2.46966e-05,	8.00126,	0,	1000,	1.50606e+09,	0,	0,	29.4207,	106.57,	30516.4,	0,	955,	36,	0.71,	0,	0.71,	0,	10.8,	5490.06,	1.00826,	5489.05,	10.76,	nan,	5.70621,	5.70621,	700.14,	219.38,	217435,	217.55,	0,	
