postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
189,	277,	6,	189,	0,	0.321979,	0.321979,	58.7278,	0.000500442,	0,	0.399348,	0.0883574,	0.681623,	0.237497,	0.306931,	0.75878,	0.604239,	62.9706,	3.41372,	3.36325,	7.1249,	3.22772,	1.63817,	16.0424,	0,	0,	nan,	666,	0.287846,	0.287846,	58.383,	0.00051731,	0.146743,	0.146174,	28.3018,	9.38672e-06,	0.00860397,	0,	1000,	1.50675e+09,	nan,	0,	0.00130095,	310.31,	54688.5,	0,	925,	277,	0.96,	0,	0.09,	0,	33.49,	9861.67,	1.01726,	9860.65,	33.41,	nan,	0.742923,	0.736233,	7104.56,	4471.74,	2.74362e+06,	4454.88,	0,	
498,	278,	6,	497,	0,	0.375853,	0.375853,	42.7863,	0.000507284,	0,	0.576981,	0.0554118,	0.947839,	0.0703406,	0.466437,	0.0348472,	0.29684,	70.9641,	2.88659,	3.89568,	2.11022,	3.86575,	0.552271,	12.9684,	0,	0,	nan,	666,	0.287902,	0.287902,	59.5948,	0.000578679,	0.159398,	0.15878,	30.3229,	5.72761e-05,	0.00699543,	0,	1000,	1.50675e+09,	nan,	0,	0.000737331,	260.11,	50407.3,	0,	986,	278,	0.89,	0,	0.13,	0,	23.11,	9081.57,	1.01436,	9080.55,	23.09,	nan,	0.742923,	0.736233,	7104.56,	4494.85,	2.7527e+06,	4477.97,	0,	
346,	279,	6,	346,	0,	0.338803,	0.338803,	49.2273,	0.000500002,	0,	0.668635,	0.111715,	0.957623,	0.777676,	0.729946,	0.964181,	0.124,	75.0886,	3.78744,	3.91525,	23.3303,	4.91978,	1.94627,	11.24,	0,	0,	nan,	666,	0.287531,	0.287531,	61.4469,	0.000554624,	0.159192,	0.158574,	29.5645,	3.47023e-05,	0.011771,	0,	1000,	1.50676e+09,	nan,	0,	0.00130761,	359.21,	50891.3,	0,	999,	279,	0.92,	0,	0.13,	0,	40.74,	9260.86,	1.00913,	9259.85,	40.74,	nan,	0.742923,	0.736233,	7104.56,	4535.59,	2.76196e+06,	4518.71,	0,	
291,	280,	6,	291,	0,	0.332791,	0.332791,	54.6551,	0.000500002,	0,	0.398077,	0.120291,	0.76678,	0.324835,	0.117611,	0.712309,	0.612858,	62.9135,	3.92466,	3.53356,	9.74506,	2.47044,	1.56846,	16.1286,	0,	0,	nan,	666,	0.288923,	0.288923,	55.2874,	0.000512221,	0.147084,	0.146513,	28.1565,	1.36315e-05,	0.00787236,	0,	1000,	1.50676e+09,	nan,	0,	0.000905314,	358.22,	44160.3,	0,	963,	280,	0.92,	0,	0.11,	0,	40.24,	7967.14,	1.05506,	7966.08,	40.19,	nan,	0.742923,	0.736233,	7104.56,	4575.83,	2.76993e+06,	4558.9,	0,	
597,	281,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.629129,	0.0939942,	0.904425,	0.924994,	0.280851,	0.990572,	0.15378,	73.3108,	3.50391,	3.80885,	27.7498,	3.12341,	1.98586,	11.5378,	0,	0,	nan,	666,	0.288629,	0.288629,	60.0365,	0.000535074,	0.158668,	0.158053,	30.1719,	4.36638e-05,	0.00757437,	0,	1000,	1.50676e+09,	nan,	0,	0.00107048,	299.96,	25933.2,	0,	912,	281,	0.81,	0,	0.09,	1,	27.53,	4813.23,	1.01031,	4812.22,	27.46,	nan,	0.742923,	0.736233,	7104.56,	4603.36,	2.77474e+06,	4586.36,	0,	
593,	282,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.28542,	0.107615,	0.997366,	0.0765538,	0.0965257,	0.86613,	0.463556,	57.8439,	3.72184,	3.99473,	2.29661,	2.3861,	1.79919,	14.6356,	0,	0,	nan,	666,	0.161767,	0.161767,	47.1259,	0.000511265,	0.0853427,	0.0850115,	20.9004,	1.26449e-05,	0.0477561,	0,	1000,	1.50676e+09,	nan,	0,	0.00459502,	356.98,	29674.1,	0,	986,	282,	0.91,	0,	0.53,	1,	38.71,	5501.8,	1.01001,	5500.79,	38.69,	nan,	0.742923,	0.736233,	7104.56,	4642.07,	2.78024e+06,	4625.05,	0,	
480,	283,	6,	479,	0,	0.359262,	0.359262,	54.7367,	0.000501527,	0,	0.726718,	0.0481251,	0.614943,	0.0447287,	0.0107728,	0.0448685,	0.94486,	77.7023,	2.77,	3.22989,	1.34186,	2.04309,	0.567303,	19.4486,	0,	0,	nan,	666,	0.287059,	0.287059,	59.6123,	0.00057103,	0.158179,	0.157565,	30.108,	6.63711e-05,	0.0132209,	0,	1000,	1.50677e+09,	nan,	0,	0.00110333,	359.14,	49777.2,	0,	892,	283,	0.85,	0,	0.19,	0,	38.28,	9241.11,	1.10142,	9240.01,	38.13,	nan,	0.742923,	0.736233,	7104.56,	4680.35,	2.78949e+06,	4663.18,	0,	
596,	284,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.796233,	0.0971895,	0.751776,	0.447748,	0.960331,	0.998337,	0.0237938,	80.8305,	3.55503,	3.50355,	13.4325,	5.84132,	1.9975,	10.2379,	0,	0,	nan,	666,	0.28726,	0.28726,	59.6237,	0.000539849,	0.158177,	0.157563,	30.1079,	3.419e-05,	0.0138874,	0,	1000,	1.50676e+09,	nan,	0,	0.0015898,	303.56,	1071.79,	0,	979,	284,	0.88,	0,	0.19,	1,	27.85,	811.162,	2.01565,	809.146,	27.83,	nan,	0.742923,	0.736233,	7104.56,	4708.2,	2.7903e+06,	4691.01,	0,	
595,	285,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.523839,	0.116385,	0.480447,	0.642466,	0.705318,	0.793898,	0.923686,	68.5727,	3.86217,	2.96089,	19.274,	4.82127,	1.69085,	19.2369,	0,	0,	nan,	666,	0.0669874,	0.0669874,	58.4494,	0.00050392,	0.0726435,	0.0723616,	23.2656,	7.08786e-06,	0.0609729,	0,	1000,	1.50676e+09,	nan,	0,	0.00468737,	359.24,	20.89,	0,	974,	285,	0.79,	0,	0.6,	1,	39.73,	86.0328,	1.00927,	85.0232,	39.69,	nan,	0.742923,	0.736233,	7104.56,	4747.93,	2.79038e+06,	4730.7,	0,	
594,	286,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.478869,	0.103386,	0.983386,	0.00224076,	0.505591,	0.995366,	0.162216,	66.5491,	3.65417,	3.96677,	0.0672228,	4.02237,	1.99305,	11.6222,	0,	0,	nan,	666,	0.299044,	0.299044,	59.1025,	0.000531903,	0.152744,	0.152152,	28.7143,	1.53418e-05,	0.0118469,	0,	1000,	1.50676e+09,	nan,	0,	0.000971648,	303.26,	21.61,	0,	941,	286,	0.96,	0,	0.19,	1,	32.22,	243.057,	1.01929,	242.037,	32.14,	nan,	0.742923,	0.736233,	7104.56,	4780.15,	2.79063e+06,	4762.84,	0,	
454,	287,	6,	453,	0,	0.351645,	0.351645,	42.8364,	0.000500345,	0,	0.823478,	0.0609645,	0.678474,	0.369691,	0.310987,	0.89797,	0.129853,	82.0565,	2.97543,	3.35695,	11.0907,	3.24395,	1.84695,	11.2985,	0,	0,	nan,	666,	0.287172,	0.287172,	59.6265,	0.000548965,	0.158179,	0.157565,	30.108,	4.88588e-05,	0.0101026,	0,	1000,	1.50677e+09,	nan,	0,	0.000988134,	362.27,	45614,	0,	993,	287,	0.84,	0,	0.16,	0,	40.34,	8374.22,	1.2678,	8372.96,	40.32,	nan,	0.742923,	0.736233,	7104.56,	4820.49,	2.799e+06,	4803.16,	0,	
355,	288,	6,	355,	0,	0.339785,	0.339785,	45.8406,	0.000500015,	0,	0.477464,	0.121067,	0.991776,	0.132264,	0.306142,	0.954401,	0.0218886,	66.4859,	3.93707,	3.98355,	3.96791,	3.22457,	1.9316,	10.2189,	0,	0,	nan,	666,	0.297546,	0.297546,	58.6965,	0.000530298,	0.152002,	0.151412,	29.5444,	1.96148e-05,	0.019786,	0,	1000,	1.50677e+09,	nan,	0,	0.00238931,	319.76,	44251.8,	0,	576,	288,	0.94,	0,	0.2,	0,	32.94,	8029.88,	1.01908,	8028.86,	32.48,	nan,	0.742923,	0.736233,	7104.56,	4853.43,	2.80703e+06,	4835.64,	0,	
121,	289,	6,	122,	0,	0.307925,	0.307925,	66.382,	0.000500024,	0,	0.316371,	0.0939741,	0.798583,	0.195763,	0.460337,	0.542932,	0.735767,	59.2367,	3.50359,	3.59717,	5.87289,	3.84135,	1.3144,	17.3577,	0,	0,	nan,	666,	0.0178346,	0.0178346,	56.917,	0.000508932,	0.0288529,	0.0287409,	24.4065,	9.6408e-06,	0.121067,	0,	1000,	1.50677e+09,	nan,	0,	0.00931653,	4593.99,	57751.4,	0,	854,	289,	0.71,	0,	0.7,	0,	523.88,	10388.2,	1.01088,	10387.2,	3.83,	519.86,	0.742923,	0.736233,	7624.42,	4857.45,	2.81742e+06,	4839.47,	0,	
352,	290,	6,	352,	0,	0.339511,	0.339511,	75.6853,	0.000500044,	0,	0.493338,	0.102001,	0.789839,	0.188065,	0.902683,	0.843363,	0.473738,	67.2002,	3.63201,	3.57968,	5.64196,	5.61073,	1.76505,	14.7374,	0,	0,	nan,	666,	0.033695,	0.033695,	37.9381,	0.000523859,	0.139178,	0.138638,	20.3335,	1.01538e-05,	0.0273437,	0,	1000,	1.50678e+09,	nan,	0,	0.00456383,	363.89,	57105.1,	0,	860,	290,	0.58,	0,	0.21,	0,	39.73,	10240.3,	1.01003,	10239.3,	39.55,	nan,	0.742923,	0.736233,	7624.42,	4897.18,	2.82766e+06,	4879.02,	0,	
201,	291,	6,	201,	0,	0.323031,	0.323031,	61.0722,	0.000500896,	0,	0.324903,	0.100283,	0.797681,	0.0756063,	0.459737,	0.678645,	0.675461,	59.6206,	3.60453,	3.59536,	2.26819,	3.83895,	1.51797,	16.7546,	0,	0,	nan,	666,	0.0142945,	0.0142945,	58.0178,	0.000539307,	0.0536683,	0.05346,	26.6289,	6.5638e-06,	0.0213119,	0,	1000,	1.50678e+09,	nan,	0,	0.00258651,	368.21,	56948.5,	0,	935,	291,	0.6,	0,	0.3,	0,	41.73,	10204.3,	1.00946,	10203.3,	41.65,	nan,	0.742923,	0.736233,	7624.42,	4938.91,	2.83786e+06,	4920.67,	0,	
36,	292,	6,	37,	0,	0.278212,	0.278212,	107.708,	0.000500172,	0,	0.519442,	0.0843976,	0.696859,	0.566034,	0.995575,	0.9746,	0.00902914,	68.3749,	3.35036,	3.39372,	16.981,	5.9823,	1.9619,	10.0903,	0,	0,	nan,	666,	0.155883,	0.155883,	64.3185,	0.000501991,	0.11164,	0.111206,	28.9688,	2.04679e-06,	0.00691677,	0,	1000,	1.50678e+09,	nan,	0,	0.000803572,	312.66,	49975.6,	0,	946,	292,	0.91,	0,	0.08,	0,	28.7,	8966.34,	1.00922,	8965.33,	28.66,	nan,	0.742923,	0.736233,	7624.42,	4967.61,	2.84683e+06,	4949.33,	0,	
102,	293,	6,	103,	0,	0.3035,	0.3035,	75.8128,	0.000500136,	0,	0.333893,	0.0955889,	0.768304,	0.166838,	0.79933,	0.68861,	0.518446,	60.0252,	3.52942,	3.53661,	5.00515,	5.19732,	1.53292,	15.1845,	0,	0,	nan,	666,	0.0136477,	0.0136477,	69.9487,	0.000516188,	0.00660439,	0.00657876,	21.0012,	2.31699e-06,	0.111806,	0,	1000,	1.50678e+09,	nan,	0,	0.00744672,	361.47,	56491.7,	0,	682,	293,	0.98,	0,	0.87,	0,	37.95,	10148.2,	1.00899,	10147.2,	37.6,	nan,	0.742923,	0.736233,	7624.42,	5005.56,	2.85698e+06,	4986.93,	0,	
252,	294,	6,	252,	0,	0.328544,	0.328544,	55.3296,	0.000500584,	0,	0.33074,	0.114995,	0.887877,	0.00600188,	0.800083,	0.643904,	0.269142,	59.8833,	3.83992,	3.77575,	0.180056,	5.20033,	1.46586,	12.6914,	0,	0,	nan,	666,	0.0543036,	0.0543036,	64.8603,	0.000537006,	0.0766421,	0.0763447,	27.7664,	1.11056e-05,	0.00378124,	0,	1000,	1.50679e+09,	nan,	0,	0.000703219,	278.36,	51459,	0,	938,	294,	0.77,	0,	0.09,	0,	24.25,	9218.53,	1.00687,	9217.53,	24.21,	nan,	0.742923,	0.736233,	7624.42,	5029.81,	2.8662e+06,	5011.14,	0,	
130,	295,	6,	131,	0,	0.310401,	0.310401,	75.5672,	0.000500148,	0,	0.507152,	0.0948204,	0.857218,	0.42154,	0.905864,	0.94687,	0.124945,	67.8219,	3.51713,	3.71444,	12.6462,	5.62345,	1.9203,	11.2494,	0,	0,	nan,	666,	0.0148893,	0.0148893,	97.0138,	0.000491899,	0.124259,	0.123777,	21.6629,	7.37385e-06,	0.00097923,	0,	1000,	1.50679e+09,	nan,	0,	4.13486e-05,	272.87,	50883.8,	0,	890,	295,	0.33,	0,	0.04,	0,	24.07,	9082.66,	1.00821,	9081.65,	23.98,	nan,	0.742923,	0.736233,	7624.42,	5053.88,	2.87528e+06,	5035.12,	0,	
147,	296,	6,	147,	0,	0.314621,	0.314621,	49.8064,	0.000500031,	0,	0.328784,	0.115968,	0.9036,	0.109052,	0.000306656,	0.861289,	0.200261,	59.7953,	3.85549,	3.8072,	3.27157,	2.00123,	1.79193,	12.0026,	0,	0,	nan,	666,	0.00844658,	0.00844658,	58.4366,	0.00050774,	0.00897683,	0.008942,	18.7133,	1.14152e-05,	0.00555393,	0,	1000,	1.50679e+09,	nan,	0,	0.000167307,	367.2,	41191.2,	0,	955,	296,	0.77,	0,	0.5,	0,	39.85,	7501.02,	1.00857,	7500.01,	39.79,	nan,	0.742923,	0.736233,	7624.42,	5093.73,	2.88278e+06,	5074.91,	0,	
16,	297,	6,	17,	0,	0.26834,	0.26834,	111.182,	0.000500218,	0,	0.5077,	0.0821155,	0.699233,	0.568557,	0.899359,	0.971262,	0.0310184,	67.8465,	3.31385,	3.39847,	17.0567,	5.59744,	1.95689,	10.3102,	0,	0,	nan,	666,	0.0338491,	0.0338491,	96.3917,	0.000496296,	0.0826387,	0.082318,	12.8366,	1.9305e-06,	0.0190982,	0,	1000,	1.50679e+09,	nan,	0,	0.00325247,	375.78,	48458.5,	0,	984,	297,	0.68,	0,	0.19,	0,	43.41,	8695.55,	1.0121,	8694.54,	43.39,	nan,	0.742923,	0.736233,	7624.42,	5137.14,	2.89148e+06,	5118.3,	0,	
318,	298,	6,	318,	0,	0.335261,	0.335261,	107.417,	0.000500088,	0,	0.503063,	0.103493,	0.605828,	0.645054,	0.995939,	0.698048,	0.905216,	67.6378,	3.65588,	3.21166,	19.3516,	5.98376,	1.54707,	19.0522,	0,	0,	nan,	666,	0.0544121,	0.0544121,	66.292,	0.000524744,	0.0540294,	0.0538198,	26.3011,	1.187e-05,	0.0335965,	0,	1000,	1.5068e+09,	nan,	0,	0.00260248,	362.46,	66694.5,	0,	993,	298,	0.83,	0,	0.48,	0,	36.54,	11933.8,	1.01014,	11932.7,	36.52,	nan,	0.742923,	0.736233,	7624.42,	5173.68,	2.90341e+06,	5154.82,	0,	
20,	299,	6,	21,	0,	0.270549,	0.270549,	108.404,	0.000500565,	0,	0.501056,	0.0893177,	0.644539,	0.680401,	0.996153,	0.991509,	0.0280458,	67.5475,	3.42908,	3.28908,	20.412,	5.98461,	1.98726,	10.2805,	0,	0,	nan,	666,	0.0792917,	0.0792917,	102.284,	0.00050038,	0.0677301,	0.0674673,	13.4931,	7.72731e-06,	0.0659118,	0,	1000,	1.5068e+09,	nan,	0,	0.00567156,	2590.65,	50157.7,	0,	980,	299,	0.81,	0,	0.59,	0,	209.53,	8996.01,	1.02512,	8994.99,	2.26,	207.26,	0.742923,	0.736233,	7831.68,	5175.95,	2.9124e+06,	5157.08,	0,	
144,	300,	6,	145,	0,	0.314049,	0.314049,	51.0642,	0.000501549,	0,	0.250295,	0.109648,	0.838971,	0.00324216,	0.13234,	0.67344,	0.251457,	56.2633,	3.75437,	3.67794,	0.0972648,	2.52936,	1.51016,	12.5146,	0,	0,	nan,	666,	0.254526,	0.254526,	57.08,	0.000535772,	0.126872,	0.126379,	19.6402,	1.50616e-05,	0.00916982,	0,	1000,	1.5068e+09,	nan,	0,	0.000674706,	285.16,	45626.9,	0,	975,	300,	0.98,	0,	0.18,	0,	25.09,	8231.71,	1.03097,	8230.68,	25.06,	nan,	0.742923,	0.736233,	7831.68,	5201.04,	2.92064e+06,	5182.14,	0,	
165,	301,	6,	165,	0,	0.317177,	0.317177,	54.5051,	0.000500034,	0,	0.317419,	0.0990856,	0.774777,	0.102391,	0.459828,	0.686261,	0.299024,	59.2838,	3.58537,	3.54955,	3.07172,	3.83931,	1.52939,	12.9902,	0,	0,	nan,	666,	0.0800987,	0.0800987,	65.2103,	0.000514487,	0.0556541,	0.0554382,	10.1623,	9.42679e-06,	0.0512851,	0,	1000,	1.5068e+09,	nan,	0,	0.0043488,	371.11,	49122.3,	0,	935,	301,	0.93,	0,	0.56,	0,	41.13,	8833.47,	1.00856,	8832.46,	41.05,	nan,	0.742923,	0.736233,	7831.68,	5242.17,	2.92947e+06,	5223.19,	0,	
197,	302,	6,	197,	0,	0.322717,	0.322717,	53.0636,	0.000499999,	0,	0.376962,	0.0959071,	0.823348,	0.162626,	0.459607,	0.654062,	0.295695,	61.9633,	3.53451,	3.6467,	4.87878,	3.83843,	1.48109,	12.957,	0,	0,	nan,	666,	0.1365,	0.1365,	64.6743,	0.000502963,	0.085364,	0.0850327,	25.9373,	5.44044e-06,	0.00947508,	0,	1000,	1.5068e+09,	nan,	0,	0.000830405,	373.79,	49106.2,	0,	999,	302,	0.91,	0,	0.18,	0,	41.04,	8833.59,	1.0079,	8832.58,	41.04,	nan,	0.742923,	0.736233,	7831.68,	5283.21,	2.9383e+06,	5264.23,	0,	
216,	303,	6,	216,	0,	0.324717,	0.324717,	51.4373,	0.000500006,	0,	0.345271,	0.100563,	0.737931,	0.0118169,	0.459426,	0.850212,	0.191868,	60.5372,	3.60901,	3.47586,	0.354508,	3.83771,	1.77532,	11.9187,	0,	0,	nan,	666,	0.119001,	0.119001,	60.2784,	0.000520608,	0.0952245,	0.094855,	21.0992,	1.0631e-05,	0.0146257,	0,	1000,	1.5068e+09,	nan,	0,	0.00147867,	373.48,	47343.1,	0,	910,	303,	0.89,	0,	0.24,	0,	41.11,	8535.36,	1.00956,	8534.35,	40.99,	nan,	0.742923,	0.736233,	7831.68,	5324.32,	2.94684e+06,	5305.22,	0,	
433,	304,	6,	432,	0,	0.34741,	0.34741,	45.8524,	0.000500001,	0,	0.394325,	0.0975183,	0.860801,	0.0693552,	0.570693,	0.399394,	0.119054,	62.7446,	3.56029,	3.7216,	2.08066,	4.28277,	1.09909,	11.1905,	0,	0,	nan,	666,	0.247532,	0.247532,	55.8034,	0.000504212,	0.112829,	0.112391,	28.3676,	1.07766e-05,	0.00535246,	0,	1000,	1.50681e+09,	nan,	0,	0.000848622,	371.21,	47577.1,	0,	994,	304,	0.88,	0,	0.07,	0,	39.02,	8547.12,	1.01391,	8546.1,	39.01,	nan,	0.742923,	0.736233,	7831.68,	5363.34,	2.95539e+06,	5344.23,	0,	
180,	305,	6,	180,	0,	0.319875,	0.319875,	48.6576,	0.000500017,	0,	0.357448,	0.105647,	0.890971,	0.0629245,	0.180351,	0.787092,	0.153512,	61.0852,	3.69035,	3.78194,	1.88774,	2.7214,	1.68064,	11.5351,	0,	0,	nan,	666,	0.260788,	0.260788,	59.1501,	0.000512051,	0.120246,	0.119779,	23.4053,	6.78893e-06,	0.0232241,	0,	1000,	1.50681e+09,	nan,	0,	0.00222208,	378.16,	46294.4,	0,	798,	305,	0.99,	0,	0.31,	0,	42.85,	8467.3,	1.00967,	8466.29,	42.62,	nan,	0.742923,	0.736233,	7831.68,	5406.19,	2.96385e+06,	5386.85,	0,	
518,	306,	6,	517,	6.283e-05,	0.246903,	0.246903,	108.883,	0.00042717,	0,	0.504485,	0.0858164,	0.607642,	0.817904,	0.996347,	0.978941,	0.0310028,	67.7018,	3.37306,	3.21528,	24.5371,	5.98539,	1.96841,	10.31,	0,	0,	nan,	666,	0.0633494,	0.0633494,	110.848,	0.000502392,	0.050894,	0.0506965,	11.8492,	8.15592e-06,	0.0936319,	0,	1000,	1.50681e+09,	nan,	0,	0.00605563,	370.51,	46159.1,	0,	985,	306,	0.84,	0,	0.74,	0,	38,	8343.4,	1.00849,	8342.39,	37.98,	nan,	0.742923,	0.736233,	7831.68,	5444.19,	2.9722e+06,	5424.83,	0,	
221,	307,	6,	221,	0,	0.325251,	0.325251,	54.5837,	0.000501262,	0,	0.314972,	0.110598,	0.878962,	0.00798687,	0.565748,	0.682706,	0.333366,	59.1737,	3.76957,	3.75792,	0.239606,	4.26299,	1.52406,	13.3337,	0,	0,	nan,	666,	0.261877,	0.261877,	63.3049,	0.000533189,	0.127505,	0.127011,	17.0441,	5.84281e-06,	0.00992526,	0,	1000,	1.50681e+09,	nan,	0,	0.00105065,	274.63,	49458.1,	0,	837,	307,	0.99,	0,	0.11,	0,	24.34,	8950.86,	1.00825,	8949.85,	24.21,	nan,	0.742923,	0.736233,	7831.68,	5468.53,	2.98115e+06,	5449.04,	0,	
70,	308,	6,	71,	0,	0.294553,	0.294553,	110.603,	0.000500016,	0,	0.517225,	0.0799982,	0.696385,	0.384145,	0.994263,	0.976435,	0.0142427,	68.2751,	3.27997,	3.39277,	11.5243,	5.97705,	1.96465,	10.1424,	0,	0,	nan,	666,	0.204026,	0.204026,	88.4155,	0.000497585,	0.0818022,	0.0814848,	11.2939,	5.94574e-06,	0.00688521,	0,	1000,	1.50682e+09,	nan,	0,	0.000604482,	379.13,	47045,	0,	970,	308,	0.9,	0,	0.1,	0,	41.18,	8509.59,	1.00752,	8508.58,	41.15,	nan,	0.742923,	0.736233,	7831.68,	5509.71,	2.98966e+06,	5490.19,	0,	
592,	309,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.394753,	0.0761817,	0.867586,	0.0815993,	0.565036,	0.701858,	0.412988,	62.7639,	3.21891,	3.73517,	2.44798,	4.26014,	1.55279,	14.1299,	0,	0,	nan,	666,	0.188474,	0.188474,	64.1972,	0.000508407,	0.0925565,	0.0921973,	28.5326,	8.29847e-06,	0.0491476,	0,	1000,	1.50681e+09,	nan,	0,	0.0037223,	3865.12,	20.68,	0,	954,	309,	0.96,	0,	0.57,	1,	432.75,	157.042,	1.00882,	156.033,	3.55,	429.14,	0.742923,	0.736233,	8260.82,	5513.32,	2.98981e+06,	5493.74,	0,	
591,	310,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.357303,	0.0988108,	0.985286,	0.00270825,	0.0962762,	0.631994,	0.41228,	61.0786,	3.58097,	3.97057,	0.0812474,	2.3851,	1.44799,	14.1228,	0,	0,	nan,	666,	0.264765,	0.264765,	60.9633,	0.000541176,	0.122095,	0.121622,	28.6152,	1.67406e-05,	0.0294877,	0,	1000,	1.50681e+09,	nan,	0,	0.00318461,	381.85,	897.15,	0,	771,	310,	0.97,	0,	0.31,	1,	42.38,	708.121,	1.00839,	707.112,	42.04,	nan,	0.742923,	0.736233,	8260.82,	5555.7,	2.99052e+06,	5535.78,	0,	
590,	311,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.557431,	0.0986938,	0.925304,	0.702342,	0.90086,	0.936483,	0.135181,	70.0844,	3.5791,	3.85061,	21.0703,	5.60344,	1.90472,	11.3518,	0,	0,	nan,	666,	0.0592398,	0.0592398,	92.6187,	0.000518888,	0.0944069,	0.0940405,	22.2037,	1.45962e-05,	0.0889827,	0,	1000,	1.50681e+09,	nan,	0,	0.00687181,	378.19,	21.29,	0,	981,	311,	0.73,	0,	0.66,	1,	40.54,	178.04,	1.0081,	177.032,	40.51,	nan,	0.742923,	0.736233,	8260.82,	5596.24,	2.9907e+06,	5576.29,	0,	
589,	312,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.364625,	0.0972331,	0.902149,	0.429599,	0.986913,	0.825908,	0.578738,	61.4081,	3.55573,	3.8043,	12.888,	5.94765,	1.73886,	15.7874,	0,	0,	nan,	666,	0.189358,	0.189358,	73.8529,	0.000509906,	0.0745813,	0.0742919,	24.7612,	1.92875e-05,	0.0421849,	0,	1000,	1.50681e+09,	nan,	0,	0.00296518,	378.31,	51.53,	0,	786,	312,	0.85,	0,	0.54,	1,	41.25,	184.047,	1.00855,	183.038,	40.96,	nan,	0.742923,	0.736233,	8260.82,	5637.49,	2.99088e+06,	5617.25,	0,	
588,	313,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.505701,	0.0691182,	0.596993,	0.445394,	0.975316,	0.994186,	0.00480157,	67.7565,	3.10589,	3.19399,	13.3618,	5.90126,	1.99128,	10.048,	0,	0,	nan,	666,	0.203082,	0.203082,	61.1777,	0.00050702,	0.121685,	0.121213,	28.6166,	1.10038e-05,	0.0441927,	0,	1000,	1.50681e+09,	nan,	0,	0.00359486,	379.22,	38.75,	0,	884,	313,	0.88,	0,	0.48,	1,	41.69,	173.037,	1.00719,	172.029,	41.51,	nan,	0.742923,	0.736233,	8260.82,	5679.18,	2.99106e+06,	5658.76,	0,	
587,	314,	6,	575,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.460048,	0.0727995,	0.89811,	0.0753813,	0.566667,	0.677306,	0.0145577,	65.7022,	3.16479,	3.79622,	2.26144,	4.26667,	1.51596,	10.1456,	0,	0,	nan,	666,	0.190263,	0.190263,	62.4184,	0.000503839,	0.0850212,	0.0846913,	27.7216,	7.58657e-06,	0.0487536,	0,	1000,	1.50681e+09,	nan,	0,	0.00379452,	386.87,	22.01,	0,	948,	314,	0.95,	0,	0.58,	1,	44.32,	276.072,	1.02111,	275.051,	44.24,	nan,	0.742923,	0.736233,	8260.82,	5723.5,	2.99133e+06,	5703,	0,	
159,	315,	6,	159,	0,	0.316666,	0.316666,	69.6696,	0.000500142,	0,	0.52232,	0.0876101,	0.552032,	0.605602,	0.901065,	0.959373,	0.0169175,	68.5044,	3.40176,	3.10406,	18.1681,	5.60426,	1.93906,	10.1692,	0,	0,	nan,	666,	0.0586037,	0.0586037,	104.889,	0.000506679,	0.0406271,	0.0404694,	12.3801,	7.44996e-06,	0.138361,	0,	1000,	1.50682e+09,	nan,	0,	0.00441344,	389.31,	47417.5,	0,	816,	315,	0.92,	0,	0.91,	0,	44.73,	8511.08,	1.00911,	8510.07,	44.48,	nan,	0.742923,	0.736233,	8260.82,	5768.23,	2.99984e+06,	5747.48,	0,	
