postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
468,	0,	0,	467,	0,	0.354828,	0.354828,	47.925,	0.000500031,	0,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	67.5,	10,	3,	15,	4,	1.25,	15,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	54954.4,	nan,	nan,	nan,	nan,	nan,	nan,	0,	nan,	9803.26,	1.01428,	9802.24,	nan,	nan,	0,	0,	0,	0,	9803.26,	0,	0,	
385,	1,	0,	385,	0,	0.342421,	0.342421,	46.2099,	0.00050087,	0,	0.333333,	0.555556,	0.777778,	0.222222,	0.444444,	0.777778,	0.333333,	60,	10.8889,	3.55556,	6.66667,	3.77778,	1.66667,	13.3333,	6.91963e-05,	0.657579,	0.657579,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	53262.3,	nan,	nan,	1,	nan,	nan,	nan,	0,	nan,	9503.09,	1.00603,	9502.09,	nan,	nan,	0.657579,	0.657579,	0,	0,	19306.4,	0,	0,	
501,	2,	0,	500,	0,	0.387563,	0.387563,	47.397,	0.00050006,	0,	0.888889,	0.333333,	0.111111,	0.888889,	0.222222,	0,	0.777778,	85,	7.33333,	2.22222,	26.6667,	2.88889,	0.5,	17.7778,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	53640.4,	nan,	nan,	2,	nan,	nan,	nan,	0,	nan,	9605.05,	1.00566,	9604.05,	nan,	nan,	0.657579,	0.657579,	0,	0,	28911.4,	0,	0,	
452,	3,	0,	451,	0,	0.350977,	0.350977,	61.3655,	0.000500514,	0,	0.444444,	0.222222,	0.555556,	0.555556,	0.666667,	0.555556,	0.888889,	65,	5.55556,	3.11111,	16.6667,	4.66667,	1.33333,	18.8889,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	64625.7,	nan,	nan,	3,	nan,	nan,	nan,	0,	nan,	11514.5,	1.00536,	11513.5,	nan,	nan,	0.657579,	0.657579,	0,	0,	40425.9,	0,	0,	
558,	4,	0,	557,	0.00048116,	0.0127859,	0.0127859,	15.5989,	8.84032e-06,	0,	0.222222,	0,	0.666667,	0.666667,	0.888889,	0.333333,	1,	55,	2,	3.33333,	20,	5.55556,	1,	20,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	71201,	nan,	nan,	4,	nan,	nan,	nan,	0,	nan,	12647.3,	1.00734,	12646.3,	nan,	nan,	0.657579,	0.657579,	0,	0,	53073.3,	0,	0,	
408,	5,	0,	407,	0,	0.345187,	0.345187,	39.6913,	0.000500085,	0,	1,	0.888889,	0.222222,	0,	0.333333,	0.888889,	0.222222,	90,	16.2222,	2.44444,	0,	3.33333,	1.83333,	12.2222,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	50266.5,	nan,	nan,	5,	nan,	nan,	nan,	0,	nan,	8963.04,	1.00723,	8962.03,	nan,	nan,	0.657579,	0.657579,	0,	0,	62036.3,	0,	0,	
410,	6,	0,	409,	0,	0.345332,	0.345332,	51.9569,	0.000500016,	0,	0.666667,	0.111111,	0.333333,	0.444444,	0.111111,	0.666667,	0.666667,	75,	3.77778,	2.66667,	13.3333,	2.44444,	1.5,	16.6667,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	50213.9,	nan,	nan,	6,	nan,	nan,	nan,	0,	nan,	9021.43,	1.01695,	9020.41,	nan,	nan,	0.657579,	0.657579,	0,	0,	71057.7,	0,	0,	
481,	7,	0,	480,	0,	0.359284,	0.359284,	75.233,	0.000500541,	0,	0.111111,	0.444444,	1,	0.333333,	1,	0.444444,	0.444444,	50,	9.11111,	4,	10,	6,	1.16667,	14.4444,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	55857.3,	nan,	nan,	7,	nan,	nan,	nan,	0,	nan,	10029.3,	1.00935,	10028.3,	nan,	nan,	0.657579,	0.657579,	0,	0,	81087.1,	0,	0,	
502,	8,	0,	501,	0,	0.393991,	0.393991,	42.9335,	0.000500374,	0,	0,	0.666667,	0.888889,	0.777778,	0.555556,	0.222222,	0.555556,	45,	12.6667,	3.77778,	23.3333,	4.22222,	0.833333,	15.5556,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	53113.2,	nan,	nan,	8,	nan,	nan,	nan,	0,	nan,	9572.07,	1.00766,	9571.06,	nan,	nan,	0.657579,	0.657579,	0,	0,	90659.1,	0,	0,	
499,	9,	0,	498,	0,	0.376438,	0.376438,	27.2745,	0.000500155,	0,	0.777778,	1,	0,	1,	0,	0.111111,	0,	80,	18,	2,	30,	2,	0.666667,	10,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	37972.3,	nan,	nan,	9,	nan,	nan,	nan,	0,	nan,	6880.13,	1.00705,	6879.13,	nan,	nan,	0.657579,	0.657579,	0,	0,	97539.3,	0,	0,	
404,	10,	0,	403,	0,	0.344936,	0.344936,	53.2956,	0.000500155,	0,	0.555556,	0.777778,	0.444444,	0.111111,	0.777778,	1,	0.111111,	70,	14.4444,	2.88889,	3.33333,	5.11111,	2,	11.1111,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50604e+09,	0,	nan,	nan,	nan,	50119.6,	nan,	nan,	10,	nan,	nan,	nan,	0,	nan,	9024.27,	1.00804,	9023.26,	nan,	nan,	0.657579,	0.657579,	0,	0,	106564,	0,	0,	
362,	11,	6,	362,	0,	0.340794,	0.340794,	69.7125,	0.000500155,	0,	0.945972,	0.883986,	0.811058,	0.67186,	0.886989,	0.980587,	0.0414212,	87.5687,	16.1438,	3.62212,	20.1558,	5.54795,	1.97088,	10.4142,	1.75961e-07,	0.001627,	0.001627,	666,	0.307582,	0.307582,	48.1722,	0.000436664,	0.151674,	0.151086,	16.0395,	0.000216603,	0.0272382,	0,	1000,	1.50604e+09,	0,	0,	0.0040461,	3031.27,	49922,	0,	924,	11,	0.45,	0,	0.25,	0,	323.23,	8923.12,	1.00717,	8922.11,	3.38,	319.79,	0.659206,	0.659206,	319.79,	3.44,	115487,	3.38,	0,	
356,	12,	6,	356,	0,	0.34023,	0.34023,	41.0837,	0.000500949,	0,	0.285428,	0.485734,	0.442009,	1.40667e-10,	0.412454,	0.730856,	0.170036,	57.8443,	9.77174,	2.88402,	4.22e-09,	3.64981,	1.59628,	11.7004,	6.64408e-08,	0.000564,	0.000564,	666,	0.36744,	0.36744,	45.8502,	0.000545675,	0.0706554,	0.0703813,	16.4867,	9.56686e-05,	0.0117773,	0,	1000,	1.50604e+09,	0,	0,	0.000791295,	55.57,	47263,	0,	907,	12,	0.73,	0,	0.19,	0,	6.48,	8482.28,	1.01027,	8481.27,	6.41,	nan,	0.65977,	0.65977,	319.79,	9.92,	123969,	9.79,	0,	
478,	13,	6,	477,	0,	0.358484,	0.358484,	53.9845,	0.000500009,	0,	0.829999,	0.120725,	0.325756,	0.999402,	0.43302,	0.936236,	0.757134,	82.3499,	3.93159,	2.65151,	29.9821,	3.73208,	1.90435,	17.5713,	0,	0,	0,	666,	0.287016,	0.287016,	45.5586,	0.00037325,	0.148004,	0.147429,	15.6651,	0.000208024,	0.0087928,	0,	1000,	1.50604e+09,	0,	0,	0.000932177,	58.15,	59546.2,	0,	947,	13,	0.27,	0,	0.14,	0,	6.98,	10671.8,	1.00757,	10670.8,	6.95,	nan,	0.65977,	0.65977,	319.79,	16.9,	134641,	16.74,	0,	
476,	14,	6,	475,	0,	0.35844,	0.35844,	38.7872,	0.000500082,	0,	0.504728,	0.983251,	0.261902,	8.75182e-05,	0.110687,	0.212262,	0.459654,	67.7127,	17.732,	2.5238,	0.00262555,	2.44275,	0.818393,	14.5965,	0,	0,	0,	666,	0.362002,	0.362002,	46.2619,	0.000510736,	0.11119,	0.110759,	15.1008,	0.000147229,	0.0173287,	0,	1000,	1.50605e+09,	0,	0,	0.00213091,	58.41,	49108,	0,	997,	14,	0.55,	0,	0.17,	0,	6.65,	8821.13,	1.00829,	8820.12,	6.65,	nan,	0.65977,	0.65977,	319.79,	23.55,	143462,	23.39,	0,	
338,	15,	6,	338,	0,	0.337862,	0.337862,	45.2234,	0.000500001,	0,	0.308728,	0.296105,	0.516344,	0.421023,	0.209681,	0.895682,	0.201644,	58.8928,	6.73768,	3.03269,	12.6307,	2.83872,	1.84352,	12.0164,	2.79878e-07,	0.002368,	0.002368,	666,	0.3213,	0.3213,	48.2161,	0.000463198,	0.040995,	0.0408359,	15.8442,	5.27339e-05,	0.00803319,	0,	1000,	1.50605e+09,	0,	0,	0.000418467,	58.73,	47153.3,	0,	912,	15,	0.27,	0,	0.16,	0,	6.56,	8454.26,	1.0092,	8453.25,	6.49,	nan,	0.662138,	0.662138,	319.79,	30.11,	151916,	29.88,	0,	
475,	16,	6,	474,	0,	0.357895,	0.357895,	38.8917,	0.000500073,	0,	0.883733,	0.673141,	0.127502,	0.733157,	0.472089,	0.86408,	0.170853,	84.768,	12.7703,	2.255,	21.9947,	3.88836,	1.79612,	11.7085,	0,	0,	0,	666,	0.309166,	0.309166,	47.6675,	0.000435177,	0.0525652,	0.0523612,	15.3408,	6.70475e-05,	0.00593512,	0,	1000,	1.50605e+09,	0,	0,	0.000464631,	61.32,	49419.6,	0,	791,	16,	0.22,	0,	0.1,	0,	7.42,	8847.19,	1.00791,	8846.18,	7.28,	nan,	0.662138,	0.662138,	319.79,	37.53,	160763,	37.16,	0,	
485,	17,	6,	484,	0,	0.360694,	0.360694,	43.7116,	0.000501281,	0,	0.190499,	0.315405,	0.592459,	0.025488,	0.231805,	0.250577,	0.340936,	53.5725,	7.04648,	3.18492,	0.76464,	2.92722,	0.875865,	13.4094,	0,	0,	0,	666,	0.295991,	0.295991,	48.1187,	0.000413627,	0.081774,	0.0814566,	14.8721,	0.000106533,	0.0120862,	0,	1000,	1.50605e+09,	0,	0,	0.00075724,	60.94,	49676.1,	0,	948,	17,	0.24,	0,	0.2,	0,	7.2,	8904.15,	1.03758,	8903.11,	7.16,	nan,	0.662138,	0.662138,	319.79,	44.73,	169667,	44.32,	0,	
451,	18,	6,	450,	0,	0.350703,	0.350703,	65.2784,	0.000500231,	0,	0.714108,	0.230898,	0.385558,	0.999749,	0.66364,	0.999875,	0.887307,	77.1348,	5.69437,	2.77112,	29.9925,	4.65456,	1.99981,	18.8731,	0,	0,	0,	666,	0.329905,	0.329905,	47.4975,	0.000460483,	0.0345477,	0.0344137,	14.5551,	4.4814e-05,	0.00509313,	0,	1000,	1.50606e+09,	0,	0,	0.000157377,	62.51,	66070.1,	0,	706,	18,	0.26,	0,	0.18,	0,	7.47,	11848.8,	1.00664,	11847.8,	7.27,	nan,	0.662138,	0.662138,	319.79,	52.2,	181516,	51.59,	0,	
369,	19,	6,	369,	0,	0.341289,	0.341289,	44.2996,	0.000500155,	0,	0.303311,	0.951697,	0.730595,	0.434626,	0.691883,	0.9989,	0.139723,	58.649,	17.2271,	3.46119,	13.0388,	4.76753,	1.99835,	11.3972,	0,	0,	0,	666,	0.333124,	0.333124,	47.3545,	0.000494513,	0.00963637,	0.00959898,	14.1037,	1.13125e-05,	0.00454375,	0,	1000,	1.50605e+09,	0,	0,	4.46862e-05,	46.61,	50061.9,	0,	996,	19,	0.66,	0,	0.47,	0,	4.18,	9030.14,	1.00772,	9029.13,	4.18,	nan,	0.662138,	0.662138,	319.79,	56.38,	190546,	55.77,	0,	
453,	20,	6,	452,	0,	0.351628,	0.351628,	49.7438,	0.000500154,	0,	0.353696,	0.747686,	0.601886,	0.386816,	0.840304,	0.926919,	0.155009,	60.9163,	13.963,	3.20377,	11.6045,	5.36122,	1.89038,	11.5501,	0,	0,	0,	666,	0.329628,	0.329628,	46.8567,	0.000491967,	0.00313098,	0.00311883,	13.8267,	3.6499e-06,	0.00311622,	0,	1000,	1.50606e+09,	0,	0,	1.87215e-05,	67.21,	50776.8,	0,	745,	20,	0.71,	0,	0.4,	0,	8.29,	9143.23,	1.00745,	9142.22,	8.1,	nan,	0.662138,	0.662138,	319.79,	64.67,	199690,	63.87,	0,	
403,	21,	6,	402,	0,	0.344783,	0.344783,	58.5002,	0.000500075,	0,	0.19016,	0.2154,	0.492018,	0.110965,	0.281548,	0.575696,	0.909893,	53.5572,	5.44641,	2.98404,	3.32896,	3.12619,	1.36354,	19.0989,	0,	0,	0,	666,	0.036482,	0.036482,	59.3845,	0.000517372,	0.0151936,	0.0151346,	4.84658,	2.54492e-06,	0.291725,	0,	1000,	1.50607e+09,	0,	0,	0.000246595,	3497.81,	63732.3,	0,	977,	21,	1,	0,	1,	0,	378.2,	11413.8,	1.03423,	11412.8,	3.08,	375.1,	0.662138,	0.662138,	694.89,	67.77,	211104,	66.95,	0,	
75,	22,	6,	76,	0,	0.296558,	0.296558,	69.4462,	0.000500634,	0,	0.219645,	0.120309,	0.450751,	0.669805,	0.106443,	0.516469,	0.99928,	54.884,	3.92495,	2.9015,	20.0942,	2.42577,	1.2747,	19.9928,	3.71945e-06,	0.041304,	0.041304,	666,	0.00628776,	0.00628776,	53.4334,	0.000498595,	0.0025581,	0.00254818,	3.23474,	6.97613e-07,	0.0370859,	0,	1000,	1.50607e+09,	0,	0,	0.000198318,	67.99,	61853.6,	0,	916,	22,	1,	0,	0.99,	0,	8.13,	11096.7,	1.00792,	11095.7,	8.07,	nan,	0.703442,	0.703442,	694.89,	75.9,	222200,	75.02,	0,	
329,	23,	6,	329,	0,	0.337022,	0.337022,	62.842,	0.000499999,	0,	0.216964,	0.147803,	0.554711,	0.236073,	0.31665,	0.629571,	0.997923,	54.7634,	4.36485,	3.10942,	7.08219,	3.2666,	1.44436,	19.9792,	0,	0,	0,	666,	0.00158438,	0.00158438,	56.6152,	0.000511218,	0.00407593,	0.00406012,	3.66376,	2.81548e-06,	0.00214315,	0,	1000,	1.50607e+09,	0,	0,	3.84423e-06,	69.63,	65729.9,	0,	361,	23,	0.61,	0,	0.61,	0,	8.36,	11780.7,	1.01012,	11779.7,	7.98,	nan,	0.703442,	0.703442,	694.89,	84.26,	233981,	83,	0,	
456,	24,	6,	455,	0,	0.352075,	0.352075,	56.4117,	0.000501078,	0,	0.17445,	0.706515,	0.649993,	0.49289,	0.514728,	0.540737,	0.949855,	52.8502,	13.3042,	3.29999,	14.7867,	4.05891,	1.3111,	19.4986,	0,	0,	0,	666,	0.00205831,	0.00205831,	46.7647,	0.000499985,	0.0152515,	0.0151923,	3.32441,	4.48143e-07,	0.000733101,	0,	1000,	1.50607e+09,	0,	0,	1.53387e-05,	70.05,	67352.5,	0,	999,	24,	0.57,	0,	0.14,	0,	8.04,	12062.3,	1.00788,	12061.3,	8.04,	nan,	0.703442,	0.703442,	694.89,	92.3,	246043,	91.04,	0,	
459,	25,	6,	458,	0,	0.352636,	0.352636,	47.7304,	0.000500155,	0,	0.0688227,	0.697914,	0.0924077,	0.208183,	0.780164,	0.898711,	0.316412,	48.097,	13.1666,	2.18482,	6.24548,	5.12066,	1.84807,	13.1641,	0,	0,	0,	666,	0.00110752,	0.00110752,	41.8262,	0.000498511,	0.0180328,	0.0179628,	1.79473,	1.54634e-06,	0.00561505,	0,	1000,	1.50607e+09,	0,	0,	5.54705e-05,	71.62,	52379.5,	0,	710,	25,	0.55,	0,	0.45,	0,	8.65,	9355.51,	1.00858,	9354.5,	8.46,	nan,	0.703442,	0.703442,	694.89,	100.95,	255399,	99.5,	0,	
224,	26,	6,	224,	0,	0.325745,	0.325745,	44.5519,	0.000500174,	0,	0.699317,	0.167806,	0.790092,	0.160398,	0.0143719,	0.999973,	0.159475,	76.4692,	4.68489,	3.58018,	4.81193,	2.05749,	1.99996,	11.5948,	0,	0,	0,	666,	0.116123,	0.116123,	35.1518,	0.000514959,	0.0110789,	0.0110359,	3.94669,	3.28315e-06,	0.180435,	0,	1000,	1.50607e+09,	0,	0,	0.000116219,	53.26,	46577.6,	0,	990,	26,	1,	0,	1,	0,	4.82,	8346.46,	1.01077,	8345.45,	4.81,	nan,	0.703442,	0.703442,	694.89,	105.77,	263745,	104.31,	0,	
438,	27,	6,	437,	0,	0.348621,	0.348621,	45.0776,	0.000500154,	0,	0.261349,	0.891109,	0.777778,	0.380793,	0.670021,	0.978905,	0.013079,	56.7607,	16.2577,	3.55556,	11.4238,	4.68008,	1.96836,	10.1308,	0,	0,	0,	666,	0.00777753,	0.00777753,	52.7992,	0.000501657,	0.00306676,	0.00305486,	1.81353,	2.00319e-06,	0.28878,	0,	1000,	1.50608e+09,	0,	0,	9.36907e-06,	71.91,	47202.3,	0,	953,	27,	1,	0,	1,	0,	8,	8467.06,	1.01007,	8466.05,	7.96,	nan,	0.703442,	0.703442,	694.89,	113.77,	272212,	112.27,	0,	
344,	28,	6,	344,	0,	0.338605,	0.338605,	46.5521,	0.000500836,	0,	0.965604,	0.67751,	0.241168,	0.123839,	0.587007,	0.93664,	0.395474,	88.4522,	12.8402,	2.48234,	3.71516,	4.34803,	1.90496,	13.9547,	0,	0,	0,	666,	0.0220413,	0.0220413,	39.3397,	0.000499856,	0.0102646,	0.0102247,	1.20616,	1.75088e-07,	0.271515,	0,	1000,	1.50608e+09,	0,	0,	0.000854764,	72.28,	53997.3,	0,	939,	28,	0.99,	0,	0.99,	0,	8.45,	9720,	1.00785,	9718.99,	8.41,	nan,	0.703442,	0.703442,	694.89,	122.22,	281932,	120.68,	0,	
371,	29,	6,	371,	0,	0.341446,	0.341446,	38.6915,	0.000500155,	0,	0.589959,	0.909659,	0.805574,	0.899576,	0.377833,	0.989561,	0.0555285,	71.5482,	16.5545,	3.61115,	26.9873,	3.51133,	1.98434,	10.5553,	0,	0,	0,	666,	0.00624391,	0.00624391,	33.5929,	0.000503606,	0.00362846,	0.00361438,	2.10248,	1.60926e-06,	0.110786,	0,	1000,	1.50608e+09,	0,	0,	0.00033914,	73.43,	47837.9,	0,	960,	29,	0.98,	0,	0.98,	0,	8.23,	8654.43,	1.01093,	8653.41,	8.2,	nan,	0.703442,	0.703442,	694.89,	130.45,	290587,	128.88,	0,	
54,	30,	6,	55,	0,	0.288428,	0.288428,	64.1982,	0.000500024,	0,	0.288744,	0.0988543,	0.811058,	0.16886,	0.202743,	0.67344,	0.599177,	57.9935,	3.58167,	3.62212,	5.06579,	2.81097,	1.51016,	15.9918,	8.44833e-07,	0.00813,	0.00813,	666,	0.00691463,	0.00691463,	44.2452,	0.000494955,	0.00337798,	0.00336487,	0.922863,	6.44699e-07,	0.0925462,	0,	1000,	1.50608e+09,	0,	0,	0.000103591,	58.47,	53028,	0,	986,	30,	1,	0,	1,	0,	5.31,	9617.89,	1.00646,	9616.89,	5.31,	nan,	0.711572,	0.711572,	694.89,	135.76,	300205,	134.19,	0,	
541,	31,	6,	540,	0.000240297,	0.172733,	0.172733,	89.8683,	0.000249703,	0,	0.119444,	0.0420876,	0.319123,	0.192409,	0.119698,	0.174711,	0.440679,	50.375,	2.6734,	2.63825,	5.77226,	2.47879,	0.762066,	14.4068,	0,	0,	0,	666,	0.0753929,	0.0753929,	42.0894,	0.000499914,	0.0359801,	0.0358404,	5.15635,	4.52034e-06,	0.215556,	0,	1000,	1.50609e+09,	0,	0,	0.00212725,	3604.98,	49742.4,	0,	827,	31,	0.98,	0,	0.98,	0,	395.87,	8932.22,	1.01496,	8931.2,	2.79,	392.96,	0.711572,	0.711572,	1087.85,	138.67,	309137,	136.98,	0,	
564,	32,	6,	563,	0.000481835,	0.0121518,	0.0121518,	24.1998,	8.16511e-06,	0,	0.0969657,	0.00273827,	0.529287,	0.571846,	0.167095,	0.182895,	0.630986,	49.3635,	2.04381,	3.05857,	17.1554,	2.66838,	0.774342,	16.3099,	0,	0,	0,	666,	0.0267527,	0.0267527,	44.0727,	0.000501888,	0.0369197,	0.0367764,	7.10019,	6.97978e-06,	0.0379436,	0,	1000,	1.50609e+09,	0,	0,	0.000500259,	76.38,	54076.1,	0,	856,	32,	0.76,	0,	0.76,	0,	8.75,	9711.13,	1.03179,	9710.09,	8.64,	nan,	0.711572,	0.711572,	1087.85,	147.42,	318848,	145.62,	0,	
465,	33,	6,	464,	0,	0.354503,	0.354503,	57.6342,	0.000501422,	0,	0.651911,	0.0111588,	0.765193,	0.0132805,	0.179441,	0.248155,	0.829764,	74.336,	2.17854,	3.53039,	0.398414,	2.71777,	0.872233,	18.2976,	0,	0,	0,	666,	0.0630151,	0.0630151,	47.9881,	0.000498958,	0.0281922,	0.0280828,	9.51605,	5.88137e-06,	0.00755485,	0,	1000,	1.50609e+09,	0,	0,	0.00166744,	74.52,	56585.9,	0,	998,	33,	0.94,	0,	0.19,	0,	7.94,	10143.8,	1.01678,	10142.8,	7.94,	nan,	0.711572,	0.711572,	1087.85,	155.36,	328992,	153.56,	0,	
560,	34,	6,	559,	0.000481499,	0.0120432,	0.0120432,	69.1334,	8.50116e-06,	0,	0.0200288,	0.00121769,	0.588064,	0.203201,	0.29559,	0.438227,	0.0911114,	45.9013,	2.01948,	3.17613,	6.09604,	3.18236,	1.15734,	10.9111,	0,	0,	0,	666,	0.0146825,	0.0146825,	51.763,	0.000500315,	0.0120963,	0.0120493,	9.63471,	6.21178e-06,	0.0390945,	0,	1000,	1.50609e+09,	0,	0,	0.000933494,	76.79,	44524.1,	0,	805,	34,	0.86,	0,	0.82,	0,	8.71,	8002.86,	1.01333,	8001.85,	8.58,	nan,	0.711572,	0.711572,	1087.85,	164.07,	336995,	162.14,	0,	
561,	35,	6,	560,	0.00048159,	0.0126892,	0.0126892,	54.0192,	8.40977e-06,	0,	0.0214406,	0.00703769,	0.0624439,	0.245112,	0.554918,	0.387146,	0.193557,	45.9648,	2.1126,	2.12489,	7.35336,	4.21967,	1.08072,	11.9356,	0,	0,	0,	666,	0.0146334,	0.0146334,	40.0745,	0.000520232,	0.00917312,	0.00913752,	10.939,	1.10188e-05,	0.267881,	0,	1000,	1.5061e+09,	0,	0,	0.00153895,	77.73,	47149.5,	0,	988,	35,	0.98,	0,	0.98,	0,	8.66,	8442.2,	1.02012,	8441.18,	8.64,	nan,	0.711572,	0.711572,	1087.85,	172.73,	345437,	170.78,	0,	
207,	36,	6,	207,	0,	0.323755,	0.323755,	62.8427,	0.000500345,	0,	0.0037575,	0.48905,	0.771626,	0.0081668,	0.00101526,	0.99982,	0.990769,	45.1691,	9.8248,	3.54325,	0.245004,	2.00406,	1.99973,	19.9077,	0,	0,	0,	666,	0.163838,	0.163838,	57.9581,	0.000839947,	0.0267683,	0.0266644,	18.1424,	3.23584e-05,	0.12459,	0,	1000,	1.5061e+09,	0,	0,	0.000707923,	85.88,	60379,	0,	992,	36,	1,	0,	1,	0,	10.18,	10878.8,	1.01038,	10877.8,	10.17,	nan,	0.711572,	0.711572,	1087.85,	182.91,	356316,	180.95,	0,	
430,	37,	6,	429,	0,	0.347144,	0.347144,	105.298,	0.000500269,	0,	0.0405452,	0.99885,	0.406713,	0.131362,	0.996104,	0.475905,	0.994983,	46.8245,	17.9816,	2.81343,	3.94087,	5.98442,	1.21386,	19.9498,	0,	0,	0,	666,	0.244083,	0.244083,	32.8665,	0.000533387,	0.0707433,	0.0704688,	10.5238,	1.60527e-05,	0.00483171,	0,	1000,	1.50611e+09,	0,	0,	0.000302212,	85.56,	70553.3,	0,	989,	37,	1,	0,	0.15,	0,	9.4,	12612,	1.02561,	12611,	9.39,	nan,	0.711572,	0.711572,	1087.85,	192.31,	368928,	190.34,	0,	
549,	38,	6,	548,	0.000479334,	0.0127881,	0.0127881,	66.5076,	1.06662e-05,	0,	0.528086,	0.000555661,	0.921835,	0.679822,	0.411179,	0.183044,	0.105122,	68.7639,	2.00889,	3.84367,	20.3947,	3.64472,	0.774566,	11.0512,	0,	0,	0,	666,	0.0220776,	0.0220776,	31.2639,	0.000542212,	0.012358,	0.0123101,	12.3336,	3.7093e-06,	0.199098,	0,	1000,	1.5061e+09,	0,	0,	0.00375795,	66.15,	43983.5,	0,	987,	38,	0.99,	0,	0.99,	0,	5.89,	7912.63,	1.00794,	7911.62,	5.88,	nan,	0.711572,	0.711572,	1087.85,	198.2,	376840,	196.22,	0,	
553,	39,	6,	552,	0.000479588,	0.0132815,	0.0132815,	25.31,	1.04117e-05,	0,	0.319573,	0.0111588,	0.745534,	0.199889,	0.459882,	0.248155,	0.179501,	59.3808,	2.17854,	3.49107,	5.99668,	3.83953,	0.872233,	11.795,	0,	0,	0,	666,	0.11543,	0.11543,	33.3734,	0.000494892,	0.00807287,	0.00804154,	7.45723,	2.18942e-06,	2.33493e-05,	0,	1000,	1.5061e+09,	0,	0,	5.39737e-08,	86.64,	48241.6,	0,	991,	39,	0.99,	0,	0.01,	0,	9.6,	8671.48,	1.01447,	8670.46,	9.59,	nan,	0.711572,	0.711572,	1087.85,	207.8,	385512,	205.81,	0,	
448,	40,	6,	447,	0,	0.350357,	0.350357,	57.9352,	0.000500234,	0,	0.030328,	0.425335,	0.969895,	0.947623,	0.0489522,	0.577426,	0.995197,	46.3648,	8.80536,	3.93979,	28.4287,	2.19581,	1.36614,	19.952,	0,	0,	0,	666,	0.198992,	0.198992,	61.3578,	0.000500398,	0.0162183,	0.0161554,	4.53647,	2.65809e-06,	0.0894241,	0,	1000,	1.50611e+09,	0,	0,	0.000260403,	123.27,	56650.3,	0,	994,	40,	1,	0,	1,	0,	13.5,	10313.4,	1.0078,	10312.4,	13.49,	nan,	0.711572,	0.711572,	1087.85,	221.3,	395825,	219.3,	0,	
