descriptor param fitness0 fitness0_abs fitness0_sqr value658
"fitness0" 1 1 1 0.269208
"WB.CA" 0.665001 0.665001 0.442226 0.00192168
"WB.FA" -0.0814744 0.0814744 0.00663807 0.304492
"WB.FH" -0.56716 0.56716 0.321671 0.973414
"WB.FW" 0.410784 0.410784 0.168744 0.141247
"WB.P" 0.452217 0.452217 0.2045 0.000872152
"WB.SD" 0.421222 0.421222 0.177428 0.163678
"WB.SH" -0.193633 0.193633 0.0374937 0.74891
