descriptor param fitness0 fitness0_abs fitness0_sqr value382
"fitness0" 1 1 1 0.269501
"WB.CA" 0.672128 0.672128 0.451756 0.00265147
"WB.FA" 0.0721772 0.0721772 0.00520955 0.0945533
"WB.FH" -0.537184 0.537184 0.288566 0.973225
"WB.FW" 0.202107 0.202107 0.0408471 0.00668916
"WB.P" -0.269233 0.269233 0.0724863 0.965932
"WB.SD" 0.562075 0.562075 0.315928 0.158244
"WB.SH" -0.514939 0.514939 0.265163 0.954496
