descriptor param fitness0 fitness0_abs fitness0_sqr fitness1 fitness1_abs fitness1_sqr value58 value98 value140 value242 value259 value263 value281 value317 value326 value329 value352 value372 value395 value414 value417 value441 value497 value544 value546 value583 value596 value633 value642 value647 value651 value677 value688
"fitness0" 1 1 1 -0.419217 0.419217 0.175743 0.28969 0.293794 0.359807 0.36498 0.364094 0.362515 0.330068 0.380107 0.357436 0.311794 0.344142 0.396075 0.38589 0.378048 0.305673 0.328826 0.368039 0.35511 0.363679 0.346097 0.339302 0.277111 0.375897 0.303462 0.353611 0.284307 0.386012
"fitness1" -0.419217 0.419217 0.175743 1 1 1 38.6343 35.834 26.5397 24.8818 25.1976 26.2534 31.1008 22.321 26.5659 32.8303 30.4075 21.5007 22.2704 22.8604 34.0795 32.5761 24.7054 26.8001 25.6091 27.7496 30.9842 41.4462 23.2724 35.4189 26.8368 39.5897 21.7578
"WB.CA" 0.324548 0.324548 0.105331 -0.266724 0.266724 0.0711418 0.0310832 0.000963591 0.998376 0.786239 0.916766 0.906968 0.0007827 0.763316 0.530244 0.345957 0.000864227 0.511695 0.276562 0.917801 0.00774133 0.121244 0.836054 0.565158 0.303089 0.458822 0.0608232 0.026928 0.884151 0.148148 0.51558 0.0162734 0.717856
"WB.FA" 0.259441 0.259441 0.0673095 -0.112601 0.112601 0.0126789 0.415766 0.478994 0.0834398 0.0876316 0.124806 0.00206547 0.379441 0.00602107 0.00933358 0.68856 0.365031 0.585979 0.0743892 0.34485 0.517383 0.550786 0.3314 0.00658296 0.00281089 0.0570655 0.478752 0.286811 0.344884 0.277427 0.0300642 0.25214 0.501981
"WB.FH" 0.179338 0.179338 0.0321621 0.616806 0.616806 0.380449 0.0399816 0.00210143 0.0182088 0.0738901 0.0256885 0.056077 0.0268265 0.0797591 0.0668394 0.000194273 0.0738601 0.0199222 0.00437926 0.0328509 0.000331314 0.0857398 0.0161952 0.0624572 0.0291012 0.0558717 0.000744399 0.0765917 0.0734772 0.0600071 0.0389002 0.00176616 0.0144751
"WB.FW" 0.00308803 0.00308803 9.53593e-06 0.312917 0.312917 0.097917 0.0085278 0.0227807 0.00647931 0.807964 0.00636594 0.0106632 0.000922042 0.0664067 0.033715 0.0182706 0.190641 0.0618712 0.013804 0.170438 0.0752452 0.0275649 0.0626306 0.0845831 0.0607567 0.0507355 0.00901845 0.00457592 0.0885757 7.44769e-05 0.0894739 0.0881819 0.0840395
"WB.P" -0.027453 0.027453 0.000753668 0.763613 0.763613 0.583105 0.00012311 0.0165245 0.0444228 0.00111601 0.00263 0.0210918 0.00637071 0.000137004 0.00028093 0.00189585 0.000228029 0.00091524 0.00577282 0.0118712 0.00271063 0.0139137 0.00737046 0.000811162 0.0030931 0.006221 0.0214794 0.000696231 0.00123241 0.00331828 0.00303103 0.000391778 0.000834637
"WB.SD" 0.471158 0.471158 0.22199 -0.267719 0.267719 0.0716733 0.203835 0.0864324 0.503638 0.411794 0.649129 0.451244 0.0912703 0.963192 0.0985763 0.0285401 0.104007 0.984053 0.983903 0.470951 0.0887545 0.0840754 0.661597 0.150431 0.440446 0.303674 0.114424 0.185212 0.901023 0.092348 0.167839 0.184918 0.990048
"WB.SH" -0.232985 0.232985 0.0542822 0.40903 0.40903 0.167306 0.960549 0.123025 0.998415 0.00664022 0.905587 0.602249 0.0264073 0.0937698 0.0045884 0.151388 0.0590972 0.00597037 0.0167773 0.049582 0.0870341 0.158719 0.72507 0.0644314 0.272348 0.271718 0.212108 0.993584 0.360157 0.571511 0.00635289 0.975748 0.0307136
