descriptor param fitness0 fitness0_abs fitness0_sqr fitness1 fitness1_abs fitness1_sqr value21 value68 value89 value98 value112 value120 value152 value156 value227 value232 value255 value256 value428 value502 value532 value559 value563
"fitness0" 1 1 1 -0.467216 0.467216 0.218291 0.45421 0.443757 0.369634 0.431069 0.426995 0.430916 0.474785 0.439815 0.43299 0.425819 0.452391 0.446069 0.472531 0.423519 0.386102 0.405469 0.382059
"fitness1" -0.467216 0.467216 0.218291 1 1 1 20.6727 21.0363 35.4639 21.4795 21.6083 21.5285 20.1751 21.1553 21.3688 21.8459 20.9466 21.0288 20.5445 22.1751 25.6912 22.5829 31.2983
"WB.CA" -0.571496 0.571496 0.326608 0.208279 0.208279 0.0433802 0.993983 0.992351 0.383096 0.998572 0.659712 0.80161 0.0502751 0.99584 0.927109 0.168413 0.997622 0.965969 0.0438429 0.991266 0.993675 0.679641 0.346935
"WB.FA" 0.537454 0.537454 0.288856 -0.291219 0.291219 0.0848084 0.997704 0.997403 0.397548 0.00084717 0.0147698 0.587045 0.954687 0.646005 0.00954722 0.000763044 0.999273 0.964802 0.693692 0.651798 0.888502 0.861787 0.778161
"WB.FH" 0.0738705 0.0738705 0.00545685 0.453015 0.453015 0.205223 0.0175267 0.0173974 0.0357433 0.00204042 0.00114199 0.00162117 0.0198566 0.000232245 0.06561 0.022974 0.0107544 8.06907e-05 0.0440792 0.0511488 0.000223837 0.00012221 0.042838
"WB.FW" -0.0683178 0.0683178 0.00466732 0.385604 0.385604 0.14869 0.000899637 0.00900791 0.985468 0.00217235 0.00215914 0.00229885 0.106835 0.00621203 0.0080633 0.00334573 0.000239531 0.0085868 0.342226 0.00573281 0.00759803 0.00227673 0.00484625
"WB.P" -0.15543 0.15543 0.0241584 0.775211 0.775211 0.600952 0.00236684 7.12811e-05 0.0152411 9.53106e-05 0.000163983 0.000956391 0.00249671 0.000496216 0.00251108 5.01458e-05 0.000586338 0.000129026 0.0118807 0.00192526 0.00317659 0.00417531 0.00462628
"WB.SD" 0.209509 0.209509 0.043894 -0.381929 0.381929 0.14587 0.993006 0.9139 0.0518757 0.742729 0.562181 0.568135 0.513962 0.687293 0.998446 0.528559 0.78667 0.78498 0.830314 0.480924 0.474692 0.480392 0.0280505
"WB.SH" -0.374214 0.374214 0.140036 0.411275 0.411275 0.169147 0.00264773 0.0306465 0.0112415 0.0127271 0.020132 0.138189 0.17075 0.0304333 0.00762062 0.00113604 0.00126683 0.00806441 0.123822 0.00108881 0.0803569 0.0113045 0.000671908
