descriptor param fitness0 fitness0_abs fitness0_sqr value421
"fitness0" 1 1 1 0.249383
"WB.CA" 0.231465 0.231465 0.0535762 0.309701
"WB.FA" -0.0423004 0.0423004 0.00178932 0.961428
"WB.FH" -0.0690752 0.0690752 0.00477138 0.96855
"WB.FW" -0.444996 0.444996 0.198021 0.953523
"WB.P" 0.108186 0.108186 0.0117042 0.944707
"WB.SD" 0.270555 0.270555 0.0732002 0.155333
"WB.SH" -0.409196 0.409196 0.167441 0.630136
