postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
407,	10,	0,	408,	0,	0.466718,	0.466718,	33.1073,	0.000625001,	0,	1,	0.777778,	0.333333,	0.444444,	0.666667,	0.777778,	0.666667,	90,	14.4444,	2.66667,	13.3333,	4.66667,	1.66667,	16.6667,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	34653,	nan,	nan,	10,	nan,	nan,	nan,	0,	nan,	6258.8,	1.01764,	6257.78,	nan,	nan,	0.595238,	0.595238,	0,	0,	62740.1,	0,	0,	
560,	11,	6,	561,	0.000248719,	0.192357,	0.192357,	78.4199,	0.000241281,	0,	0.504709,	0.0116528,	0.443056,	0.73111,	0.228409,	0.111111,	0.679066,	67.7119,	2.18644,	2.88611,	21.9333,	2.91364,	0.666667,	16.7907,	0,	0,	0,	666,	0.349776,	0.349776,	36.489,	0.000506946,	0.0306005,	0.0304817,	1.06224,	1.11546e-05,	0.0420376,	0,	1000,	1.50602e+09,	0,	0,	0.000998213,	2784.07,	29826.3,	0,	926,	11,	0.94,	0,	0.82,	0,	295.06,	5379.31,	1.0156,	5378.29,	3.22,	291.77,	0.595238,	0.595238,	291.77,	3.29,	68119.4,	3.22,	0,	
604,	12,	6,	605,	0.000481203,	0.0149987,	0.0149987,	53.0013,	8.797e-06,	0,	0.106062,	0.00396011,	0.63036,	0.335759,	0.000581842,	0.379898,	0.723159,	49.7728,	2.06336,	3.26072,	10.0728,	2.00233,	1.06985,	17.2316,	0,	0,	0,	666,	0.332572,	0.332572,	41.9679,	0.000503953,	0.0323806,	0.0322549,	1.11313,	2.10231e-05,	0.0165055,	0,	1000,	1.50603e+09,	0,	0,	0.000437399,	54,	30102,	0,	944,	12,	0.75,	0,	0.53,	0,	6.47,	5420.98,	1.00727,	5419.98,	6.42,	nan,	0.595238,	0.595238,	291.77,	9.76,	73540.4,	9.64,	0,	
605,	13,	6,	606,	0.000481367,	0.0153605,	0.0153605,	33.7494,	8.63317e-06,	0,	0.044232,	0.00678423,	0.758205,	0.22051,	0.0203411,	0.197503,	0.635051,	46.9904,	2.10855,	3.51641,	6.61531,	2.08136,	0.796255,	16.3505,	0,	0,	0,	666,	0.298364,	0.298364,	49.1613,	0.000486409,	0.0262507,	0.0261488,	1.21914,	1.37944e-05,	0.0065851,	0,	1000,	1.50603e+09,	0,	0,	9.38751e-05,	43.78,	31078,	0,	996,	13,	0.4,	0,	0.36,	0,	4.03,	5586.09,	1.007,	5585.08,	4.02,	nan,	0.595238,	0.595238,	291.77,	13.79,	79126.5,	13.66,	0,	
411,	14,	6,	412,	0,	0.475449,	0.475449,	27.2558,	0.000624999,	0,	0.17207,	0.894171,	0.0137583,	0.0253411,	0.72466,	0.725802,	0.605263,	52.7431,	16.3067,	2.02752,	0.760232,	4.89864,	1.5887,	16.0526,	0,	0,	0,	666,	0.335669,	0.335669,	6.83499,	0.00051376,	0.0394345,	0.0392815,	2.48548,	3.87141e-05,	0.0330863,	0,	1000,	1.50603e+09,	0,	0,	0.00151448,	57.89,	31004.7,	0,	919,	14,	0.73,	0,	0.56,	0,	6.72,	5584.15,	1.00748,	5583.14,	6.66,	nan,	0.595238,	0.595238,	291.77,	20.51,	84710.6,	20.32,	0,	
610,	15,	6,	611,	0.000481873,	0.014304,	0.014304,	55.7036,	8.12718e-06,	0,	0.1209,	0.00797137,	0.975334,	0.658894,	0.00812995,	0.222222,	0.289242,	50.4405,	2.12754,	3.95067,	19.7668,	2.03252,	0.833333,	12.8924,	0,	0,	0,	666,	0.154031,	0.154031,	41.0289,	0.00054521,	0.0214781,	0.0213948,	1.88864,	1.22291e-05,	0.219858,	0,	1000,	1.50603e+09,	0,	0,	0.000189148,	44.46,	29746,	0,	997,	15,	1,	0,	1,	0,	4.04,	5349.01,	1.00714,	5348,	4.04,	nan,	0.595238,	0.595238,	291.77,	24.55,	90059.6,	24.36,	0,	
599,	16,	6,	600,	0.00048029,	0.0153238,	0.0153238,	59.4286,	9.70972e-06,	0,	0.186283,	0.00182976,	0.999635,	0.160414,	0.442842,	0.624137,	0.0596444,	53.3827,	2.02928,	3.99927,	4.81242,	3.77137,	1.43621,	10.5964,	0,	0,	0,	666,	0.0662844,	0.0662844,	36.2935,	0.000548173,	0.0349371,	0.0348015,	2.07611,	1.1247e-05,	0.330127,	0,	1000,	1.50603e+09,	0,	0,	0.00321845,	59.62,	31348.8,	0,	987,	16,	0.98,	0,	0.98,	0,	6.88,	5668.32,	1.00793,	5667.31,	6.87,	nan,	0.595238,	0.595238,	291.77,	31.43,	95727.9,	31.23,	0,	
598,	17,	6,	599,	0.000480121,	0.0155929,	0.0155929,	14.0399,	9.87908e-06,	0,	0.165201,	0.000962463,	0.995565,	0.014289,	0.216878,	0.888889,	0.0899252,	52.434,	2.0154,	3.99113,	0.428671,	2.86751,	1.83333,	10.8993,	0,	0,	0,	666,	0.104636,	0.104636,	19.0835,	0.000523173,	0.0202629,	0.0201842,	1.56558,	1.11179e-05,	0.138431,	0,	1000,	1.50603e+09,	0,	0,	0.000121556,	61.1,	29773,	0,	984,	17,	1,	0,	1,	0,	7.31,	5373.43,	1.00778,	5372.42,	7.29,	nan,	0.595238,	0.595238,	291.77,	38.74,	101101,	38.52,	0,	
595,	18,	6,	596,	0.000479645,	0.0149876,	0.0149876,	33.885,	1.03545e-05,	0,	0.245907,	0.0472877,	0.995804,	0.00874277,	0.162203,	0.433743,	0.084897,	56.0658,	2.7566,	3.99161,	0.262283,	2.64881,	1.15061,	10.849,	0,	0,	0,	666,	0.0358347,	0.0358347,	65.4559,	0.000510863,	0.0204098,	0.0203306,	0.55721,	1.1782e-05,	0.0329604,	0,	1000,	1.50603e+09,	0,	0,	7.2054e-05,	47.1,	27560.2,	0,	980,	18,	0.95,	0,	0.95,	0,	4.23,	4972.12,	1.00691,	4971.11,	4.22,	nan,	0.595238,	0.595238,	291.77,	42.97,	106073,	42.74,	0,	
593,	19,	6,	594,	0.000479399,	0.0153875,	0.0153875,	63.6443,	1.06013e-05,	0,	0.289484,	0.0214283,	0.993371,	0.000402114,	0.233409,	0.382134,	0.361701,	58.0268,	2.34285,	3.98674,	0.0120634,	2.93364,	1.0732,	13.617,	0,	0,	0,	666,	0.0833917,	0.0833917,	74.637,	0.000525227,	0.019075,	0.019001,	0.582224,	9.67151e-06,	0.0259436,	0,	1000,	1.50604e+09,	0,	0,	0.00330472,	48.8,	30205.5,	0,	975,	19,	1,	0,	0.17,	0,	4.3,	5471.2,	1.00777,	5470.19,	4.29,	nan,	0.595238,	0.595238,	291.77,	47.27,	111545,	47.03,	0,	
564,	20,	6,	565,	0.000265981,	0.177424,	0.177424,	58.1397,	0.000224019,	0,	0.427114,	0.00436691,	0.21973,	0.324292,	0.000510834,	0.554241,	0.227182,	64.2201,	2.06987,	2.43946,	9.72877,	2.00204,	1.33136,	12.2718,	0,	0,	0,	666,	0.190496,	0.190496,	141.562,	0.000495356,	0.016733,	0.016668,	1.43586,	1.60557e-06,	0.214266,	0,	1000,	1.50604e+09,	0,	0,	0.000261787,	61.81,	26457.9,	0,	951,	20,	1,	0,	1,	0,	6.85,	4820.77,	1.00765,	4819.77,	6.81,	nan,	0.595238,	0.595238,	291.77,	54.12,	116365,	53.84,	0,	
591,	21,	6,	592,	0.000478704,	0.0145967,	0.0145967,	27.868,	1.12962e-05,	0,	0.446291,	0.00594243,	0.969162,	0.0287339,	0.826242,	0.351885,	0.129356,	65.0831,	2.09508,	3.93832,	0.862016,	5.30497,	1.02783,	11.2936,	0,	0,	0,	666,	0.0313576,	0.0313576,	813.049,	0.000495218,	0.0175271,	0.0174591,	0.441981,	1.7623e-06,	0.275106,	0,	1000,	1.50604e+09,	0,	0,	0.00216855,	56.29,	32479.2,	0,	945,	21,	0.98,	0,	0.98,	0,	5.29,	5855.13,	1.00788,	5854.12,	5.26,	nan,	0.595238,	0.595238,	291.77,	59.41,	122221,	59.1,	0,	
379,	22,	6,	380,	0,	0.436731,	0.436731,	30.817,	0.000531918,	0,	0.555556,	0.0298414,	0.0806562,	0.68999,	0.992134,	0.150634,	0.226026,	70,	2.47746,	2.16131,	20.6997,	5.96854,	0.725951,	12.2603,	0,	0,	0,	666,	0.342366,	0.342366,	69.711,	0.000437207,	0.144116,	0.143557,	3.61366,	0.000198393,	0.0411099,	0,	1000,	1.50604e+09,	0,	0,	0.00753971,	2125.94,	31783.1,	0,	998,	22,	0.4,	0,	0.27,	0,	227.99,	5710.06,	1.00796,	5709.05,	3.5,	224.48,	0.595238,	0.595238,	516.25,	62.92,	127931,	62.6,	0,	
387,	23,	6,	388,	0,	0.443294,	0.443294,	34.7245,	0.000625891,	0,	0.723066,	0.476697,	0.0640488,	0.192934,	0.00122298,	0.711547,	0.997904,	77.538,	9.62715,	2.1281,	5.78802,	2.00489,	1.56732,	19.979,	0,	0,	0,	666,	0.287935,	0.287935,	40.9385,	0.000393787,	0.143125,	0.142569,	14.9488,	0.000194493,	0.0407253,	0,	1000,	1.50604e+09,	0,	0,	0.00618873,	51.53,	31765.6,	0,	884,	23,	0.32,	0,	0.26,	0,	4.61,	5715,	1.00716,	5713.99,	4.55,	nan,	0.595238,	0.595238,	516.25,	67.53,	133646,	67.15,	0,	
383,	24,	6,	384,	0,	0.44106,	0.44106,	34.0475,	0.000611405,	0,	0.777778,	0.734718,	0.223609,	0.0345459,	0.00145192,	0.605004,	0.986304,	80,	13.7555,	2.44722,	1.03638,	2.00581,	1.40751,	19.863,	0,	0,	0,	666,	0.397142,	0.397142,	26.8759,	0.000570684,	0.142571,	0.142018,	10.272,	0.000192551,	0.0263358,	0,	1000,	1.50604e+09,	0,	0,	0.00422381,	70.52,	25812.9,	0,	807,	24,	0.69,	0,	0.23,	0,	8.36,	4708.5,	1.00776,	4707.5,	8.23,	nan,	0.595238,	0.595238,	516.25,	75.89,	138354,	75.38,	0,	
721,	25,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.919433,	0.440268,	0.988493,	0.297753,	0.00153094,	0.0207975,	0.00386838,	86.3745,	9.04429,	3.97699,	8.9326,	2.00612,	0.531196,	10.0387,	0,	0,	0,	666,	0.291133,	0.291133,	38.1337,	0.000387904,	0.0994382,	0.0990524,	15.1568,	0.000140545,	0.0256212,	0,	1000,	1.50604e+09,	0,	0,	0.00390744,	71.34,	23067.3,	0,	923,	25,	0.25,	0,	0.19,	1,	8.52,	4180.85,	1.00731,	4179.85,	8.45,	nan,	0.595238,	0.595238,	516.25,	84.41,	142535,	83.83,	0,	
308,	26,	6,	309,	0,	0.409967,	0.409967,	26.5398,	0.000526362,	0,	0.852985,	0.465156,	0.971629,	0.718149,	0.384822,	0.105304,	0.0306522,	83.3843,	9.44249,	3.94326,	21.5445,	3.53929,	0.657956,	10.3065,	0,	0,	0,	666,	0.340262,	0.340262,	42.287,	0.000455593,	0.0726024,	0.0723207,	10.8933,	9.88965e-05,	0.0189236,	0,	1000,	1.50605e+09,	0,	0,	0.00161802,	73.27,	28086,	0,	970,	26,	0.44,	0,	0.24,	0,	9.19,	5051.89,	1.01414,	5050.88,	9.16,	nan,	0.595238,	0.595238,	516.25,	93.6,	147587,	92.99,	0,	
395,	27,	6,	396,	0,	0.448496,	0.448496,	36.7259,	0.000560499,	0,	0.446363,	0.276179,	0.997706,	0.332341,	0.893851,	0.34213,	0.647715,	65.0863,	6.41887,	3.99541,	9.97024,	5.5754,	1.0132,	16.4772,	0,	0,	0,	666,	0.331759,	0.331759,	42.7326,	0.000451482,	0.0599444,	0.0597117,	11.5256,	8.4809e-05,	0.0221265,	0,	1000,	1.50605e+09,	0,	0,	0.00186418,	53.13,	34906.7,	0,	958,	27,	0.36,	0,	0.27,	0,	4.83,	6257.44,	1.00731,	6256.44,	4.81,	nan,	0.595238,	0.595238,	516.25,	98.43,	153844,	97.8,	0,	
314,	28,	6,	315,	0,	0.412015,	0.412015,	38.6491,	0.000540014,	0,	0.859729,	0.437005,	0.980788,	0.0393148,	0.0106694,	0.21068,	0.997497,	83.6878,	8.99209,	3.96158,	1.17944,	2.04268,	0.816019,	19.975,	0,	0,	0,	666,	0.315069,	0.315069,	36.7093,	0.000437744,	0.0714693,	0.0711919,	14.0022,	0.000102299,	0.0226328,	0,	1000,	1.50605e+09,	0,	0,	0.00219255,	73.06,	29703.5,	0,	959,	28,	0.33,	0,	0.24,	0,	8.6,	5370.64,	1.0065,	5369.64,	8.57,	nan,	0.595238,	0.595238,	516.25,	107.03,	159215,	106.37,	0,	
311,	29,	6,	312,	0,	0.410588,	0.410588,	39.3696,	0.000525213,	0,	0.468181,	0.971174,	0.999552,	0.240972,	0.273793,	0.0954062,	0.998079,	66.0681,	17.5388,	3.9991,	7.22917,	3.09517,	0.643109,	19.9808,	0,	0,	0,	666,	0.432737,	0.432737,	40.6964,	0.000597518,	0.121806,	0.121333,	14.3288,	0.000167246,	0.0156887,	0,	1000,	1.50605e+09,	0,	0,	0.00227772,	74.32,	35227.6,	0,	977,	29,	0.76,	0,	0.16,	0,	8.83,	6338.62,	1.00793,	6337.61,	8.8,	nan,	0.595238,	0.595238,	516.25,	115.86,	165554,	115.17,	0,	
410,	30,	6,	411,	0,	0.474775,	0.474775,	37.8289,	0.000528909,	0,	0.900704,	0.128004,	0.900432,	0.859656,	0.996329,	0.126582,	0.902732,	85.5317,	4.04807,	3.80086,	25.7897,	5.98532,	0.689873,	19.0273,	0,	0,	0,	666,	0.354962,	0.354962,	58.5717,	0.000467268,	0.0902552,	0.089905,	5.50197,	0.000127551,	0.0165823,	0,	1000,	1.50605e+09,	0,	0,	0.00180551,	72.29,	36844.2,	0,	925,	30,	0.47,	0,	0.19,	0,	7.36,	6635.61,	1.01302,	6634.59,	7.3,	nan,	0.595238,	0.595238,	516.25,	123.22,	172189,	122.47,	0,	
335,	31,	6,	336,	0,	0.418451,	0.418451,	26.5009,	0.000544142,	0,	0.555556,	0.412556,	0.981159,	0.781015,	0.000473801,	0.239159,	0.169144,	70,	8.60089,	3.96232,	23.4305,	2.0019,	0.858739,	11.6914,	0,	0,	0,	666,	0.337617,	0.337617,	41.882,	0.000447111,	0.0722496,	0.0719693,	10.9048,	0.000106926,	0.0174911,	0,	1000,	1.50605e+09,	0,	0,	0.00139138,	71.39,	22807.5,	0,	950,	31,	0.35,	0,	0.23,	0,	7.65,	4225.26,	1.19531,	4224.06,	7.62,	nan,	0.595238,	0.595238,	516.25,	130.87,	176414,	130.09,	0,	
413,	32,	6,	414,	0,	0.478832,	0.478832,	22.5727,	0.000562842,	0,	0.852985,	0.75104,	0.0061209,	0.548746,	0.948003,	0.355854,	0.00767984,	83.3843,	14.0166,	2.01224,	16.4624,	5.79201,	1.03378,	10.0768,	0,	0,	0,	666,	0.373587,	0.373587,	35.7278,	0.000455889,	0.108854,	0.108431,	12.6821,	0.000146782,	0.0187636,	0,	1000,	1.50605e+09,	0,	0,	0.00233661,	75.51,	27645,	0,	894,	32,	0.41,	0,	0.25,	0,	8.94,	5021.51,	1.00905,	5020.5,	8.86,	nan,	0.595238,	0.595238,	516.25,	139.81,	181436,	138.95,	0,	
315,	33,	6,	316,	0,	0.412069,	0.412069,	35.1987,	0.000515387,	0,	0.0914568,	0.759281,	0.190185,	0.960481,	0.0100985,	0,	0.936503,	49.1156,	14.1485,	2.38037,	28.8144,	2.04039,	0.5,	19.365,	0,	0,	0,	666,	0.288332,	0.288332,	41.3138,	0.000383472,	0.112254,	0.111818,	14.3088,	0.000151835,	0.0319026,	0,	1000,	1.50606e+09,	0,	0,	0.00471568,	2023.87,	29783.3,	0,	991,	33,	0.28,	0,	0.23,	0,	221.74,	5380.59,	1.00757,	5379.59,	3.54,	218.19,	0.595238,	0.595238,	734.44,	143.36,	186817,	142.49,	0,	
357,	34,	6,	358,	0,	0.429046,	0.429046,	35.1298,	0.000544131,	0,	0.00800568,	0.29318,	0.00648852,	0.113401,	0.222025,	0.239097,	0.888092,	45.3603,	6.69088,	2.01298,	3.40204,	2.8881,	0.858646,	18.8809,	0,	0,	0,	666,	0.351568,	0.351568,	39.1424,	0.000512184,	0.0714505,	0.0711732,	14.3249,	9.15266e-05,	0.0240631,	0,	1000,	1.50606e+09,	0,	0,	0.00215347,	75.68,	33418.6,	0,	729,	34,	0.61,	0,	0.3,	0,	8.08,	6011.44,	1.00725,	6010.43,	7.89,	nan,	0.595238,	0.595238,	734.44,	151.44,	192828,	150.38,	0,	
227,	35,	6,	228,	0,	0.386558,	0.386558,	33.0937,	0.000517736,	0,	0.0306953,	0.472116,	0.896218,	0.0160673,	0.882996,	0.0249442,	6.19538e-05,	46.3813,	9.55386,	3.79244,	0.48202,	5.53198,	0.537416,	10.0006,	2.81473e-06,	0.018204,	0.018204,	666,	0.273926,	0.273926,	38.1216,	0.000369112,	0.0793305,	0.0790226,	14.0906,	0.000106466,	0.0147055,	0,	1000,	1.50606e+09,	0,	0,	0.00187069,	77.59,	36096.1,	0,	988,	35,	0.14,	0,	0.13,	0,	9.02,	6458.37,	1.00748,	6457.37,	9.01,	nan,	0.613442,	0.613442,	734.44,	160.46,	199286,	159.39,	0,	
388,	36,	6,	389,	0,	0.44335,	0.44335,	31.2193,	0.000531918,	0,	0.998874,	0.994546,	0.0141904,	0.885956,	0.0434701,	0.150634,	0.956495,	89.9493,	17.9127,	2.02838,	26.5787,	2.17388,	0.725951,	19.565,	0,	0,	0,	666,	0.353077,	0.353077,	41.6469,	0.000483078,	0.106158,	0.105746,	10.449,	0.000144035,	0.0199254,	0,	1000,	1.50606e+09,	0,	0,	0.00216127,	80.03,	27572.6,	0,	916,	36,	0.53,	0,	0.22,	0,	9.36,	5027.04,	1.00844,	5026.04,	9.3,	nan,	0.613442,	0.613442,	734.44,	169.82,	204313,	168.69,	0,	
255,	37,	6,	256,	0,	0.397161,	0.397161,	33.5668,	0.000525212,	0,	0.0199481,	0.372613,	0.0217146,	0.1138,	0.00101921,	0.0954062,	0.735028,	45.8977,	7.9618,	2.04343,	3.41399,	2.00408,	0.643109,	17.3503,	0,	0,	0,	666,	0.323035,	0.323035,	51.7935,	0.000463959,	0.072659,	0.0723771,	5.18818,	9.46786e-05,	0.0154804,	0,	1000,	1.50606e+09,	0,	0,	0.000833113,	80.18,	29628.6,	0,	957,	37,	0.45,	0,	0.29,	0,	9.08,	5657.89,	1.00749,	5656.88,	9.04,	nan,	0.613442,	0.613442,	734.44,	178.9,	209971,	177.73,	0,	
374,	38,	6,	375,	0,	0.435133,	0.435133,	27.1197,	0.000528913,	0,	0.0837877,	0.207576,	0.00795547,	0.998829,	0.201294,	0.126617,	0.302431,	48.7704,	5.32122,	2.01591,	29.9649,	2.80518,	0.689926,	13.0243,	0,	0,	0,	666,	0.346909,	0.346909,	47.3175,	0.000443509,	0.0651446,	0.0648918,	12.2125,	8.56681e-05,	0.0160914,	0,	1000,	1.50606e+09,	0,	0,	0.00143435,	85.77,	26525.2,	0,	974,	38,	0.33,	0,	0.22,	0,	9.92,	4786.05,	1.00837,	4785.04,	9.89,	nan,	0.613442,	0.613442,	734.44,	188.82,	214757,	187.62,	0,	
