postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
257,	135,	6,	258,	0,	0.397541,	0.397541,	38.0986,	0.00051549,	0,	0.65532,	0.29526,	0.191151,	0.87417,	0.0614494,	0.00113091,	0.952003,	74.4894,	6.72415,	2.3823,	26.2251,	2.2458,	0.501696,	19.52,	0,	0,	0,	666,	0.408827,	0.408827,	34.3833,	0.000546531,	0.109297,	0.108873,	12.8296,	0.000150176,	0.00567595,	0,	1000,	1.50619e+09,	0,	0,	0.00065281,	2671.67,	28520.8,	0,	991,	135,	0.65,	0,	0.07,	0,	230.06,	5161.08,	1.009,	5160.07,	2.19,	227.87,	0.700437,	0.700437,	3440.43,	1424.33,	707520,	1417.8,	0,	
134,	136,	6,	135,	0,	0.334314,	0.334314,	31.6681,	0.00051552,	0,	0.0916711,	0.186721,	0.799445,	0.540737,	0.028279,	0.00145398,	0.00337523,	49.1252,	4.98753,	3.59889,	16.2221,	2.11312,	0.502181,	10.0338,	0,	0,	0,	666,	0.271057,	0.271057,	33.7885,	0.000410756,	0.0452261,	0.0450506,	13.4673,	8.09937e-05,	0.00844103,	0,	1000,	1.50619e+09,	0,	0,	0.000542162,	156.16,	23068.3,	0,	887,	136,	0.18,	0,	0.14,	0,	13.63,	4205.29,	1.0123,	4204.28,	13.57,	nan,	0.700437,	0.700437,	3440.43,	1437.96,	711726,	1431.37,	0,	
688,	137,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.510617,	0.0349586,	0.913346,	0.428451,	0.318808,	0.0832123,	0.978243,	67.9778,	2.55934,	3.82669,	12.8535,	3.27523,	0.624819,	19.7824,	0,	0,	0,	666,	0.251817,	0.251817,	35.8437,	0.000386195,	0.0635792,	0.0633325,	13.9669,	0.00010817,	0.0113942,	0,	1000,	1.50619e+09,	0,	0,	0.00112116,	199.09,	24372,	0,	998,	137,	0.17,	0,	0.14,	1,	21.67,	4557.09,	1.00708,	4556.08,	21.66,	nan,	0.700437,	0.700437,	3440.43,	1459.63,	716283,	1453.03,	0,	
687,	138,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00216545,	0.0679596,	0.211099,	0.299649,	0.746461,	0.00556874,	0.0372572,	45.0974,	3.08735,	2.4222,	8.98948,	4.98584,	0.508353,	10.3726,	0,	0,	0,	666,	0.2561,	0.2561,	35.9074,	0.000391343,	0.0528144,	0.0526095,	13.9773,	0.000108006,	0.00860764,	0,	1000,	1.50619e+09,	0,	0,	0.000581879,	153.21,	28413.4,	0,	958,	138,	0.19,	0,	0.15,	1,	13.39,	5208.47,	1.01033,	5207.46,	13.36,	nan,	0.700437,	0.700437,	3440.43,	1473.02,	721491,	1466.39,	0,	
686,	139,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.14154,	0.0646702,	0.0858731,	0.449349,	0.121608,	0.0817318,	0.970839,	51.3693,	3.03472,	2.17175,	13.4805,	2.48643,	0.622598,	19.7084,	0,	0,	0,	666,	0.26287,	0.26287,	36.1471,	0.000434363,	0.0443405,	0.0441684,	13.9254,	7.90708e-05,	0.00941271,	0,	1000,	1.50619e+09,	0,	0,	0.000490999,	199.73,	28891.7,	0,	897,	139,	0.25,	0,	0.19,	1,	20.85,	5311.88,	1.04964,	5310.83,	20.76,	nan,	0.700437,	0.700437,	3440.43,	1493.87,	726803,	1487.15,	0,	
718,	140,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.434381,	0.311047,	0.320392,	0.0620517,	0.681687,	0.00261856,	0.9747,	64.5472,	6.97675,	2.64078,	1.86155,	4.72675,	0.503928,	19.747,	0,	0,	0,	666,	0.356843,	0.356843,	35.9046,	0.000531716,	0.0756907,	0.075397,	13.8772,	0.000111544,	0.00583936,	0,	1000,	1.50619e+09,	0,	0,	0.000447289,	202,	9838.81,	0,	991,	140,	0.65,	0,	0.11,	1,	22.32,	2014.52,	1.00698,	2013.52,	22.3,	nan,	0.700437,	0.700437,	3440.43,	1516.19,	728818,	1509.45,	0,	
717,	141,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00222909,	0.0403063,	0.0186145,	0.195819,	0.0984661,	0.000928161,	0.870031,	45.1003,	2.6449,	2.03723,	5.87458,	2.39386,	0.501392,	18.7003,	0,	0,	0,	666,	0.248321,	0.248321,	39.7945,	0.000380011,	0.0567969,	0.0565765,	13.68,	9.70409e-05,	0.00807365,	0,	1000,	1.50619e+09,	0,	0,	0.000631962,	205.44,	0.52,	0,	984,	141,	0.17,	0,	0.12,	1,	23.1,	2.01987,	1.00862,	1.01096,	23.08,	nan,	0.700437,	0.700437,	3440.43,	1539.29,	728820,	1532.53,	0,	
716,	142,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.355507,	0.566923,	0.998958,	0.0201458,	0.0980606,	0.0043395,	0.975258,	60.9978,	11.0708,	3.99792,	0.604374,	2.39224,	0.506509,	19.7526,	0,	0,	0,	666,	0.411382,	0.411382,	42.1629,	0.000548226,	0.114986,	0.114539,	7.49076,	0.000142351,	0.00561916,	0,	1000,	1.50619e+09,	0,	0,	0.000484406,	200.46,	0.05,	0,	834,	142,	0.66,	0,	0.09,	1,	20.75,	2.01976,	1.00908,	1.0104,	20.6,	nan,	0.700437,	0.700437,	3440.43,	1560.04,	728822,	1553.13,	0,	
715,	143,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.195207,	0.079434,	0.578802,	0.263798,	0.090651,	0.00835061,	0.975052,	53.7843,	3.27094,	3.1576,	7.91395,	2.3626,	0.512526,	19.7505,	0,	0,	0,	666,	0.273318,	0.273318,	37.4423,	0.000427191,	0.0381415,	0.0379935,	13.473,	7.16338e-05,	0.00616168,	0,	1000,	1.50619e+09,	0,	0,	0.000391737,	203.18,	0.05,	0,	888,	143,	0.22,	0,	0.14,	1,	21.57,	2.01979,	1.0094,	1.00969,	21.46,	nan,	0.700437,	0.700437,	3440.43,	1581.61,	728824,	1574.59,	0,	
714,	144,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.65612,	0.474204,	0.108977,	0.796841,	0.333,	0.011925,	0.597993,	74.5254,	9.58727,	2.21795,	23.9052,	3.332,	0.517887,	15.9799,	0,	0,	0,	666,	0.41679,	0.41679,	35.9043,	0.000546215,	0.105776,	0.105366,	13.8772,	0.000140711,	0.00512856,	0,	1000,	1.50619e+09,	0,	0,	0.00051571,	202.35,	0.07,	0,	966,	144,	0.66,	0,	0.07,	1,	21.33,	2.02596,	1.01433,	1.01131,	21.3,	nan,	0.700437,	0.700437,	3440.43,	1602.94,	728826,	1595.89,	0,	
713,	145,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.0024775,	0.0239297,	0.0267789,	0.00127974,	0.197504,	0.0367024,	0.979284,	45.1115,	2.38288,	2.05356,	0.0383921,	2.79002,	0.555054,	19.7928,	0,	0,	0,	666,	0.251882,	0.251882,	35.7369,	0.000359816,	0.0750719,	0.0747806,	13.6121,	0.000116246,	0.0111236,	0,	1000,	1.50619e+09,	0,	0,	0.00127164,	206.28,	0.06,	0,	932,	145,	0.17,	0,	0.14,	1,	22.86,	2.02022,	1.00934,	1.01062,	22.8,	nan,	0.700437,	0.700437,	3440.43,	1625.8,	728828,	1618.69,	0,	
712,	146,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.482984,	0.591698,	0.355267,	0.0220826,	0.510351,	0.0128061,	0.879978,	66.7343,	11.4672,	2.71053,	0.662479,	4.04141,	0.519209,	18.7998,	0,	0,	0,	666,	0.418582,	0.418582,	35.907,	0.000546077,	0.116316,	0.115865,	13.8772,	0.000146172,	0.00536674,	0,	1000,	1.50619e+09,	0,	0,	0.000634949,	207.49,	0.06,	0,	979,	146,	0.65,	0,	0.08,	1,	23.31,	2.01873,	1.00839,	1.00992,	23.29,	nan,	0.700437,	0.700437,	3440.43,	1649.11,	728830,	1641.98,	0,	
711,	147,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00499711,	0.0282836,	0.00451165,	0.00283536,	0.0162702,	0.0476286,	0.958576,	45.2249,	2.45254,	2.00902,	0.0850609,	2.06508,	0.571443,	19.5858,	0,	0,	0,	666,	0.263589,	0.263589,	38.4322,	0.000378477,	0.0747679,	0.0744778,	2.75058,	0.000116274,	0.0101911,	0,	1000,	1.50619e+09,	0,	0,	0.00100076,	203.18,	0.06,	0,	990,	147,	0.17,	0,	0.12,	1,	21.95,	2.02292,	1.01069,	1.01198,	21.94,	nan,	0.700437,	0.700437,	3440.43,	1671.06,	728832,	1663.92,	0,	
710,	148,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.46341,	0.563766,	0.133709,	0.00901915,	0.167886,	0.00696698,	0.971392,	65.8534,	11.0203,	2.26742,	0.270575,	2.67154,	0.51045,	19.7139,	0,	0,	0,	666,	0.414566,	0.414566,	36.0189,	0.000545963,	0.117111,	0.116656,	13.8175,	0.000150041,	0.00634053,	0,	1000,	1.50619e+09,	0,	0,	0.000649981,	203.93,	0.05,	0,	966,	148,	0.65,	0,	0.08,	1,	21.84,	2.01903,	1.00743,	1.01134,	21.81,	nan,	0.700437,	0.700437,	3440.43,	1692.9,	728834,	1685.73,	0,	
709,	149,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.566837,	0.599606,	0.997839,	0.0361703,	0.0602119,	0.000416611,	0.972727,	70.5077,	11.5937,	3.99568,	1.08511,	2.24085,	0.500625,	19.7273,	0,	0,	0,	666,	0.414132,	0.414132,	41.5745,	0.000544532,	0.115082,	0.114635,	6.28254,	0.000142937,	0.00622316,	0,	1000,	1.50619e+09,	0,	0,	0.000737315,	205.53,	0.06,	0,	952,	149,	0.65,	0,	0.08,	1,	22.14,	2.01948,	1.00875,	1.01038,	22.1,	nan,	0.700437,	0.700437,	3440.43,	1715.04,	728836,	1707.83,	0,	
708,	150,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.452756,	0.561968,	0.991023,	0.0177953,	0.133574,	0.0150153,	0.320155,	65.374,	10.9915,	3.98205,	0.533858,	2.5343,	0.522523,	13.2016,	0,	0,	0,	666,	0.418116,	0.418116,	29.7366,	0.000575528,	0.111868,	0.111434,	11.0502,	0.000118345,	0.00628116,	0,	1000,	1.50619e+09,	0,	0,	0.000593613,	208.17,	0.06,	0,	986,	150,	0.77,	0,	0.1,	1,	23.71,	2.02174,	1.00984,	1.0116,	23.7,	nan,	0.700437,	0.700437,	3440.43,	1738.75,	728838,	1731.53,	0,	
707,	151,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.413971,	0.341188,	0.66407,	0.00488335,	0.0951784,	0.00341429,	0.946688,	63.6287,	7.45901,	3.32814,	0.146501,	2.38071,	0.505121,	19.4669,	0,	0,	0,	666,	0.329464,	0.329464,	39.8558,	0.000485594,	0.0804453,	0.0801331,	12.9644,	0.000124933,	0.00486943,	0,	1000,	1.50619e+09,	0,	0,	0.0004469,	207.65,	0.08,	0,	989,	151,	0.49,	0,	0.11,	1,	23.01,	2.02348,	1.01176,	1.01148,	23,	nan,	0.700437,	0.700437,	3440.43,	1761.76,	728840,	1754.53,	0,	
706,	152,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00490924,	0.0297456,	0.00226575,	0.00503648,	0.0326051,	0.01297,	0.993484,	45.2209,	2.47593,	2.00453,	0.151094,	2.13042,	0.519455,	19.9348,	0,	0,	0,	666,	0.271351,	0.271351,	39.2927,	0.000387787,	0.0740718,	0.0737844,	0.772874,	0.000115757,	0.0104681,	0,	1000,	1.50619e+09,	0,	0,	0.00100043,	209.7,	0.06,	0,	911,	152,	0.2,	0,	0.13,	1,	24.4,	2.02012,	1.0089,	1.01071,	24.32,	nan,	0.700437,	0.700437,	3440.43,	1786.16,	728842,	1778.85,	0,	
705,	153,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00327978,	0.177733,	0.999398,	0.000136376,	0.019705,	0.0168315,	0.0418948,	45.1476,	4.84373,	3.9988,	0.00409127,	2.07882,	0.525247,	10.4189,	0,	0,	0,	666,	0.263325,	0.263325,	31.1026,	0.000378666,	0.0596541,	0.0594226,	12.3382,	0.000107129,	0.00993966,	0,	1000,	1.50619e+09,	0,	0,	0.000886274,	207.13,	0.06,	0,	972,	153,	0.17,	0,	0.15,	1,	22.96,	2.02202,	1.00986,	1.01187,	22.93,	nan,	0.700437,	0.700437,	3440.43,	1809.12,	728844,	1801.78,	0,	
704,	154,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.478364,	0.544859,	0.0149744,	0.0105222,	0.00266632,	0.00238593,	0.981532,	66.5264,	10.7177,	2.02995,	0.315667,	2.01067,	0.503579,	19.8153,	0,	0,	0,	666,	0.412381,	0.412381,	37.7397,	0.000546847,	0.116717,	0.116264,	4.21782,	0.000152525,	0.00676379,	0,	1000,	1.50619e+09,	0,	0,	0.000779117,	207.7,	0.05,	0,	951,	154,	0.65,	0,	0.1,	1,	22.28,	2.0199,	1.00821,	1.01143,	22.23,	nan,	0.700437,	0.700437,	3440.43,	1831.4,	728846,	1824.01,	0,	
703,	155,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.426927,	0.345312,	0.699602,	0.00418752,	0.0113667,	0.00176161,	0.998389,	64.2117,	7.52499,	3.3992,	0.125625,	2.04547,	0.502642,	19.9839,	0,	0,	0,	666,	0.331389,	0.331389,	34.8387,	0.000485516,	0.0834008,	0.0830772,	10.9231,	0.000128951,	0.00512727,	0,	1000,	1.50619e+09,	0,	0,	0.000273959,	206.43,	0.05,	0,	982,	155,	0.49,	0,	0.12,	1,	22.16,	2.02133,	1.01089,	1.01012,	22.14,	nan,	0.700437,	0.700437,	3440.43,	1853.56,	728848,	1846.15,	0,	
702,	156,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.472441,	0.556932,	0.00908816,	0.00876815,	0.144615,	0.0175514,	0.933447,	66.2598,	10.9109,	2.01818,	0.263045,	2.57846,	0.526327,	19.3345,	0,	0,	0,	666,	0.41157,	0.41157,	35.0261,	0.000539589,	0.117882,	0.117425,	12.6911,	0.000154072,	0.00521656,	0,	1000,	1.50619e+09,	0,	0,	0.000663861,	208.22,	0.07,	0,	950,	156,	0.63,	0,	0.08,	1,	22.93,	2.01917,	1.00764,	1.01123,	22.88,	nan,	0.700437,	0.700437,	3440.43,	1876.49,	728850,	1869.03,	0,	
701,	157,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.546027,	0.579536,	0.957859,	0.406302,	0.10621,	0.00958184,	0.998328,	69.5712,	11.2726,	3.91572,	12.1891,	2.42484,	0.514373,	19.9833,	0,	0,	0,	666,	0.417,	0.417,	36.0681,	0.00054465,	0.115819,	0.115369,	13.8511,	0.00014658,	0.00556044,	0,	1000,	1.50619e+09,	0,	0,	0.000638444,	209.78,	0.06,	0,	969,	157,	0.65,	0,	0.09,	1,	24,	2.02242,	1.01109,	1.01104,	23.97,	nan,	0.700437,	0.700437,	3440.43,	1900.49,	728852,	1893,	0,	
700,	158,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.450137,	0.532373,	0.0383811,	0.0596777,	0.839428,	0.0195811,	0.622251,	65.2562,	10.518,	2.07676,	1.79033,	5.35771,	0.529372,	16.2225,	0,	0,	0,	666,	0.415665,	0.415665,	35.7915,	0.000554956,	0.113123,	0.112684,	13.8764,	0.000147884,	0.00475724,	0,	1000,	1.50619e+09,	0,	0,	0.000413863,	209.47,	0.06,	0,	976,	158,	0.67,	0,	0.07,	1,	22.96,	2.02148,	1.00871,	1.01237,	22.94,	nan,	0.700437,	0.700437,	3440.43,	1923.45,	728854,	1915.94,	0,	
699,	159,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.381431,	0.328358,	0.40242,	0.0044063,	0.542839,	0.00165023,	0.949695,	62.1644,	7.25372,	2.80484,	0.132189,	4.17136,	0.502475,	19.4969,	0,	0,	0,	666,	0.334543,	0.334543,	35.9061,	0.000499006,	0.0778125,	0.0775106,	13.8772,	0.000119987,	0.00537977,	0,	1000,	1.50619e+09,	0,	0,	0.000443451,	210.49,	0.05,	0,	913,	159,	0.53,	0,	0.13,	1,	23.18,	2.07459,	1.03433,	1.04002,	23.1,	nan,	0.700437,	0.700437,	3440.43,	1946.63,	728856,	1939.04,	0,	
698,	160,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.0959974,	0.185142,	0.539464,	0.972296,	0.0122383,	8.77874e-05,	0.0503014,	49.3199,	4.96228,	3.07893,	29.1689,	2.04895,	0.500132,	10.503,	0,	0,	0,	666,	0.27333,	0.27333,	31.6507,	0.000427238,	0.0347944,	0.0346593,	1.43681,	6.49781e-05,	0.00629688,	0,	1000,	1.50619e+09,	0,	0,	0.000357647,	210.54,	0.05,	0,	35,	160,	0.17,	0,	0.13,	1,	23.3,	2.01988,	1.00873,	1.01088,	22.43,	nan,	0.700437,	0.700437,	3440.43,	1969.93,	728858,	1961.47,	0,	
697,	161,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.000274511,	0.201828,	0.414595,	0.951379,	0.264904,	0.00562538,	0.982735,	45.0124,	5.22925,	2.82919,	28.5414,	3.05962,	0.508438,	19.8273,	0,	0,	0,	666,	0.265848,	0.265848,	36.0077,	0.000423556,	0.0392549,	0.0391026,	13.8771,	6.91587e-05,	0.00632825,	0,	1000,	1.50619e+09,	0,	0,	0.000439815,	209.77,	0.05,	0,	904,	161,	0.18,	0,	0.12,	1,	22.12,	2.02123,	1.00962,	1.01135,	22.04,	nan,	0.700437,	0.700437,	3440.43,	1992.05,	728860,	1983.51,	0,	
696,	162,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.951997,	0.000637517,	0.957712,	0.987003,	0.265873,	0.0181828,	0.620682,	87.8398,	2.0102,	3.91542,	29.6101,	3.06349,	0.527274,	16.2068,	0,	0,	0,	666,	0.28298,	0.28298,	38.3252,	0.000362,	0.106885,	0.10647,	12.9645,	0.00015277,	0.0122681,	0,	1000,	1.50619e+09,	0,	0,	0.00157698,	209.12,	0.05,	0,	951,	162,	0.21,	0,	0.13,	1,	22.31,	2.04361,	1.03174,	1.01157,	22.26,	nan,	0.700437,	0.700437,	3440.43,	2014.36,	728862,	2005.77,	0,	
695,	163,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.481723,	0.546922,	0.00586526,	0.00177836,	0.0268986,	0.00235242,	0.843298,	66.6776,	10.7508,	2.01173,	0.0533508,	2.10759,	0.503529,	18.433,	0,	0,	0,	666,	0.412371,	0.412371,	34.3876,	0.000546798,	0.116946,	0.116492,	3.25367,	0.000152377,	0.00416506,	0,	1000,	1.50619e+09,	0,	0,	0.000329519,	209.38,	0.04,	0,	945,	163,	0.65,	0,	0.09,	1,	22.67,	2.01965,	1.00938,	1.01005,	22.62,	nan,	0.700437,	0.700437,	3440.43,	2037.03,	728864,	2028.39,	0,	
694,	164,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.637267,	0.484556,	0.0253889,	0.775996,	0.130662,	0.00274403,	0.947571,	73.677,	9.7529,	2.05078,	23.2799,	2.52265,	0.504116,	19.4757,	0,	0,	0,	666,	0.413239,	0.413239,	35.6156,	0.00054436,	0.108344,	0.107924,	13.841,	0.000141728,	0.00433944,	0,	1000,	1.50619e+09,	0,	0,	0.000340761,	209.87,	0.05,	0,	962,	164,	0.65,	0,	0.09,	1,	22.64,	2.02228,	1.01014,	1.01172,	22.59,	nan,	0.700437,	0.700437,	3440.43,	2059.67,	728866,	2050.98,	0,	
693,	165,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.881261,	0.00294748,	0.883135,	0.94881,	0.067878,	0.017262,	0.111277,	84.6567,	2.04716,	3.76627,	28.4643,	2.27151,	0.525893,	11.1128,	0,	0,	0,	666,	0.270037,	0.270037,	24.2329,	0.000358727,	0.0955329,	0.0951622,	9.28281,	0.000144243,	0.0103599,	0,	1000,	1.50619e+09,	0,	0,	0.000934349,	212.03,	0.07,	0,	992,	165,	0.19,	0,	0.13,	1,	23.53,	2.02514,	1.01137,	1.01354,	23.52,	nan,	0.700437,	0.700437,	3440.43,	2083.2,	728868,	2074.5,	0,	
692,	166,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00602595,	0.19535,	0.447623,	0.900469,	0.112282,	0.0149315,	0.988394,	45.2712,	5.12561,	2.89525,	27.0141,	2.44913,	0.522397,	19.8839,	0,	0,	0,	666,	0.273663,	0.273663,	39.2334,	0.000447891,	0.032472,	0.032346,	13.0826,	5.78164e-05,	0.00666306,	0,	1000,	1.50619e+09,	0,	0,	0.000314268,	212.36,	0.05,	0,	21,	166,	0.24,	0,	0.19,	1,	23.72,	2.01969,	1.00814,	1.01131,	22.89,	nan,	0.700437,	0.700437,	3440.43,	2106.92,	728870,	2097.39,	0,	
691,	167,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00654255,	0.0357855,	0.118372,	0.095392,	0.0992349,	0.0182758,	0.925174,	45.2944,	2.57257,	2.23674,	2.86176,	2.39694,	0.527414,	19.2517,	0,	0,	0,	666,	0.24333,	0.24333,	37.9059,	0.00036288,	0.0573836,	0.057161,	12.6318,	9.51646e-05,	0.00614629,	0,	1000,	1.50619e+09,	0,	0,	0.000618463,	213.4,	0.06,	0,	728,	167,	0.12,	0,	0.1,	1,	23.67,	2.01955,	1.00792,	1.01129,	23.42,	nan,	0.700437,	0.700437,	3440.43,	2130.59,	728872,	2120.81,	0,	
690,	168,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.890487,	0.000149392,	0.90234,	0.935069,	0.246291,	0.0175351,	0.149023,	85.0719,	2.00239,	3.80468,	28.0521,	2.98517,	0.526303,	11.4902,	0,	0,	0,	666,	0.26739,	0.26739,	36.1697,	0.000354511,	0.0974809,	0.0971026,	13.8534,	0.000146129,	0.0117967,	0,	1000,	1.50619e+09,	0,	0,	0.00134879,	210,	0.06,	0,	874,	168,	0.19,	0,	0.13,	1,	22.77,	2.02257,	1.00935,	1.01298,	22.65,	nan,	0.700437,	0.700437,	3440.43,	2153.36,	728874,	2143.46,	0,	
689,	169,	6,	637,	10000,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00331059,	0.200514,	0.408278,	0.912738,	0.114149,	0.00315327,	0.866787,	45.149,	5.20822,	2.81656,	27.3821,	2.4566,	0.50473,	18.6679,	0,	0,	0,	666,	0.277436,	0.277436,	38.4998,	0.000436205,	0.0362444,	0.0361038,	13.468,	6.3475e-05,	0.00520358,	0,	1000,	1.50619e+09,	0,	0,	0.000225662,	213.4,	0.07,	0,	988,	169,	0.21,	0,	0.12,	1,	23.8,	2.03436,	1.01003,	1.02405,	23.79,	nan,	0.700437,	0.700437,	3440.43,	2177.16,	728876,	2167.25,	0,	
401,	170,	6,	402,	0,	0.459024,	0.459024,	22.6833,	0.000515836,	0,	0.561975,	0.87485,	0.00863686,	0.998926,	0.251384,	0.00489208,	0.508921,	70.2889,	15.9976,	2.01727,	29.9678,	3.00554,	0.507338,	15.0892,	0,	0,	nan,	666,	0.389351,	0.389351,	33.8514,	0.000483641,	0.123754,	0.123274,	14.2577,	0.000165828,	0.00686776,	0,	1000,	1.50625e+09,	nan,	0,	0.000675504,	72.69,	27104.8,	0,	854,	170,	0.47,	0,	0.1,	0,	4.72,	4873.23,	1.00691,	4872.22,	0.5,	4.15,	0.700437,	0.700437,	3444.58,	2177.73,	733750,	2167.75,	0,	
158,	171,	6,	159,	0,	0.348264,	0.348264,	45.5817,	0.000510614,	0,	0.89763,	0.000167533,	0.951462,	0.996942,	0.00202093,	0.00225585,	0.970777,	85.3934,	2.00268,	3.90292,	29.9083,	2.00808,	0.503384,	19.7078,	0,	0,	nan,	666,	0.225111,	0.225111,	33.8146,	0.00029314,	0.0978785,	0.0974987,	14.2577,	0.000143868,	0.0121096,	0,	1000,	1.50625e+09,	nan,	0,	0.00214358,	14.24,	28573.5,	0,	989,	171,	0.08,	0,	0.08,	0,	0.74,	5162.25,	1.00583,	5161.24,	0.73,	nan,	0.700437,	0.700437,	3444.58,	2178.47,	738912,	2168.48,	0,	
320,	172,	6,	321,	0,	0.413724,	0.413724,	37.2676,	0.000516378,	0,	0.980538,	0.559398,	0.996021,	0.998025,	0.0120615,	0.0107619,	0.926523,	89.1242,	10.9504,	3.99204,	29.9408,	2.04825,	0.516143,	19.2652,	0,	0,	nan,	666,	0.39207,	0.39207,	33.8276,	0.00048437,	0.120944,	0.120475,	14.2577,	0.000165035,	0.00587705,	0,	1000,	1.50625e+09,	nan,	0,	0.000587294,	14.31,	28656.9,	0,	943,	172,	0.48,	0,	0.08,	0,	0.81,	5183.19,	1.03689,	5182.16,	0.79,	nan,	0.700437,	0.700437,	3444.58,	2179.28,	744095,	2169.27,	0,	
491,	173,	6,	492,	6.5478e-05,	0.316814,	0.316814,	35.688,	0.000424522,	0,	0.875043,	2.25123e-05,	0.998791,	0.980254,	0.119782,	0.00307992,	0.10667,	84.3769,	2.00036,	3.99758,	29.4076,	2.47913,	0.50462,	11.0667,	0,	0,	nan,	666,	0.244708,	0.244708,	33.7849,	0.000336506,	0.0955898,	0.0952189,	14.2577,	0.000144641,	0.0101996,	0,	1000,	1.50625e+09,	nan,	0,	0.0013061,	14.15,	27540.6,	0,	995,	173,	0.15,	0,	0.09,	0,	0.75,	4948.18,	1.00628,	4947.17,	0.75,	nan,	0.700437,	0.700437,	3444.58,	2180.03,	749043,	2170.02,	0,	
570,	174,	6,	571,	0.000289207,	0.154363,	0.154363,	107.515,	0.000200793,	0,	0.020735,	0.187345,	0.983543,	0.520103,	0.0187957,	0.00748461,	0.997381,	45.9331,	4.99752,	3.96709,	15.6031,	2.07518,	0.511227,	19.9738,	0,	0,	nan,	666,	0.248765,	0.248765,	36.8073,	0.000368009,	0.0439932,	0.0438225,	6.96179,	8.15565e-05,	0.005441,	0,	1000,	1.50626e+09,	nan,	0,	0.000531299,	214.18,	33031.2,	0,	971,	174,	0.07,	0,	0.06,	0,	22.73,	5932.36,	1.15163,	5931.21,	22.7,	nan,	0.700437,	0.700437,	3444.58,	2202.76,	754976,	2192.72,	0,	
