postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	fitness1,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_fit1,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_fit1,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
79,	98,	6,	2,	0,	0.377382,	27.1312,	0.377382,	27.1312,	0.000500157,	0,	0.99869,	0.961909,	0.00086796,	0.825728,	0.00108053,	0.000426529,	0.000237282,	89.941,	17.3905,	2.00174,	24.7719,	2.00432,	0.50064,	10.0024,	1.53687e-09,	8.9187e-06,	8.9187e-06,	666,	0.355058,	23.3968,	0.355058,	23.3968,	0.000500711,	0.00876957,	1.70859,	0.00873554,	1.70196,	2.06866e-06,	0.715942,	0,	1000,	1.50618e+09,	0,	0,	0.504945,	197.91,	31725.7,	0,	963,	98,	1,	0,	0.99,	0,	20.84,	5782.34,	1.01015,	5781.32,	20.81,	nan,	10.5429,	10.5429,	2716.33,	1113.55,	678816,	1110.11,	0,	
70,	99,	6,	2,	0,	0.344808,	32.1163,	0.344808,	32.1163,	0.000500152,	0,	0.995784,	0.982199,	0.00337637,	0.999441,	0.00281869,	0.99537,	0.000809408,	89.8103,	17.7152,	2.00675,	29.9832,	2.01127,	1.99305,	10.0081,	1.84146e-08,	0.000109233,	0.000109233,	666,	0.336999,	30.5326,	0.336999,	30.5326,	0.000500159,	0.0145418,	0.946151,	0.0144854,	0.942479,	4.50021e-07,	0.0479622,	0,	1000,	1.50618e+09,	0,	0,	0.00546811,	155.79,	32496.7,	0,	986,	99,	1,	0,	0.7,	0,	13.44,	5918.41,	1.02642,	5917.38,	13.43,	nan,	10.543,	10.543,	2716.33,	1126.99,	684734,	1123.54,	0,	
121,	100,	6,	3,	0,	0.326506,	40.178,	0.326506,	40.178,	0.000500003,	0,	0.978594,	0.0896905,	0.00156873,	0.109378,	0.0336745,	0.998441,	0.0363237,	89.0367,	3.43505,	2.00314,	3.28133,	2.1347,	1.99766,	10.3632,	1.06326e-08,	7.00074e-05,	7.00074e-05,	666,	0.281502,	45.8179,	0.281502,	45.8179,	0.00049592,	0.0124868,	1.0626,	0.0124384,	1.05847,	2.07827e-06,	0.100375,	0,	1000,	1.50618e+09,	0,	0,	0.00947364,	160.6,	36466,	0,	916,	100,	1,	0,	0.91,	0,	13.93,	6570.31,	1.00966,	6569.3,	13.87,	nan,	10.5431,	10.5431,	2716.33,	1140.92,	691304,	1137.41,	0,	
56,	101,	6,	2,	0,	0.331914,	35.8235,	0.331914,	35.8235,	0.000500001,	0,	0.999603,	0.978302,	0.995954,	0.873389,	0.0038265,	0.907401,	0.000399315,	89.9821,	17.6528,	3.99191,	26.2017,	2.01531,	1.8611,	10.004,	3.53878e-07,	0.00241401,	0.00241401,	666,	0.324652,	34.103,	0.324652,	34.103,	0.000500392,	0.0130802,	1.62926,	0.0130294,	1.62294,	4.82309e-06,	0.063191,	0,	1000,	1.50618e+09,	0,	0,	0.00544253,	192.35,	37576.3,	0,	984,	101,	0.98,	0,	0.8,	0,	13.01,	6808.57,	1.00736,	6807.56,	13,	nan,	10.5455,	10.5455,	2716.33,	1153.93,	698113,	1150.41,	0,	
653,	102,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.985829,	0.893322,	0.00787973,	0.281162,	0.302038,	0.00405733,	0.00162006,	89.3623,	16.2932,	2.01576,	8.43487,	3.20815,	0.506086,	10.0162,	0,	0,	0,	666,	0.373559,	26.0619,	0.373559,	26.0619,	0.000502811,	0.00440892,	1.45533,	0.00439181,	1.44969,	3.17748e-06,	0.342944,	0,	1000,	1.50619e+09,	0,	0,	0.258997,	212.67,	40555.6,	0,	913,	102,	1,	0,	0.79,	1,	22.53,	7330.39,	1.00793,	7329.38,	22.44,	nan,	10.5455,	10.5455,	2716.33,	1176.46,	705443,	1172.85,	0,	
652,	103,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.989241,	0.912799,	0.985632,	0.888967,	0.00466808,	0.185096,	0.00130905,	89.5158,	16.6048,	3.97126,	26.669,	2.01867,	0.777644,	10.0131,	0,	0,	0,	666,	0.341724,	30.0098,	0.341724,	30.0098,	0.000498321,	0.00813826,	1.18144,	0.00810668,	1.17686,	3.06899e-06,	0.0348787,	0,	1000,	1.50619e+09,	0,	0,	0.000916276,	220.04,	35171.6,	0,	951,	103,	1,	0,	0.95,	1,	25.07,	6408.89,	1.00827,	6407.88,	25.01,	nan,	10.5455,	10.5455,	2716.33,	1201.53,	711852,	1197.86,	0,	
651,	104,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00245802,	0.906793,	0.00317342,	0.874471,	0.013667,	0.00196063,	0.000159963,	45.1106,	16.5087,	2.00635,	26.2341,	2.05467,	0.502941,	10.0016,	0,	0,	0,	666,	0.405409,	25.547,	0.405409,	25.547,	0.000500056,	0.00309962,	0.463295,	0.00308759,	0.461497,	5.12824e-07,	0.183654,	0,	1000,	1.50619e+09,	0,	0,	0.0513286,	219.07,	33574.7,	0,	996,	104,	1,	0,	0.64,	1,	23.54,	6127.71,	1.00719,	6126.7,	23.53,	nan,	10.5455,	10.5455,	2716.33,	1225.07,	717980,	1221.39,	0,	
650,	105,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.000219241,	0.534541,	0.0281845,	0.994784,	0.00315576,	0.000592357,	0.000434127,	45.0099,	10.5527,	2.05637,	29.8435,	2.01262,	0.500889,	10.0043,	0,	0,	0,	666,	0.410344,	24.7092,	0.410344,	24.7092,	0.00050017,	0.00152224,	0.29581,	0.00151633,	0.294662,	6.24494e-07,	0.609073,	0,	1000,	1.50619e+09,	0,	0,	0.0745812,	3644.73,	29848,	0,	20,	105,	1,	0,	0.93,	1,	402.76,	5463.79,	1.00774,	5462.78,	10.43,	391.33,	10.5455,	10.5455,	3107.66,	1236.5,	723444,	1231.82,	0,	
600,	106,	6,	48,	12.4456,	13.4456,	0.0135803,	13.4456,	0.0135803,	0.000509903,	0,	0.0248031,	0.999651,	0.000983977,	0.7508,	0.488169,	0.00615472,	0.000203208,	46.1161,	17.9944,	2.00197,	22.524,	3.95268,	0.509232,	10.002,	0,	0,	nan,	666,	0.375623,	31.5722,	0.375623,	31.5722,	0.000496633,	0.0187759,	5.04421,	0.0187031,	5.02464,	4.56463e-06,	0.210875,	0,	1000,	1.50625e+09,	nan,	0,	0.489977,	63.14,	109.46,	0,	933,	106,	0.93,	0,	0.23,	0,	5.04,	225.043,	1.00722,	224.035,	0.66,	4.35,	10.5455,	10.5455,	3112.01,	1237.19,	723669,	1232.48,	0,	
488,	107,	6,	17,	0,	0.378521,	30.1188,	0.378521,	30.1188,	0.000500491,	0,	0.991347,	0.434876,	0.00250038,	0.123219,	0.30014,	0.0195071,	0.00136173,	89.6106,	8.95801,	2.005,	3.69657,	3.20056,	0.529261,	10.0136,	0,	0,	nan,	666,	0.388402,	27.0992,	0.388402,	27.0992,	0.000503738,	0.0122395,	2.7392,	0.012192,	2.72857,	4.17384e-06,	0.348558,	0,	1000,	1.50625e+09,	nan,	0,	0.419472,	14.43,	41134.4,	0,	990,	107,	1,	0,	0.45,	0,	0.72,	7354.37,	1.00589,	7353.37,	0.72,	nan,	10.5455,	10.5455,	3112.01,	1237.91,	731023,	1233.2,	0,	
273,	108,	6,	8,	0,	0.378005,	27.7032,	0.378005,	27.7032,	0.000500155,	0,	0.999717,	0.998263,	0.0051721,	0.526971,	0.0239147,	0.00137349,	0.00051542,	89.9873,	17.9722,	2.01034,	15.8091,	2.09566,	0.50206,	10.0052,	0,	0,	nan,	666,	0.388389,	28.6581,	0.388389,	28.6581,	0.000492838,	0.0122954,	2.6851,	0.0122477,	2.67468,	7.45899e-06,	0.0970771,	0,	1000,	1.50625e+09,	nan,	0,	0.132536,	14.04,	33322.1,	0,	961,	108,	0.65,	0,	0.18,	0,	0.73,	6024.9,	3.16875,	6021.73,	0.72,	nan,	10.5455,	10.5455,	3112.01,	1238.64,	737048,	1233.92,	0,	
157,	109,	6,	4,	0,	0.38553,	27.0121,	0.38553,	27.0121,	0.000500155,	0,	0.994879,	0.904418,	0.000394828,	0.945271,	0.0218875,	0.000391808,	6.44608e-05,	89.7696,	16.4707,	2.00079,	28.3581,	2.08755,	0.500588,	10.0006,	0,	0,	nan,	666,	0.378677,	25.7393,	0.378677,	25.7393,	0.000500373,	0.00252723,	0.495278,	0.00251743,	0.493356,	5.25492e-07,	0.157858,	0,	1000,	1.50625e+09,	nan,	0,	0.0451716,	14.6,	32331,	0,	957,	109,	1,	0,	0.84,	0,	0.75,	5866.59,	2.02297,	5864.56,	0.73,	nan,	10.5455,	10.5455,	3112.01,	1239.39,	742915,	1234.65,	0,	
33,	110,	6,	1,	0,	0.37611,	26.9233,	0.37611,	26.9233,	0.000500155,	0,	0.988657,	0.836033,	0.0139195,	0.908241,	0.00133237,	0.00413338,	0.00217281,	89.4895,	15.3765,	2.02784,	27.2472,	2.00533,	0.5062,	10.0217,	7.18592e-08,	0.000417218,	nan,	666,	0.0558565,	26.8786,	0.0558565,	26.8786,	0.000499837,	0.0353587,	0.216056,	0.0352215,	0.215218,	2.55103e-07,	4.00343,	0,	1000,	1.50625e+09,	nan,	0,	4.96395,	130.43,	31503.4,	0,	926,	110,	0.96,	0,	0.85,	0,	7.4,	5798.65,	1.00719,	5797.64,	7.36,	nan,	10.5459,	10.5455,	3112.01,	1246.79,	748713,	1242.01,	0,	
118,	111,	6,	3,	0,	0.383767,	26.7782,	0.383767,	26.7782,	0.000500157,	0,	0.998475,	0.626626,	0.00328645,	0.999592,	0.00281575,	0.00791774,	0.000487967,	89.9314,	12.026,	2.00657,	29.9878,	2.01126,	0.511877,	10.0049,	0,	0,	nan,	666,	0.0692789,	26.8572,	0.0692789,	26.8572,	0.000500404,	0.0384236,	0.213438,	0.0382745,	0.21261,	7.73652e-07,	3.21675,	0,	1000,	1.50626e+09,	nan,	0,	9.10927,	228.1,	38992.4,	0,	988,	111,	0.98,	0,	0.74,	0,	24.93,	7001.04,	1.02913,	7000.01,	24.92,	nan,	10.5459,	10.5455,	3112.01,	1271.72,	755714,	1266.93,	0,	
215,	112,	6,	6,	0,	0.410344,	27.1678,	0.410344,	27.1678,	0.000501933,	0,	0.0405551,	0.465999,	0.017642,	0.999988,	0.0434992,	0.000300813,	0.000175054,	46.825,	9.45599,	2.03528,	29.9996,	2.174,	0.500451,	10.0018,	0,	0,	nan,	666,	0.407186,	24.2061,	0.407186,	24.2061,	0.000499472,	0.0889433,	0.592164,	0.0885982,	0.589866,	1.69013e-06,	0.84412,	0,	1000,	1.50626e+09,	nan,	0,	0.248784,	210.6,	30994.9,	0,	981,	112,	1,	0,	0.95,	0,	14.29,	5674.31,	1.02476,	5673.29,	14.28,	nan,	10.5459,	10.5455,	3112.01,	1286.01,	761389,	1281.21,	0,	
521,	113,	6,	19,	0,	0.374278,	33.6241,	0.374278,	33.6241,	0.000500155,	0,	0.993983,	0.912464,	0.110298,	0.631079,	0.50497,	0.342873,	0.0262281,	89.7292,	16.5994,	2.2206,	18.9324,	4.01988,	1.01431,	10.2623,	0,	0,	nan,	666,	0.349149,	19.9069,	0.349149,	19.9069,	0.000500052,	0.257076,	2.23854,	0.256078,	2.22985,	3.63889e-06,	2.49862,	0,	1000,	1.50626e+09,	nan,	0,	4.17131,	206.94,	43426.8,	0,	990,	113,	0.9,	0,	0.88,	0,	14.61,	7785.29,	1.01119,	7784.28,	14.6,	nan,	10.5459,	10.5455,	3112.01,	1300.62,	769174,	1295.81,	0,	
517,	114,	6,	19,	0,	0.381206,	30.9931,	0.381206,	30.9931,	0.000500157,	0,	0.988237,	0.810463,	0.0516808,	0.651983,	0.443698,	0.0233979,	0.0244214,	89.4706,	14.9674,	2.10336,	19.5595,	3.77479,	0.535097,	10.2442,	0,	0,	nan,	666,	0.177095,	22.4326,	0.177095,	22.4326,	0.000498771,	0.194554,	1.93111,	0.193799,	1.92361,	2.71155e-06,	0.802254,	0,	1000,	1.50626e+09,	nan,	0,	1.82995,	233.9,	41803.2,	0,	942,	114,	0.83,	0,	0.66,	0,	26.89,	7526.54,	1.03016,	7525.51,	26.83,	nan,	10.5459,	10.5455,	3112.01,	1327.51,	776701,	1322.64,	0,	
552,	115,	6,	22,	0,	0.384147,	30.4176,	0.384147,	30.4176,	0.000500155,	0,	0.995295,	0.853225,	0.0106121,	0.652721,	0.391119,	0.0882966,	0.0191123,	89.7883,	15.6516,	2.02122,	19.5816,	3.56448,	0.632445,	10.1911,	0,	0,	nan,	666,	0.455463,	19.31,	0.455463,	19.31,	0.000498495,	0.187757,	1.83729,	0.187029,	1.83016,	3.09535e-06,	0.507841,	0,	1000,	1.50627e+09,	nan,	0,	2.83352,	232.82,	41633.9,	0,	983,	115,	0.99,	0,	0.42,	0,	27.01,	7510.22,	1.00805,	7509.21,	26.99,	nan,	10.5459,	10.5455,	3112.01,	1354.52,	784211,	1349.63,	0,	
249,	116,	6,	7,	0,	0.380839,	27.5226,	0.380839,	27.5226,	0.000500155,	0,	0.997399,	0.599261,	0.00440554,	0.948906,	0.135112,	0.015823,	0.00320707,	89.883,	11.5882,	2.00881,	28.4672,	2.54045,	0.523735,	10.0321,	0,	0,	nan,	666,	0.0747675,	27.1398,	0.0747675,	27.1398,	0.000501266,	0.0522911,	0.347414,	0.0520882,	0.346066,	7.6714e-07,	0.948914,	0,	1000,	1.50627e+09,	nan,	0,	4.56155,	235.19,	34276.7,	0,	909,	116,	0.93,	0,	0.25,	0,	26.75,	6239.2,	1.02462,	6238.17,	26.68,	nan,	10.5459,	10.5455,	3112.01,	1381.27,	790450,	1376.31,	0,	
482,	117,	6,	16,	0,	0.384771,	28.6416,	0.384771,	28.6416,	0.0005005,	0,	0.430557,	0.462446,	0.00842178,	0.944452,	0.227539,	0.00198675,	0.00100302,	64.3751,	9.39914,	2.01684,	28.3336,	2.91016,	0.50298,	10.01,	0,	0,	nan,	666,	0.112353,	26.0246,	0.112353,	26.0246,	0.000501806,	0.0936286,	0.486669,	0.0932653,	0.48478,	7.98502e-07,	0.56756,	0,	1000,	1.50627e+09,	nan,	0,	0.530171,	235.8,	36035.7,	0,	954,	117,	0.9,	0,	0.9,	0,	27.02,	6545.7,	1.02747,	6544.67,	26.97,	nan,	10.5459,	10.5455,	3112.01,	1408.29,	796996,	1403.28,	0,	
32,	118,	6,	1,	0,	0.412742,	25.5222,	0.412742,	25.5222,	0.000500155,	0,	0.00476622,	0.877079,	0.00151465,	0.999896,	4.44555e-05,	0.000210352,	0.000178491,	45.2145,	16.0333,	2.00303,	29.9969,	2.00018,	0.500316,	10.0018,	4.4465e-05,	0.240916,	nan,	666,	0.294715,	25.3017,	0.294715,	25.3017,	0.000500249,	0.0250424,	0.319821,	0.0249452,	0.31858,	3.72714e-07,	0.433162,	0,	1000,	1.50627e+09,	nan,	0,	0.115648,	231.31,	29152.5,	0,	948,	118,	1,	0,	0.94,	0,	24.02,	5394.08,	1.02108,	5393.06,	23.97,	nan,	10.7868,	10.5455,	3112.01,	1432.31,	802390,	1427.25,	0,	
317,	119,	6,	10,	0,	0.396749,	27.5365,	0.396749,	27.5365,	0.000500155,	0,	0.00714436,	0.999243,	0.0594694,	0.764602,	0.0532317,	0.102204,	0.0264095,	45.3215,	17.9879,	2.11894,	22.9381,	2.21293,	0.653306,	10.2641,	0,	0,	nan,	666,	0.257932,	6.24555,	0.257932,	6.24555,	0.000508152,	0.123379,	3.80256,	0.1229,	3.78781,	1.30576e-06,	14.2419,	0,	1000,	1.50627e+09,	nan,	0,	28.8446,	2930.39,	32324.5,	0,	904,	119,	0.94,	0,	0.94,	0,	271.88,	5928.69,	1.02048,	5927.66,	6.78,	265.05,	10.7868,	10.5455,	3377.06,	1439.14,	808318,	1434.03,	0,	
246,	120,	6,	7,	0,	0.37758,	27.6873,	0.37758,	27.6873,	0.000500155,	0,	0.112271,	0.968772,	0.00673858,	0.273063,	0.0144391,	0.0117416,	0.00930709,	50.0522,	17.5004,	2.01348,	8.19189,	2.05776,	0.517612,	10.0931,	0,	0,	nan,	666,	0.0986477,	24.4877,	0.0986477,	24.4877,	0.000503019,	0.0891221,	4.67501,	0.0887763,	4.65687,	2.6408e-06,	2.94291,	0,	1000,	1.50627e+09,	nan,	0,	21.6907,	182.25,	32250.1,	0,	872,	120,	0.87,	0,	0.41,	0,	15.76,	5879.9,	1.01485,	5878.88,	15.68,	nan,	10.7868,	10.5455,	3377.06,	1454.9,	814198,	1449.71,	0,	
497,	121,	6,	17,	0,	0.388404,	28.4888,	0.388404,	28.4888,	0.000500155,	0,	0.120479,	0.971321,	0.0289878,	0.726271,	0.0615377,	0.0282288,	0.0611281,	50.4215,	17.5411,	2.05798,	21.7881,	2.24615,	0.542343,	10.6113,	0,	0,	nan,	666,	0.193121,	10.3402,	0.193121,	10.3402,	0.000509685,	0.251044,	3.55042,	0.25007,	3.53665,	2.41097e-06,	1.86781,	0,	1000,	1.50627e+09,	nan,	0,	18.4898,	229.67,	33819.1,	0,	785,	121,	0.79,	0,	0.51,	0,	25.41,	6165.85,	1.02396,	6164.83,	25.21,	nan,	10.7868,	10.5455,	3377.06,	1480.31,	820364,	1474.92,	0,	
117,	122,	6,	3,	0,	0.402459,	26.7047,	0.402459,	26.7047,	0.000500155,	0,	0.0102082,	0.997147,	0.0574733,	0.733669,	0.0645919,	0.0440388,	0.000893256,	45.4594,	17.9544,	2.11495,	22.0101,	2.25837,	0.566058,	10.0089,	1.04863e-07,	0.000616473,	nan,	666,	0.391192,	3.91074,	0.391192,	3.91074,	0.000511615,	0.0520742,	3.75873,	0.0518721,	3.74415,	4.82031e-07,	1.61795,	0,	1000,	1.50627e+09,	nan,	0,	3.64854,	171.26,	32183.7,	0,	974,	122,	0.87,	0,	0.8,	0,	15.21,	5863.66,	1.01942,	5862.64,	15.18,	nan,	10.7875,	10.5455,	3377.06,	1495.52,	826228,	1490.1,	0,	
347,	123,	6,	11,	0,	0.364286,	31.6772,	0.364286,	31.6772,	0.000500155,	0,	0.316201,	0.885275,	0.0134698,	0.263596,	0.0043298,	0.204987,	0.150427,	59.2291,	16.1644,	2.02694,	7.90789,	2.01732,	0.80748,	11.5043,	0,	0,	nan,	666,	0.275735,	25.0387,	0.275735,	25.0387,	0.000499069,	0.230993,	3.12495,	0.230097,	3.11283,	5.32449e-06,	0.813691,	0,	1000,	1.50628e+09,	nan,	0,	9.72837,	174.57,	34568.7,	0,	944,	123,	0.85,	0,	0.16,	0,	15.49,	6315.76,	1.01623,	6314.75,	15.45,	nan,	10.7875,	10.5455,	3377.06,	1511.01,	832544,	1505.55,	0,	
187,	124,	6,	6,	0,	0.359155,	30.6839,	0.359155,	30.6839,	0.000500157,	0,	0.568207,	0.970359,	0.902358,	0.594164,	0.00860563,	0.00123146,	0.000350427,	70.5693,	17.5257,	3.80472,	17.8249,	2.03442,	0.501847,	10.0035,	0,	0,	nan,	666,	0.393319,	21.0158,	0.393319,	21.0158,	0.000503462,	0.0198293,	3.7807,	0.0197524,	3.76603,	3.8611e-06,	1.68351,	0,	1000,	1.50628e+09,	nan,	0,	2.26003,	176.11,	34080.8,	0,	980,	124,	1,	0,	0.85,	0,	15.52,	6192.94,	1.07881,	6191.86,	15.51,	nan,	10.7875,	10.5455,	3377.06,	1526.53,	838737,	1521.06,	0,	
649,	125,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.497951,	0.995922,	0.00156512,	0.832866,	0.114191,	0.00448531,	0.0508319,	67.4078,	17.9348,	2.00313,	24.986,	2.45676,	0.506728,	10.5083,	0,	0,	nan,	666,	0.264936,	20.3497,	0.264936,	20.3497,	0.000500961,	0.156153,	2.90644,	0.155547,	2.89516,	1.2012e-06,	4.1907,	0,	1000,	1.50628e+09,	nan,	0,	9.46853,	237.25,	36800.5,	0,	993,	125,	0.98,	0,	0.93,	1,	26.04,	6700.81,	1.0082,	6699.8,	26.03,	nan,	10.7875,	10.5455,	3377.06,	1552.57,	845437,	1547.09,	0,	
419,	126,	6,	13,	0,	0.38408,	28.199,	0.38408,	28.199,	0.000500155,	0,	0.00456463,	0.885724,	0.147794,	0.527725,	0.00800609,	0.160444,	0.00727793,	45.2054,	16.1716,	2.29559,	15.8318,	2.03202,	0.740667,	10.0728,	0,	0,	nan,	666,	0.156801,	35.4911,	0.156801,	35.4911,	0.000493576,	0.0430596,	4.73728,	0.0428925,	4.7189,	1.08408e-06,	0.746612,	0,	1000,	1.50628e+09,	nan,	0,	4.34,	201.34,	31453.1,	0,	741,	126,	1,	0,	0.31,	0,	18.28,	5767.53,	1.03459,	5766.49,	18.12,	nan,	10.7875,	10.5455,	3377.06,	1570.85,	851205,	1565.21,	0,	
238,	127,	6,	7,	0,	0.383562,	27.2863,	0.383562,	27.2863,	0.000500155,	0,	0.435931,	0.99406,	0.00217046,	0.808386,	0.125036,	0.00730281,	0.00301502,	64.6169,	17.905,	2.00434,	24.2516,	2.50014,	0.510954,	10.0302,	0,	0,	nan,	666,	0.427107,	16.6314,	0.427107,	16.6314,	0.000510284,	0.112732,	2.8696,	0.112294,	2.85847,	4.00194e-07,	2.46147,	0,	1000,	1.50629e+09,	nan,	0,	5.25099,	235.29,	34567.8,	0,	980,	127,	1,	0,	0.98,	0,	24.34,	6320.07,	1.37336,	6318.7,	24.32,	nan,	10.7875,	10.5455,	3377.06,	1595.19,	857525,	1589.53,	0,	
327,	128,	6,	10,	0,	0.369525,	30.3579,	0.369525,	30.3579,	0.000500155,	0,	0.625639,	0.997386,	0.0712835,	0.902036,	0.121233,	0.416555,	0.0442667,	73.1538,	17.9582,	2.14257,	27.0611,	2.48493,	1.12483,	10.4427,	0,	0,	nan,	666,	0.129637,	27.4186,	0.129637,	27.4186,	0.000493985,	0.110658,	1.82502,	0.110229,	1.81794,	1.55257e-06,	0.953442,	0,	1000,	1.50629e+09,	nan,	0,	1.89927,	177.25,	36977.9,	0,	920,	128,	0.89,	0,	0.6,	0,	15.6,	6766.78,	1.01696,	6765.76,	15.55,	nan,	10.7875,	10.5455,	3377.06,	1610.79,	864292,	1605.08,	0,	
564,	129,	6,	23,	0,	0.384924,	33.9351,	0.384924,	33.9351,	0.000501025,	0,	0.553707,	0.0170168,	0.013602,	0.0911294,	0.161767,	0.00929438,	0.00100871,	69.9168,	2.27227,	2.0272,	2.73388,	2.64707,	0.513942,	10.0101,	0,	0,	nan,	666,	0.281404,	29.5701,	0.281404,	29.5701,	0.000509526,	0.160098,	5.10856,	0.159477,	5.08874,	1.0217e-05,	0.391597,	0,	1000,	1.50629e+09,	nan,	0,	1.03498,	3771.91,	34705.3,	0,	981,	129,	0.93,	0,	0.3,	0,	442.43,	6294.72,	1.35576,	6293.36,	11.81,	430.6,	10.7875,	10.5455,	3807.66,	1622.62,	870586,	1616.89,	0,	
275,	130,	6,	8,	0,	0.382905,	27.6882,	0.382905,	27.6882,	0.000500155,	0,	0.0230402,	0.923177,	0.246802,	0.410524,	0.00364959,	0.0512257,	0.000439729,	46.0368,	16.7708,	2.4936,	12.3157,	2.0146,	0.576839,	10.0044,	0,	0,	nan,	666,	0.0573451,	27.9426,	0.0573451,	27.9426,	0.00050032,	0.0212314,	1.44183,	0.021149,	1.43624,	1.71927e-06,	1.27747,	0,	1000,	1.50629e+09,	nan,	0,	4.08541,	181.28,	35422.9,	0,	994,	130,	1,	0,	0.77,	0,	16,	6411.88,	1.0086,	6410.87,	15.99,	nan,	10.7875,	10.5455,	3807.66,	1638.62,	876998,	1632.88,	0,	
68,	131,	6,	2,	0,	0.400469,	26.5527,	0.400469,	26.5527,	0.000500157,	0,	0.00760854,	0.563462,	0.00457002,	0.724082,	0.000937979,	0.000397735,	0.000103115,	45.3424,	11.0154,	2.00914,	21.7224,	2.00375,	0.500597,	10.001,	3.12382e-07,	0.00175531,	nan,	666,	0.394464,	25.848,	0.394464,	25.848,	0.000497476,	0.007452,	1.52249,	0.00742308,	1.51658,	4.50642e-06,	0.228711,	0,	1000,	1.50629e+09,	nan,	0,	0.198233,	244.63,	30503.4,	0,	978,	131,	0.95,	0,	0.55,	0,	27.34,	5591.77,	1.02364,	5590.74,	27.31,	nan,	10.7892,	10.5455,	3807.66,	1665.96,	882590,	1660.19,	0,	
67,	132,	6,	2,	0,	0.388712,	26.7335,	0.388712,	26.7335,	0.000500157,	0,	0.00348377,	0.934305,	0.00253447,	0.428636,	0.000455886,	0.000416303,	0.000271523,	45.1568,	16.9489,	2.00507,	12.8591,	2.00182,	0.500624,	10.0027,	7.46124e-08,	0.000502024,	nan,	666,	0.0834999,	26.4233,	0.0834999,	26.4233,	0.000499819,	0.0265535,	1.60205,	0.0264504,	1.59583,	1.24011e-06,	0.495526,	0,	1000,	1.50629e+09,	nan,	0,	0.119756,	240.59,	37138.4,	0,	967,	132,	1,	0,	0.98,	0,	26.84,	6701.58,	1.12467,	6700.46,	26.81,	nan,	10.7897,	10.5455,	3807.66,	1692.8,	889292,	1687,	0,	
156,	133,	6,	4,	0,	0.397149,	26.9735,	0.397149,	26.9735,	0.000500157,	0,	0.00236848,	0.999812,	0.000706886,	0.67743,	3.74218e-05,	0.00436402,	9.03335e-05,	45.1066,	17.997,	2.00141,	20.3229,	2.00015,	0.506546,	10.0009,	0,	0,	nan,	666,	0.380808,	25.2484,	0.380808,	25.2484,	0.000493854,	0.0145938,	1.34531,	0.0145371,	1.34009,	1.07439e-06,	0.351584,	0,	1000,	1.50629e+09,	nan,	0,	0.298845,	245.09,	30536,	0,	962,	133,	1,	0,	0.66,	0,	26.91,	5610.21,	1.02413,	5609.18,	26.86,	nan,	10.7897,	10.5455,	3807.66,	1719.71,	894902,	1713.86,	0,	
346,	134,	6,	11,	0,	0.36352,	31.7054,	0.36352,	31.7054,	0.000500157,	0,	0.00162794,	0.622417,	0.0034564,	0.216773,	0.0622505,	0.777967,	0.000937272,	45.0733,	11.9587,	2.00691,	6.5032,	2.249,	1.66695,	10.0094,	0,	0,	nan,	666,	0.161848,	32.3579,	0.161848,	32.3579,	0.00050077,	0.0886885,	1.92656,	0.0883444,	1.91908,	1.28896e-06,	2.12081,	0,	1000,	1.50629e+09,	nan,	0,	1.41502,	181.67,	34914.2,	0,	635,	134,	0.98,	0,	0.96,	0,	15.87,	6339.59,	1.04375,	6338.55,	15.63,	nan,	10.7897,	10.5455,	3807.66,	1735.58,	901241,	1729.49,	0,	
