postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	fitness1,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_fit1,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_fit1,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
513,	10,	0,	18,	0,	0.371509,	35.6466,	0.371509,	35.6466,	0.000500155,	0,	0.333333,	0.666667,	0,	0.666667,	0.444444,	0.555556,	0.222222,	60,	12.6667,	2,	20,	3.77778,	1.33333,	12.2222,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50604e+09,	0,	nan,	nan,	nan,	48810.7,	nan,	nan,	10,	nan,	nan,	nan,	0,	nan,	8755,	1.00769,	8753.99,	nan,	nan,	0.977356,	0.977356,	0,	0,	106085,	0,	0,	
466,	11,	6,	15,	0,	0.362228,	34.0589,	0.362228,	34.0589,	0.000500155,	0,	0.666667,	0.808997,	0.909525,	0.727464,	0.00329748,	0.0624082,	0.19517,	75,	14.944,	3.81905,	21.8239,	2.01319,	0.593612,	11.9517,	0.00046576,	3.67159,	3.67159,	666,	0.341451,	30.5622,	0.341451,	30.5622,	0.0005042,	0.0130882,	4.91311,	0.0130375,	4.89404,	4.50086e-06,	6.53314,	0,	1000,	1.50603e+09,	0,	0,	10.8962,	2335.86,	42570.8,	0,	908,	11,	1,	0,	1,	0,	210.5,	7672.51,	1.00717,	7671.51,	3.67,	206.79,	4.64895,	4.64895,	206.79,	3.71,	113757,	3.67,	0,	
236,	12,	6,	7,	0,	0.345198,	34.2851,	0.345198,	34.2851,	0.000500155,	0,	0.682732,	0.999386,	0.990002,	0.000160068,	6.91105e-05,	0.23102,	0.120938,	75.7229,	17.9902,	3.98,	0.00480203,	2.00028,	0.846529,	11.2094,	3.7491e-05,	0.245376,	0.245376,	666,	0.290116,	34.8402,	0.290116,	34.8402,	0.000609283,	0.0561845,	4.69485,	0.0559665,	4.67663,	4.24876e-05,	1.77038,	0,	1000,	1.50604e+09,	0,	0,	5.45799,	62.35,	36009.7,	0,	963,	12,	1,	0,	0.61,	0,	6.48,	6538.44,	1.00806,	6537.44,	6.45,	nan,	4.89432,	4.89432,	206.79,	10.19,	120296,	10.12,	0,	
490,	13,	6,	17,	0,	0.355223,	40.0646,	0.355223,	40.0646,	0.000501098,	0,	0.555556,	0.355216,	0.00857564,	0.966435,	0.00133138,	0.459461,	0.300921,	70,	7.68345,	2.01715,	28.9931,	2.00533,	1.18919,	13.0092,	0,	0,	0,	666,	0.23826,	38.1956,	0.23826,	38.1956,	0.000516977,	0.0263296,	2.5043,	0.0262274,	2.49458,	1.37257e-05,	1.40904,	0,	1000,	1.50604e+09,	0,	0,	2.35959,	65.11,	36914.4,	0,	886,	13,	0.98,	0,	0.68,	0,	8.13,	6698.6,	1.00747,	6697.59,	8.05,	nan,	4.89432,	4.89432,	206.79,	18.32,	126994,	18.17,	0,	
120,	14,	6,	3,	0,	0.344922,	32.6721,	0.344922,	32.6721,	0.000501124,	0,	0.880197,	0.431207,	0.518314,	0.00297081,	0.000313843,	0.388173,	0.00149757,	84.6088,	8.89931,	3.03663,	0.0891244,	2.00126,	1.08226,	10.015,	0.00014657,	0.916517,	0.916517,	666,	0.331574,	37.9183,	0.331574,	37.9183,	0.000494825,	0.0182882,	5.49697,	0.0182172,	5.47564,	2.81539e-06,	0.257712,	0,	1000,	1.50604e+09,	0,	0,	0.456992,	51.64,	34515.8,	0,	990,	14,	0.96,	0,	0.44,	0,	4.6,	6248.49,	1.00739,	6247.48,	4.59,	nan,	5.81084,	5.81084,	206.79,	22.92,	133243,	22.76,	0,	
266,	15,	6,	8,	0,	0.335149,	40.0031,	0.335149,	40.0031,	0.000500155,	0,	0.988895,	0.999748,	0.914457,	0.397668,	2.44445e-05,	0.949701,	0.229937,	89.5003,	17.996,	3.82891,	11.93,	2.0001,	1.92455,	12.2994,	1.92513e-05,	0.149949,	0.149949,	666,	0.357291,	30.4731,	0.357291,	30.4731,	0.000508227,	0.0158408,	1.71927,	0.0157793,	1.7126,	6.7912e-06,	1.52296,	0,	1000,	1.50604e+09,	0,	0,	1.04125,	51.81,	43163.8,	0,	894,	15,	1,	0,	0.95,	0,	4.82,	7784.25,	1.00738,	7783.24,	4.77,	nan,	5.96079,	5.96079,	206.79,	27.74,	141027,	27.53,	0,	
368,	16,	6,	11,	0,	0.337481,	45.4697,	0.337481,	45.4697,	0.000500387,	0,	0.555556,	0.302122,	0.981693,	0.997781,	0.0218421,	0.934898,	0.241949,	70,	6.83395,	3.96339,	29.9334,	2.08737,	1.90235,	12.4195,	0,	0,	0,	666,	0.21215,	41.4892,	0.21215,	41.4892,	0.000508897,	0.0191032,	2.44735,	0.0190291,	2.43785,	5.94047e-06,	1.09236,	0,	1000,	1.50605e+09,	0,	0,	2.67413,	68.95,	42049.1,	0,	968,	16,	1,	0,	0.94,	0,	7.55,	7605.9,	1.00815,	7604.89,	7.52,	nan,	5.96079,	5.96079,	206.79,	35.29,	148633,	35.05,	0,	
337,	17,	6,	10,	0,	0.360332,	32.8779,	0.360332,	32.8779,	0.000500155,	0,	0.550333,	0.979546,	0.118712,	0.508363,	0.00248797,	0.288862,	0.207709,	69.765,	17.6727,	2.23742,	15.2509,	2.00995,	0.933293,	12.0771,	0,	0,	0,	666,	0.367448,	31.9326,	0.367448,	31.9326,	0.000503259,	0.0145045,	0.858882,	0.0144482,	0.855549,	1.89518e-06,	0.531949,	0,	1000,	1.50605e+09,	0,	0,	0.196375,	68.7,	40650.5,	0,	962,	17,	1,	0,	0.81,	0,	8.38,	7379.27,	1.00732,	7378.26,	8.35,	nan,	5.96079,	5.96079,	206.79,	43.67,	156012,	43.4,	0,	
296,	18,	6,	9,	0,	0.337529,	39.774,	0.337529,	39.774,	0.000500352,	0,	0.77573,	0.174509,	0.956679,	8.8961e-05,	0.0046886,	0.543456,	0.0516213,	79.9078,	4.79214,	3.91336,	0.00266883,	2.01875,	1.31518,	10.5162,	2.68833e-07,	0.00169374,	0.00169374,	666,	0.335701,	32.4625,	0.335701,	32.4625,	0.00049365,	0.00577882,	0.832354,	0.00575639,	0.829124,	1.20814e-06,	0.115516,	0,	1000,	1.50605e+09,	0,	0,	0.048414,	51.81,	34771.5,	0,	915,	18,	1,	0,	0.52,	0,	4.73,	6295.6,	1.00863,	6294.6,	4.68,	nan,	5.96248,	5.96248,	206.79,	48.4,	162308,	48.08,	0,	
575,	19,	6,	24,	0,	0.365809,	58.9239,	0.365809,	58.9239,	0.00050001,	0,	0.880197,	0.150667,	0.893026,	0.000314792,	0.960464,	0.388173,	0.197816,	84.6088,	4.41066,	3.78605,	0.00944376,	5.84186,	1.08226,	11.9782,	0,	0,	0,	666,	0.322119,	24.4752,	0.322119,	24.4752,	0.000493593,	0.0106998,	3.00111,	0.0106583,	2.98947,	9.59272e-07,	4.44393,	0,	1000,	1.50605e+09,	0,	0,	3.59684,	70.58,	50294.2,	0,	968,	19,	1,	0,	1,	0,	8.69,	9068.32,	1.03213,	9067.28,	8.67,	nan,	5.96248,	5.96248,	206.79,	57.09,	171376,	56.75,	0,	
423,	20,	6,	13,	0,	0.342101,	65.6624,	0.342101,	65.6624,	0.000500155,	0,	0.888889,	0.999774,	0.682409,	0.973685,	0.999593,	1,	0.304903,	85,	17.9964,	3.36482,	29.2105,	5.99837,	2,	13.049,	0,	0,	0,	666,	0.381614,	25.0547,	0.381614,	25.0547,	0.000561339,	0.0186686,	2.39395,	0.0185962,	2.38467,	4.04381e-06,	3.68757,	0,	1000,	1.50606e+09,	0,	0,	3.21011,	72.61,	54423.6,	0,	976,	20,	1,	0,	0.97,	0,	8.16,	9784.83,	1.00792,	9783.82,	8.14,	nan,	5.96248,	5.96248,	206.79,	65.25,	181161,	64.89,	0,	
247,	21,	6,	7,	0,	0.378277,	27.6802,	0.378277,	27.6802,	0.000500157,	0,	0.558364,	0.994711,	0.0161028,	0.359606,	0.158657,	0.00150164,	0.0046378,	70.1264,	17.9154,	2.03221,	10.7882,	2.63463,	0.502252,	10.0464,	0.0004181,	3.10358,	3.10358,	666,	0.389805,	21.4033,	0.389805,	21.4033,	0.000500557,	0.0130469,	1.78405,	0.0129963,	1.77713,	6.55276e-06,	5.26756,	0,	1000,	1.50606e+09,	0,	0,	2.43731,	3501.33,	39059.1,	0,	948,	21,	0.95,	0,	0.95,	0,	377.71,	7045.34,	1.00984,	7044.33,	4.71,	372.95,	9.06606,	9.06606,	579.74,	70.01,	188206,	69.6,	0,	
367,	22,	6,	11,	0,	0.338032,	43.1526,	0.338032,	43.1526,	0.0005001,	0,	0.0535562,	0.800706,	0.189672,	0.0214993,	0.00186313,	0.969244,	0.476093,	47.41,	14.8113,	2.37934,	0.644978,	2.00745,	1.95387,	14.7609,	0,	0,	0,	666,	0.288805,	49.3878,	0.288805,	49.3878,	0.000496526,	0.00995339,	2.03888,	0.00991476,	2.03097,	6.00437e-06,	0.677271,	0,	1000,	1.50606e+09,	0,	0,	0.232984,	78.37,	44005.9,	0,	980,	22,	0.86,	0,	0.8,	0,	9.3,	7958.45,	1.00701,	7957.44,	9.29,	nan,	9.06606,	9.06606,	579.74,	79.31,	196165,	78.89,	0,	
245,	23,	6,	7,	0,	0.376248,	27.8059,	0.376248,	27.8059,	0.000500157,	0,	0.171264,	0.89114,	0.00570631,	0.138455,	0.0880083,	0.000732592,	0.00130169,	52.7069,	16.2582,	2.01141,	4.15365,	2.35203,	0.501099,	10.013,	1.58501e-06,	0.00987352,	0.00987352,	666,	0.365835,	24.591,	0.365835,	24.591,	0.000498374,	0.00923866,	1.00394,	0.00920281,	1.00005,	3.02271e-06,	0.942499,	0,	1000,	1.50606e+09,	0,	0,	3.28761,	81.24,	34246.7,	0,	930,	23,	1,	0,	1,	0,	9.97,	6219.33,	1.00697,	6218.32,	9.9,	nan,	9.07594,	9.07594,	579.74,	89.28,	202384,	88.79,	0,	
242,	24,	6,	7,	0,	0.339687,	36.9111,	0.339687,	36.9111,	0.000500155,	0,	0.00304857,	0.990738,	0.980713,	0.00355652,	0.000503317,	1,	0.000530722,	45.1372,	17.8518,	3.96143,	0.106696,	2.00201,	2,	10.0053,	2.35817e-06,	0.0149873,	0.0149873,	666,	0.31146,	37.5904,	0.31146,	37.5904,	0.000500915,	0.00780344,	1.39709,	0.00777316,	1.39167,	4.29182e-07,	0.334741,	0,	1000,	1.50606e+09,	0,	0,	0.0528391,	82.81,	34963.8,	0,	975,	24,	1,	0,	1,	0,	9.4,	6346.08,	1.00841,	6345.07,	9.37,	nan,	9.09092,	9.09092,	579.74,	98.68,	208730,	98.16,	0,	
289,	25,	6,	9,	0,	0.374779,	28.3992,	0.374779,	28.3992,	0.000500155,	0,	0.128288,	0.842591,	0.00757222,	0.00280782,	0.00107379,	0.0113974,	0.00435031,	50.773,	15.4815,	2.01514,	0.0842345,	2.0043,	0.517096,	10.0435,	1.03359e-06,	0.00627689,	0.00627689,	666,	0.346958,	27.1093,	0.346958,	27.1093,	0.00050118,	0.00559332,	0.576167,	0.00557162,	0.573932,	2.80863e-07,	0.201003,	0,	1000,	1.50606e+09,	0,	0,	0.0287548,	83.48,	33397.7,	0,	981,	25,	1,	0,	1,	0,	10.12,	6062.77,	1.00846,	6061.76,	10.1,	nan,	9.0972,	9.0972,	579.74,	108.8,	214793,	108.26,	0,	
657,	26,	6,	49,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00107092,	0.722187,	0.288099,	0.00040653,	0.000954911,	0.73124,	0.000821398,	45.0482,	13.555,	2.5762,	0.0121959,	2.00382,	1.59686,	10.0082,	0,	0,	0,	666,	0.327393,	33.2021,	0.327393,	33.2021,	0.000500944,	0.00696736,	0.63788,	0.00694033,	0.635405,	2.33777e-07,	0.108154,	0,	1000,	1.50606e+09,	0,	0,	0.00157743,	82.25,	122.98,	0,	983,	26,	1,	0,	0.99,	1,	8.8,	158.033,	1.00683,	157.026,	8.78,	nan,	9.0972,	9.0972,	579.74,	117.6,	214951,	117.04,	0,	
406,	27,	6,	13,	0,	0.366628,	31.9814,	0.366628,	31.9814,	0.000500155,	0,	0.00587929,	0.881815,	0.916895,	0.00573253,	0.000325396,	0.186102,	0.000362021,	45.2646,	16.109,	3.83379,	0.171976,	2.0013,	0.779153,	10.0036,	8.89288e-07,	0.0056299,	0.0056299,	666,	0.327281,	33.0161,	0.327281,	33.0161,	0.00050122,	0.00655564,	0.550504,	0.0065302,	0.548368,	1.71613e-07,	0.111813,	0,	1000,	1.50606e+09,	0,	0,	0.00146386,	86.21,	34878.1,	0,	950,	27,	1,	0,	1,	0,	10.37,	6320.42,	1.00825,	6319.41,	10.32,	nan,	9.10283,	9.10283,	579.74,	127.97,	221272,	127.36,	0,	
276,	28,	6,	8,	0,	0.384112,	27.6409,	0.384112,	27.6409,	0.000500155,	0,	0.880191,	0.838201,	0.0160994,	0.935094,	0.242628,	0.01597,	0.0031176,	84.6086,	15.4112,	2.0322,	28.0528,	2.97051,	0.523955,	10.0312,	3.60245e-06,	0.0242044,	0.0242044,	666,	0.385475,	26.8543,	0.385475,	26.8543,	0.000502642,	0.00266101,	0.891493,	0.00265068,	0.888034,	3.83553e-06,	0.531731,	0,	1000,	1.50607e+09,	0,	0,	0.208764,	90.75,	37158.8,	0,	971,	28,	1,	0,	0.8,	0,	11.3,	6707.57,	1.00756,	6706.57,	11.28,	nan,	9.12703,	9.12703,	579.74,	139.27,	227979,	138.64,	0,	
567,	29,	6,	23,	0,	0.369104,	46.4567,	0.369104,	46.4567,	0.00050127,	0,	0.969483,	0.973283,	0.197694,	0.0013346,	0.393218,	0.0748877,	0.852904,	88.6267,	17.5725,	2.39539,	0.0400379,	3.57287,	0.612331,	18.529,	0,	0,	0,	666,	0.29557,	49.7178,	0.29557,	49.7178,	0.000494787,	0.0110911,	2.13832,	0.0110481,	2.13002,	4.38497e-06,	0.439382,	0,	1000,	1.50607e+09,	0,	0,	0.0541848,	93.43,	57093.6,	0,	866,	29,	0.86,	0,	0.86,	0,	10.46,	10303.1,	1.0077,	10302.1,	10.34,	nan,	9.12703,	9.12703,	579.74,	149.73,	238282,	148.98,	0,	
509,	30,	6,	18,	0,	0.356589,	36.5491,	0.356589,	36.5491,	0.000500157,	0,	0.0605658,	0.996764,	0.0514827,	0.000881824,	0.493398,	0.996986,	4.78336e-05,	47.7255,	17.9482,	2.10297,	0.0264547,	3.97359,	1.99548,	10.0005,	0,	0,	0,	666,	0.343311,	29.3599,	0.343311,	29.3599,	0.000499775,	0.0117915,	2.80161,	0.0117458,	2.79074,	3.9221e-06,	0.418878,	0,	1000,	1.50607e+09,	0,	0,	0.441544,	73.75,	45759.4,	0,	999,	30,	0.99,	0,	0.94,	0,	6.66,	8278.09,	1.00826,	8277.08,	6.66,	nan,	9.12703,	9.12703,	579.74,	156.39,	246560,	155.64,	0,	
136,	31,	6,	4,	0,	0.331716,	37.1267,	0.331716,	37.1267,	0.000500155,	0,	0.995615,	0.618199,	0.996185,	0.000508697,	0.0851318,	0.999751,	0.000534423,	89.8027,	11.8912,	3.99237,	0.0152609,	2.34053,	1.99963,	10.0053,	9.69936e-06,	0.0775931,	0.0775931,	666,	0.319943,	36.841,	0.319943,	36.841,	0.000500266,	0.00334694,	0.730302,	0.00333396,	0.727468,	8.64473e-07,	0.135015,	0,	1000,	1.50607e+09,	0,	0,	0.0137264,	101.24,	44147.2,	0,	990,	31,	1,	0,	0.78,	0,	11.42,	7988.4,	1.06407,	7987.33,	11.41,	nan,	9.20463,	9.20463,	579.74,	167.81,	254549,	167.05,	0,	
42,	32,	6,	1,	0,	0.338553,	32.6844,	0.338553,	32.6844,	0.000500124,	0,	0.997399,	0.958886,	0.0512685,	0.00231,	0.000353474,	0.993655,	0.000188555,	89.883,	17.3422,	2.10254,	0.0692999,	2.00141,	1.99048,	10.0019,	4.18677e-06,	0.0271643,	0.0271643,	666,	0.327197,	32.2026,	0.327197,	32.2026,	0.000501241,	0.00280856,	1.48017,	0.00279766,	1.47443,	1.06047e-07,	0.126716,	0,	1000,	1.50607e+09,	0,	0,	0.00559179,	3019.17,	33889.4,	0,	933,	32,	1,	0,	0.97,	0,	328.74,	6159.4,	1.00726,	6158.39,	6.63,	322.05,	9.23179,	9.23179,	901.79,	174.5,	260708,	173.68,	0,	
41,	33,	6,	1,	0,	0.360589,	28.7311,	0.360589,	28.7311,	0.000500155,	0,	0.999828,	0.938883,	0.280386,	0.000411999,	0.000598684,	0.0396293,	0.00177421,	89.9923,	17.0221,	2.56077,	0.01236,	2.00239,	0.559444,	10.0177,	8.44302e-06,	0.0502929,	0.0502929,	666,	0.353431,	28.4151,	0.353431,	28.4151,	0.000501206,	0.00153136,	0.223462,	0.00152541,	0.222595,	1.00276e-07,	0.0827262,	0,	1000,	1.50608e+09,	0,	0,	9.57561e-05,	108.98,	32636.8,	0,	988,	33,	1,	0,	1,	0,	12.77,	5943.97,	1.00734,	5942.96,	12.76,	nan,	9.28208,	9.28208,	901.79,	187.27,	266652,	186.44,	0,	
40,	34,	6,	1,	0,	0.336873,	34.0463,	0.336873,	34.0463,	0.000500155,	0,	0.998869,	0.801465,	0.392677,	0.979693,	7.18453e-05,	0.998042,	0.000320269,	89.9491,	14.8234,	2.78535,	29.3908,	2.00029,	1.99706,	10.0032,	7.91734e-07,	0.00517507,	0.00517507,	666,	0.329483,	34.2682,	0.329483,	34.2682,	0.000501071,	0.0126157,	0.656008,	0.0125668,	0.653462,	9.49926e-08,	0.0357696,	0,	1000,	1.50608e+09,	0,	0,	0.0143868,	102.55,	35946.9,	0,	905,	34,	1,	0,	0.72,	0,	11.02,	6525.36,	1.00791,	6524.35,	10.94,	nan,	9.28726,	9.28726,	901.79,	198.29,	273177,	197.38,	0,	
441,	35,	6,	14,	0,	0.344345,	49.0589,	0.344345,	49.0589,	0.000500157,	0,	0.0210578,	0.981163,	0.38468,	0.0046986,	0.308454,	0.761578,	0.685867,	45.9476,	17.6986,	2.76936,	0.140958,	3.23382,	1.64237,	16.8587,	0,	0,	0,	666,	0.321967,	45.528,	0.321967,	45.528,	0.000492791,	0.0144061,	1.50629,	0.0143502,	1.50045,	1.44695e-06,	0.165471,	0,	1000,	1.50608e+09,	0,	0,	0.0388913,	79.33,	61167.1,	0,	993,	35,	0.97,	0,	0.59,	0,	7,	10938.6,	1.05032,	10937.6,	7,	nan,	9.28726,	9.28726,	901.79,	205.29,	284116,	204.38,	0,	
463,	36,	6,	15,	0,	0.352867,	46.9363,	0.352867,	46.9363,	0.000500015,	0,	0.00214335,	0.995532,	0.29736,	0.995172,	0.283034,	0.964873,	0.73862,	45.0965,	17.9285,	2.59472,	29.8551,	3.13213,	1.94731,	17.3862,	0,	0,	0,	666,	0.245435,	43.2076,	0.245435,	43.2076,	0.000496316,	0.0238856,	1.53142,	0.0237929,	1.52548,	2.21626e-06,	0.347651,	0,	1000,	1.50608e+09,	0,	0,	0.219859,	84.34,	65735.7,	0,	975,	36,	1,	0,	0.91,	0,	7.57,	11736.9,	1.00889,	11735.9,	7.56,	nan,	9.28726,	9.28726,	901.79,	212.86,	295853,	211.94,	0,	
