postionInDataBase,	memberNumber,	created,	ParetoRank,	distToRegOfInt,	fitness0,	fitness1,	flowparam0,	flowparam1,	flowparam2,	flowparam3,	scaled_WB.CA,	scaled_WB.SD,	scaled_WB.SH,	scaled_WB.FA,	scaled_WB.FH,	scaled_WB.FW,	scaled_WB.P,	WB.CA,	WB.SD,	WB.SH,	WB.FA,	WB.FH,	WB.FW,	WB.P,	AGdivTime,	AreaGain,	AreaGain_currentObjectives,	MEMBEROPTIMIZATIONFLAG,	MM_fit0,	MM_fit1,	MM_flowparam0,	MM_flowparam1,	MM_flowparam2,	MMdev_fit0,	MMdev_fit1,	MMdev_flowparam0,	MMdev_flowparam1,	MMdev_flowparam2,	MMexpImpr,	MetaModel,	NUOFMEMBEREXPIMPR,	TimeStamp,	UDP_Name,	VarianceExpImpr2ROI,	VarianceMMexpImpr,	cpuSecondsCreated6,	cpuSecondsUDP,	expImpr2ROI,	numbMembCreatedOfBest,	numberWhenCreated,	probOfFullfillROI,	probOfImpROI,	probOfImpr,	remainingProcesses,	secondsCreated6,	secondsUDP,	timeOfProcess0,	timeOfProcess1,	timeOptiOnMMofBest,	timeTraining,	cumulativeVolumeGain,	cumulativeVolumeGain_currentObjectives,	cumTimeTraining,	cumTimeOptiOnMM,	cumTimeUDP,	cumTimeOptiOnMMofBest,	fidelity,	
488,	0,	0,	21,	0,	0.437806,	38.9615,	0.437806,	38.9615,	0.000625025,	0,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	67.5,	10,	3,	15,	4,	1.25,	15,	3.88143e-06,	0.0374169,	0.0374169,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	53834,	nan,	nan,	nan,	nan,	nan,	nan,	0,	nan,	9639.96,	1.00566,	9638.96,	nan,	nan,	0.0374169,	0.0374169,	0,	0,	9639.96,	0,	0,	
587,	1,	0,	34,	0,	0.455833,	32.936,	0.455833,	32.936,	0.0006254,	0,	1,	0.444444,	0.666667,	0.888889,	0.222222,	0.333333,	0.333333,	90,	9.11111,	3.33333,	26.6667,	2.88889,	1,	13.3333,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50601e+09,	0,	nan,	nan,	nan,	45202.8,	nan,	nan,	1,	nan,	nan,	nan,	0,	nan,	8175.01,	1.00521,	8174,	nan,	nan,	0.0374169,	0.0374169,	0,	0,	17815,	0,	0,	
217,	2,	0,	8,	0,	0.414227,	47.5829,	0.414227,	47.5829,	0.000625,	0,	0.777778,	0.555556,	0.777778,	0,	0,	0.444444,	1,	80,	10.8889,	3.55556,	0,	2,	1.16667,	20,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	52272.5,	nan,	nan,	2,	nan,	nan,	nan,	0,	nan,	9496.64,	1.03432,	9495.61,	nan,	nan,	0.0374169,	0.0374169,	0,	0,	27311.6,	0,	0,	
495,	3,	0,	21,	0,	0.442146,	30.8196,	0.442146,	30.8196,	0.000624999,	0,	0.555556,	0.888889,	0.111111,	0.555556,	0.111111,	0.222222,	0.555556,	70,	16.2222,	2.22222,	16.6667,	2.44444,	0.833333,	15.5556,	0.000134443,	1.18064,	1.18064,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50601e+09,	0,	nan,	nan,	nan,	49043.4,	nan,	nan,	3,	nan,	nan,	nan,	0,	nan,	8781.71,	1.00793,	8780.7,	nan,	nan,	1.21806,	1.21806,	0,	0,	36093.3,	0,	0,	
38,	4,	0,	2,	0,	0.379424,	53.8447,	0.379424,	53.8447,	0.000614553,	0,	0.888889,	0,	0.555556,	0.444444,	0.333333,	0.777778,	0.888889,	85,	2,	3.11111,	13.3333,	3.33333,	1.66667,	18.8889,	1.87113e-05,	0.20986,	0.20986,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	62325.9,	nan,	nan,	4,	nan,	nan,	nan,	0,	nan,	11215.7,	1.01036,	11214.6,	nan,	nan,	1.42792,	1.42792,	0,	0,	47309,	0,	0,	
596,	5,	0,	38,	0,	0.498695,	29.1453,	0.498695,	29.1453,	0.000625004,	0,	0,	0.666667,	1,	1,	0.444444,	1,	0.222222,	45,	12.6667,	4,	30,	3.77778,	2,	12.2222,	8.7601e-05,	0.839335,	0.839335,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50602e+09,	0,	nan,	nan,	nan,	53236.3,	nan,	nan,	5,	nan,	nan,	nan,	0,	nan,	9581.34,	1.01052,	9580.33,	nan,	nan,	2.26725,	2.26725,	0,	0,	56890.3,	0,	0,	
503,	6,	0,	22,	0,	0.440909,	39.164,	0.440909,	39.164,	0.000625222,	0,	0.666667,	0.111111,	0.888889,	0.666667,	0.888889,	0,	0.444444,	75,	3.77778,	3.77778,	20,	5.55556,	0.5,	14.4444,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	55390.8,	nan,	nan,	6,	nan,	nan,	nan,	0,	nan,	9957.9,	1.01478,	9956.89,	nan,	nan,	2.26725,	2.26725,	0,	0,	66848.2,	0,	0,	
482,	7,	0,	20,	0,	0.435936,	43.8889,	0.435936,	43.8889,	0.000625001,	0,	0.333333,	0.222222,	0.333333,	0.222222,	0.555556,	0.555556,	0.666667,	60,	5.55556,	2.66667,	6.66667,	4.22222,	1.33333,	16.6667,	6.71153e-07,	0.00690778,	0.00690778,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	57077.3,	nan,	nan,	7,	nan,	nan,	nan,	0,	nan,	10292.4,	1.01616,	10291.4,	nan,	nan,	2.27416,	2.27416,	0,	0,	77140.6,	0,	0,	
379,	8,	0,	15,	0,	0.424849,	46.3524,	0.424849,	46.3524,	0.000625,	0,	0.444444,	0.333333,	0.444444,	0.333333,	0.666667,	0.888889,	0.777778,	65,	7.33333,	2.88889,	10,	4.66667,	1.83333,	17.7778,	0,	0,	0,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50604e+09,	0,	nan,	nan,	nan,	62443.8,	nan,	nan,	8,	nan,	nan,	nan,	0,	nan,	11319.1,	1.00779,	11318.1,	nan,	nan,	2.27416,	2.27416,	0,	0,	88459.8,	0,	0,	
595,	9,	0,	37,	0,	0.474066,	25.9344,	0.474066,	25.9344,	0.000527044,	0,	0.111111,	0.777778,	0,	0.777778,	1,	0.111111,	0.111111,	50,	14.4444,	2,	23.3333,	6,	0.666667,	11.1111,	7.01139e-05,	0.584786,	0.584786,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	46183.9,	nan,	nan,	9,	nan,	nan,	nan,	0,	nan,	8340.51,	1.00782,	8339.5,	nan,	nan,	2.85895,	2.85895,	0,	0,	96800.3,	0,	0,	
581,	10,	0,	33,	0,	0.457557,	27.0463,	0.457557,	27.0463,	0.000624999,	0,	0.222222,	1,	0.222222,	0.111111,	0.777778,	0.666667,	0,	55,	18,	2.44444,	3.33333,	5.11111,	1.5,	10,	0.000153442,	1.20747,	1.20747,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	nan,	1.50603e+09,	0,	nan,	nan,	nan,	43504.1,	nan,	nan,	10,	nan,	nan,	nan,	0,	nan,	7869.18,	1.00672,	7868.17,	nan,	nan,	4.06641,	4.06641,	0,	0,	104669,	0,	0,	
184,	11,	6,	7,	0,	0.406825,	35.5317,	0.406825,	35.5317,	0.000625019,	0,	0.985906,	0.0139282,	0.00343731,	0.269486,	0.0463592,	0.980964,	0.238308,	89.3658,	2.22285,	2.00687,	8.08459,	2.18544,	1.97145,	12.3831,	5.8142e-05,	0.427686,	0.427686,	666,	0.395304,	22.9744,	0.395304,	22.9744,	0.000624211,	0.0221087,	6.54358,	0.0220229,	6.51818,	5.26037e-07,	1.8407,	0,	1000,	1.50603e+09,	0,	0,	1.45103,	2755.2,	38333.9,	0,	927,	11,	1,	0,	1,	0,	297.9,	7057.99,	1.00731,	7056.98,	5.19,	292.64,	4.4941,	4.4941,	292.64,	5.26,	111727,	5.19,	0,	
226,	12,	6,	8,	0,	0.426172,	24.9832,	0.426172,	24.9832,	0.000529533,	0,	0.997745,	0.999736,	0.781844,	0.277449,	0.0697533,	0.131661,	0.00387182,	89.8985,	17.9958,	3.56369,	8.32348,	2.27901,	0.697492,	10.0387,	0.000143168,	0.792775,	0.792775,	666,	0.42897,	25.3391,	0.42897,	25.3391,	0.00062515,	0.0113469,	3.86053,	0.0113028,	3.84555,	9.85914e-07,	2.13198,	0,	1000,	1.50604e+09,	0,	0,	2.81786,	53.76,	30309.8,	0,	955,	12,	1,	0,	0.99,	0,	4.93,	5532.45,	1.00721,	5531.45,	4.9,	nan,	5.28687,	5.28687,	292.64,	10.19,	117260,	10.09,	0,	
592,	13,	6,	35,	0,	0.459338,	43.8405,	0.459338,	43.8405,	0.000625547,	0,	0.998655,	0.00322934,	3.5032e-05,	0.369875,	0.444444,	0.249174,	0.999586,	89.9395,	2.05167,	2.00007,	11.0963,	3.77778,	0.873761,	19.9959,	0,	0,	0,	666,	0.367162,	40.1907,	0.367162,	40.1907,	0.000625604,	0.00375107,	5.24811,	0.00373652,	5.22775,	1.26827e-07,	0.933861,	0,	1000,	1.50604e+09,	0,	0,	0.0699954,	53.14,	63688.1,	0,	961,	13,	1,	0,	1,	0,	4.68,	11451.1,	1.00798,	11450.1,	4.66,	nan,	5.28687,	5.28687,	292.64,	14.87,	128711,	14.75,	0,	
578,	14,	6,	33,	0,	0.461431,	23.4224,	0.461431,	23.4224,	0.000624999,	0,	0.981171,	0.998966,	0.000574828,	0.411577,	0.315535,	0.257706,	0.0355495,	89.1527,	17.9835,	2.00115,	12.3473,	3.26214,	0.886559,	10.3555,	0.000137822,	0.840598,	0.840598,	666,	0.429458,	23.548,	0.429458,	23.548,	0.000636092,	0.0110632,	0.544339,	0.0110203,	0.542227,	5.34665e-07,	1.22765,	0,	1000,	1.50604e+09,	0,	0,	0.305331,	55.21,	33497.8,	0,	995,	14,	1,	0,	0.98,	0,	4.99,	6094.17,	1.00693,	6093.16,	4.99,	nan,	6.12747,	6.12747,	292.64,	19.86,	134805,	19.74,	0,	
514,	15,	6,	23,	0,	0.442392,	42.1717,	0.442392,	42.1717,	0.000625,	0,	0.994201,	0.997211,	2.73462e-05,	0.350622,	0.365181,	0.71889,	0.999059,	89.739,	17.9554,	2.00005,	10.5187,	3.46072,	1.57833,	19.9906,	0,	0,	0,	666,	0.379983,	26.5702,	0.379983,	26.5702,	0.000618129,	0.00873639,	5.13208,	0.00870249,	5.11216,	3.417e-07,	0.910756,	0,	1000,	1.50605e+09,	0,	0,	1.29739,	71.54,	64404.9,	0,	993,	15,	1,	0,	1,	0,	7.92,	11599.9,	1.00695,	11598.9,	7.92,	nan,	6.12747,	6.12747,	292.64,	27.78,	146405,	27.66,	0,	
582,	16,	6,	33,	0,	0.454427,	31.6547,	0.454427,	31.6547,	0.000625241,	0,	0.989556,	0.0359803,	0.915548,	0.276399,	0.333333,	0.906998,	0.00104237,	89.53,	2.57568,	3.8311,	8.29197,	3.33333,	1.8605,	10.0104,	0,	0,	0,	666,	0.418674,	26.7267,	0.418674,	26.7267,	0.000625016,	0.00343271,	3.18969,	0.00341939,	3.17732,	1.82084e-07,	0.161,	0,	1000,	1.50605e+09,	0,	0,	0.227497,	66.11,	40311.2,	0,	905,	16,	1,	0,	0.48,	0,	7.42,	7324.49,	1.00798,	7323.48,	7.35,	nan,	6.12747,	6.12747,	292.64,	35.2,	153730,	35.01,	0,	
571,	17,	6,	31,	0,	0.45316,	24.7448,	0.45316,	24.7448,	0.000545353,	0,	0.996256,	0.999634,	0.00018138,	0.00356465,	0.547035,	0.0731731,	0.000246049,	89.8315,	17.9941,	2.00036,	0.106939,	4.18814,	0.60976,	10.0025,	2.76346e-07,	0.00197181,	0.00197181,	666,	0.369823,	23.2612,	0.369823,	23.2612,	0.000575196,	0.00901921,	0.190265,	0.00898421,	0.189527,	1.95474e-07,	0.453665,	0,	1000,	1.50605e+09,	0,	0,	0.104112,	69.83,	39494.3,	0,	971,	17,	1,	0,	0.92,	0,	8.04,	7127.23,	1.01868,	7126.21,	8.01,	nan,	6.12944,	6.12944,	292.64,	43.24,	160857,	43.02,	0,	
183,	18,	6,	7,	0,	0.406285,	35.6698,	0.406285,	35.6698,	0.000625046,	0,	0.843327,	0.00328512,	0.963802,	0.000250162,	0.333333,	0.792147,	0.000168948,	82.9497,	2.05256,	3.9276,	0.00750486,	3.33333,	1.68822,	10.0017,	1.3715e-06,	0.00981445,	0.00981445,	666,	0.280303,	26.1508,	0.280303,	26.1508,	0.000608649,	0.0103255,	3.31152,	0.0102855,	3.29867,	1.63644e-07,	0.0658463,	0,	1000,	1.50605e+09,	0,	0,	0.0369661,	71.18,	39241.7,	0,	901,	18,	1,	0,	0.21,	0,	8.14,	7147.83,	1.00936,	7146.82,	8.06,	nan,	6.13926,	6.13926,	292.64,	51.38,	168005,	51.08,	0,	
574,	19,	6,	32,	0,	0.453039,	30.9093,	0.453039,	30.9093,	0.000624999,	0,	0.766227,	0.9997,	0.000129837,	0.0023116,	0.867259,	0.333554,	0.0711658,	79.4802,	17.9952,	2.00026,	0.069348,	5.46903,	1.00033,	10.7117,	0,	0,	0,	666,	0.284481,	23.5696,	0.284481,	23.5696,	0.000625605,	0.00775512,	0.148579,	0.00772503,	0.148003,	2.78349e-08,	0.0167713,	0,	1000,	1.50605e+09,	0,	0,	0.00193387,	73.16,	43966.2,	0,	985,	19,	1,	0,	0.29,	0,	8.65,	7921.3,	1.00874,	7920.29,	8.64,	nan,	6.13926,	6.13926,	292.64,	60.03,	175926,	59.72,	0,	
401,	20,	6,	16,	0,	0.429569,	32.4651,	0.429569,	32.4651,	0.000624999,	0,	0.666106,	0.996594,	0.0044529,	0.0594668,	0.04607,	0.935067,	0.471261,	74.9748,	17.9455,	2.00891,	1.784,	2.18428,	1.9026,	14.7126,	0,	0,	0,	666,	0.322246,	25.4288,	0.322246,	25.4288,	0.000624347,	0.00438382,	0.49381,	0.00436681,	0.491893,	4.97838e-08,	4.93324,	0,	1000,	1.50605e+09,	0,	0,	2.16838,	79.77,	36331.4,	0,	992,	20,	1,	0,	0.92,	0,	9.31,	6671.97,	1.01073,	6670.96,	9.3,	nan,	6.13926,	6.13926,	292.64,	69.34,	182598,	69.02,	0,	
16,	21,	6,	1,	0,	0.45421,	20.6727,	0.45421,	20.6727,	0.00059697,	0,	0.993983,	0.993006,	0.00264773,	0.997704,	0.0175267,	0.000899637,	0.00236684,	89.7292,	17.8881,	2.0053,	29.9311,	2.07011,	0.501349,	10.0237,	0.000238431,	1.51031,	1.51031,	666,	0.457758,	19.5105,	0.457758,	19.5105,	0.000555349,	0.0241875,	1.80575,	0.0240937,	1.79875,	3.60219e-05,	2.0864,	0,	1000,	1.50605e+09,	0,	0,	1.08856,	1594.33,	34006.2,	0,	986,	21,	0.97,	0,	0.96,	0,	142.77,	6191.6,	1.0079,	6190.59,	3.02,	139.74,	7.64957,	7.64957,	432.38,	72.37,	188789,	72.04,	0,	
491,	22,	6,	21,	0,	0.444814,	23.8152,	0.444814,	23.8152,	0.000624999,	0,	0.883974,	0.994304,	0.0239451,	0.527891,	0.0309576,	0.999937,	0.00433288,	84.7788,	17.9089,	2.04789,	15.8367,	2.12383,	1.99991,	10.0433,	1.73242e-06,	0.0107242,	0.0107242,	666,	0.42123,	22.0077,	0.42123,	22.0077,	0.000606177,	0.0155422,	2.10952,	0.0154819,	2.10133,	2.81495e-05,	0.401159,	0,	1000,	1.50606e+09,	0,	0,	0.311012,	86.32,	33896.7,	0,	994,	22,	1,	0,	0.9,	0,	10.67,	6179.64,	1.00829,	6178.63,	10.66,	nan,	7.66029,	7.66029,	432.38,	83.04,	194969,	82.7,	0,	
360,	23,	6,	14,	0,	0.425174,	43.2784,	0.425174,	43.2784,	0.000625101,	0,	0.00808207,	0.998308,	0.571782,	0.507904,	0.231332,	0.992415,	0.99876,	45.3637,	17.9729,	3.14356,	15.2371,	2.92533,	1.98862,	19.9876,	0,	0,	0,	666,	0.372842,	37.1844,	0.372842,	37.1844,	0.000615302,	0.00868873,	3.44061,	0.00865501,	3.42726,	1.43772e-05,	0.610062,	0,	1000,	1.50607e+09,	0,	0,	0.09965,	65.99,	63689.2,	0,	975,	23,	1,	0,	0.99,	0,	5.78,	11504.4,	1.0098,	11503.4,	5.76,	nan,	7.66029,	7.66029,	432.38,	88.82,	206473,	88.46,	0,	
309,	24,	6,	11,	0,	0.426726,	27.3236,	0.426726,	27.3236,	0.00057062,	0,	0.996946,	0.993854,	0.991198,	0.000137856,	0.338231,	0.0350185,	0.0277371,	89.8626,	17.9017,	3.9824,	0.00413567,	3.35292,	0.552528,	10.2774,	0,	0,	0,	666,	0.396968,	26.9095,	0.396968,	26.9095,	0.000605728,	0.0159946,	0.681031,	0.0159325,	0.678389,	2.551e-05,	0.146686,	0,	1000,	1.50606e+09,	0,	0,	0.036033,	64.64,	41181.5,	0,	984,	24,	1,	0,	0.66,	0,	5.73,	7389.31,	1.00773,	7388.31,	5.72,	nan,	7.66029,	7.66029,	432.38,	94.55,	213863,	94.18,	0,	
569,	25,	6,	31,	0,	0.452308,	40.2186,	0.452308,	40.2186,	0.000625119,	0,	0.0399471,	0.997422,	0.707372,	0.5921,	0.311742,	0.320358,	0.995956,	46.7976,	17.9588,	3.41474,	17.763,	3.24697,	0.980537,	19.9596,	0,	0,	0,	666,	0.386144,	31.6538,	0.386144,	31.6538,	0.000625883,	0.0151426,	3.49848,	0.0150838,	3.48491,	1.25912e-05,	0.122957,	0,	1000,	1.50607e+09,	0,	0,	0.0839853,	77.76,	61680.1,	0,	999,	25,	1,	0,	0.57,	0,	5.61,	11157.9,	1.00721,	11156.9,	5.61,	nan,	7.66029,	7.66029,	432.38,	100.16,	225021,	99.79,	0,	
25,	26,	6,	2,	0,	0.411613,	24.6718,	0.411613,	24.6718,	0.000558201,	0,	0.99923,	0.991482,	0.798388,	0.00249745,	0.0188839,	0.0528853,	0.000576497,	89.9653,	17.8637,	3.59678,	0.0749235,	2.07554,	0.579328,	10.0058,	3.16257e-05,	0.163914,	0.163914,	666,	0.40435,	25.6639,	0.40435,	25.6639,	0.000595201,	0.00986171,	0.403041,	0.00982344,	0.401477,	1.74435e-05,	0.0685338,	0,	1000,	1.50606e+09,	0,	0,	0.00327985,	87.83,	27902.1,	0,	947,	26,	1,	0,	0.96,	0,	10.04,	5172.92,	1.00723,	5171.91,	10,	nan,	7.8242,	7.8242,	432.38,	110.2,	230194,	109.79,	0,	
555,	27,	6,	29,	0,	0.47048,	22.9623,	0.47048,	22.9623,	0.000624999,	0,	0.00291903,	0.956586,	0.00486314,	0.780135,	0.00823143,	0.991195,	0.00526574,	45.1314,	17.3054,	2.00973,	23.4041,	2.03293,	1.98679,	10.0527,	0,	0,	0,	666,	0.466516,	17.2213,	0.466516,	17.2213,	0.000588139,	0.00755613,	1.94714,	0.00752681,	1.93958,	3.14608e-05,	1.85316,	0,	1000,	1.50607e+09,	0,	0,	1.03276,	87.99,	33476.4,	0,	950,	27,	1,	0,	0.97,	0,	9.63,	6128.72,	1.0073,	6127.71,	9.58,	nan,	7.8242,	7.8242,	432.38,	119.83,	236322,	119.37,	0,	
677,	28,	6,	47,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.000874602,	0.94928,	0.00270314,	0.00439019,	0.0262647,	0.958743,	0.00836883,	45.0394,	17.1885,	2.00541,	0.131706,	2.10506,	1.93811,	10.0837,	0,	0,	0,	666,	0.407567,	20.7462,	0.407567,	20.7462,	0.000633671,	0.013961,	1.50433,	0.0139069,	1.4985,	7.70643e-06,	0.247633,	0,	1000,	1.50606e+09,	0,	0,	0.0344624,	88.92,	126.48,	0,	990,	28,	1,	0,	1,	1,	9.69,	158.036,	1.00798,	157.028,	9.68,	nan,	7.8242,	7.8242,	432.38,	129.52,	236480,	129.05,	0,	
676,	29,	6,	47,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00189748,	0.99831,	0.147797,	0.0074103,	0.025691,	0.964188,	0.0399788,	45.0854,	17.973,	2.29559,	0.222309,	2.10276,	1.94628,	10.3998,	0,	0,	0,	666,	0.406512,	21.1595,	0.406512,	21.1595,	0.000619462,	0.0147303,	1.32757,	0.0146731,	1.32241,	1.26512e-05,	0.236919,	0,	1000,	1.50606e+09,	0,	0,	0.0243128,	88.51,	138.78,	0,	993,	29,	1,	0,	1,	1,	9.33,	168.038,	1.00721,	167.03,	9.32,	nan,	7.8242,	7.8242,	432.38,	138.85,	236648,	138.37,	0,	
26,	30,	6,	2,	0,	0.423995,	22.5818,	0.423995,	22.5818,	0.000594507,	0,	0.999883,	0.997461,	0.374273,	0.00103591,	2.72818e-05,	0.00392048,	0.000820775,	89.9947,	17.9594,	2.74855,	0.0310772,	2.00011,	0.505881,	10.0082,	9.56301e-06,	0.0551007,	0.0551007,	666,	0.423786,	22.6648,	0.423786,	22.6648,	0.000514369,	0.0177074,	0.223714,	0.0176387,	0.222846,	1.45286e-05,	0.0737206,	0,	1000,	1.50607e+09,	0,	0,	0.00835954,	89.91,	31144.1,	0,	966,	30,	0.95,	0,	0.91,	0,	9.92,	5751.94,	1.00764,	5750.93,	9.9,	nan,	7.8793,	7.8793,	432.38,	148.77,	242400,	148.27,	0,	
145,	31,	6,	6,	0,	0.405621,	41.8163,	0.405621,	41.8163,	0.000609789,	0,	0.954299,	0.994543,	0.703744,	0.291097,	0.340831,	0.00834101,	0.8558,	87.9434,	17.9127,	3.40749,	8.73292,	3.36332,	0.512512,	18.558,	7.3867e-07,	0.00798686,	0.00798686,	666,	0.356986,	33.943,	0.356986,	33.943,	0.000525236,	0.0145632,	1.96738,	0.0145067,	1.95975,	8.30861e-06,	0.495396,	0,	1000,	1.50608e+09,	0,	0,	0.0660663,	92.49,	59743.2,	0,	976,	31,	1,	0,	1,	0,	10.7,	10801.8,	1.01097,	10800.8,	10.67,	nan,	7.88729,	7.88729,	432.38,	159.47,	253202,	158.94,	0,	
430,	32,	6,	18,	0,	0.433735,	35.2103,	0.433735,	35.2103,	0.000625003,	0,	0.00495748,	0.988601,	0.679158,	0.0445062,	0.252619,	0.815299,	0.61981,	45.2231,	17.8176,	3.35832,	1.33518,	3.01048,	1.72295,	16.1981,	0,	0,	0,	666,	0.343466,	35.5394,	0.343466,	35.5394,	0.000632778,	0.0132529,	1.56133,	0.0132014,	1.55527,	1.32843e-05,	1.61308,	0,	1000,	1.50607e+09,	0,	0,	0.186078,	69.16,	51562.6,	0,	960,	32,	1,	0,	1,	0,	6.12,	9315.8,	1.00752,	9314.79,	6.09,	nan,	7.88729,	7.88729,	432.38,	165.59,	262518,	165.03,	0,	
134,	33,	6,	5,	0,	0.444275,	21.5105,	0.444275,	21.5105,	0.000595815,	0,	0.00967465,	0.992936,	0.000346333,	0.421178,	0.0206592,	0.00231173,	0.000106986,	45.4354,	17.887,	2.00069,	12.6353,	2.08264,	0.503468,	10.0011,	1.95014e-06,	0.0106434,	0.0106434,	666,	0.44418,	19.2546,	0.44418,	19.2546,	0.000597236,	0.0259751,	2.35637,	0.0258743,	2.34723,	1.1464e-06,	1.0452,	0,	1000,	1.50607e+09,	0,	0,	1.05535,	2620.04,	27954.6,	0,	981,	33,	1,	0,	0.92,	0,	284.87,	5172.87,	1.00733,	5171.87,	5.25,	279.6,	7.89794,	7.89794,	711.98,	170.86,	267691,	170.28,	0,	
475,	34,	6,	20,	0,	0.441118,	26.6377,	0.441118,	26.6377,	0.000624999,	0,	0.955606,	0.998791,	0.561978,	0.427988,	0.368171,	0.954935,	0.00668883,	88.0023,	17.9807,	3.12396,	12.8396,	3.47269,	1.9324,	10.0669,	0,	0,	0,	666,	0.378492,	24.4387,	0.378492,	24.4387,	0.000613039,	0.00679549,	1.20187,	0.00676912,	1.19721,	1.96651e-05,	0.875177,	0,	1000,	1.50608e+09,	0,	0,	0.0857487,	93.52,	36648.4,	0,	958,	34,	1,	0,	0.99,	0,	10.36,	6668.6,	1.007,	6667.6,	10.32,	nan,	7.89794,	7.89794,	711.98,	181.22,	274359,	180.6,	0,	
440,	35,	6,	18,	0,	0.444401,	22.3031,	0.444401,	22.3031,	0.000592151,	0,	0.900345,	0.588833,	0.0268755,	0.766991,	0.182567,	0.0068373,	0.0098488,	85.5155,	11.4213,	2.05375,	23.0097,	2.73027,	0.510256,	10.0985,	0,	0,	0,	666,	0.446162,	21.5051,	0.446162,	21.5051,	0.000621857,	0.024565,	1.56898,	0.0244697,	1.56289,	2.5533e-05,	0.18095,	0,	1000,	1.50608e+09,	0,	0,	0.119775,	99.41,	27351.1,	0,	998,	35,	1,	0,	0.57,	0,	11.59,	5058.23,	1.00812,	5057.22,	11.58,	nan,	7.89794,	7.89794,	711.98,	192.81,	279418,	192.18,	0,	
47,	36,	6,	3,	0,	0.420139,	23.3531,	0.420139,	23.3531,	0.000594011,	0,	0.948689,	0.991107,	0.556111,	0.432145,	0.0012869,	0.00453127,	0.00192453,	87.691,	17.8577,	3.11222,	12.9643,	2.00515,	0.506797,	10.0192,	9.67017e-07,	0.00508491,	0.00508491,	666,	0.387676,	22.9239,	0.387676,	22.9239,	0.000582864,	0.0139214,	0.591558,	0.0138674,	0.589262,	4.16265e-06,	0.109486,	0,	1000,	1.50608e+09,	0,	0,	0.0418043,	97.39,	28514.2,	0,	934,	36,	1,	0,	0.81,	0,	10.98,	5247.36,	1.01358,	5246.35,	10.92,	nan,	7.90302,	7.90302,	711.98,	203.79,	284665,	203.1,	0,	
220,	37,	6,	8,	0,	0.533145,	20.8201,	0.533145,	20.8201,	0.000624999,	0,	0.00106806,	0.999148,	0.000261701,	0.999694,	0.345482,	0.314826,	0.000673579,	45.0481,	17.9864,	2.00052,	29.9908,	3.38193,	0.972238,	10.0067,	0,	0,	0,	666,	0.45022,	20.9014,	0.45022,	20.9014,	0.000623569,	0.0249685,	1.67194,	0.0248716,	1.66545,	1.08966e-05,	0.316945,	0,	1000,	1.50608e+09,	0,	0,	0.27021,	103.17,	35746.8,	0,	951,	37,	1,	0,	0.59,	0,	11.54,	6490.07,	1.01966,	6489.05,	11.5,	nan,	7.90302,	7.90302,	711.98,	215.33,	291155,	214.6,	0,	
675,	38,	6,	47,	10000,	10001,	10001,	9999.12,	9999.12,	9999.12,	1,	0.00468929,	0.997378,	0.0138291,	0.00604725,	0.00985725,	0.992142,	0.00203243,	45.211,	17.958,	2.02766,	0.181418,	2.03943,	1.98821,	10.0203,	0,	0,	0,	666,	0.452743,	23.1444,	0.452743,	23.1444,	0.000625073,	0.0232797,	2.29439,	0.0231894,	2.28548,	4.35935e-07,	0.073182,	0,	1000,	1.50608e+09,	0,	0,	0.0723802,	98.18,	123.56,	0,	810,	38,	1,	0,	0.21,	1,	9.28,	156.031,	1.00699,	155.024,	9.17,	nan,	7.90302,	7.90302,	711.98,	224.61,	291311,	223.77,	0,	
